Year,Quarter,공시일,sj_div,account_nm,thstrm_dt,thstrm_amount
2024,Q1,20240516,BS,유동자산,2024.03.31 현재,"1,582,113,665,795"
2024,Q1,20240516,BS,비유동자산,2024.03.31 현재,"3,230,532,942,661"
2024,Q1,20240516,BS,자산총계,2024.03.31 현재,"4,812,646,608,456"
2024,Q1,20240516,BS,유동부채,2024.03.31 현재,"1,787,749,081,726"
2024,Q1,20240516,BS,비유동부채,2024.03.31 현재,"579,300,233,188"
2024,Q1,20240516,BS,부채총계,2024.03.31 현재,"2,367,049,314,914"
2024,Q1,20240516,BS,자본금,2024.03.31 현재,"151,434,755,000"
2024,Q1,20240516,BS,이익잉여금,2024.03.31 현재,"1,055,287,537,605"
2024,Q1,20240516,BS,자본총계,2024.03.31 현재,"2,445,597,293,542"
2024,Q1,20240516,IS,매출액,2024.01.01 ~ 2024.03.31,801430984896
2024,Q1,20240516,IS,영업이익,2024.01.01 ~ 2024.03.31,18458699669
2024,Q1,20240516,IS,법인세차감전 순이익,2024.01.01 ~ 2024.03.31,20228586570
2024,Q1,20240516,IS,당기순이익,2024.01.01 ~ 2024.03.31,10382089036
2024,Q1,20240516,IS,당기순이익(손실),2024.01.01 ~ 2024.03.31,10382089036
2024,Q1,20240516,IS,총포괄손익,2024.01.01 ~ 2024.03.31,72746578535
2024,Q2,20240814,BS,유동자산,2024.06.30 현재,"1,551,545,104,729"
2024,Q2,20240814,BS,비유동자산,2024.06.30 현재,"3,244,994,563,840"
2024,Q2,20240814,BS,자산총계,2024.06.30 현재,"4,796,539,668,569"
2024,Q2,20240814,BS,유동부채,2024.06.30 현재,"1,696,959,231,376"
2024,Q2,20240814,BS,비유동부채,2024.06.30 현재,"626,787,550,269"
2024,Q2,20240814,BS,부채총계,2024.06.30 현재,"2,323,746,781,645"
2024,Q2,20240814,BS,자본금,2024.06.30 현재,"151,434,755,000"
2024,Q2,20240814,BS,이익잉여금,2024.06.30 현재,"1,067,985,355,253"
2024,Q2,20240814,BS,자본총계,2024.06.30 현재,"2,472,792,886,924"
2024,Q2,20240814,IS,매출액,2024.01.01 ~ 2024.06.30,871426026405
2024,Q2,20240814,IS,영업이익,2024.01.01 ~ 2024.06.30,33490485792
2024,Q2,20240814,IS,법인세차감전 순이익,2024.01.01 ~ 2024.06.30,24938036053
2024,Q2,20240814,IS,당기순이익,2024.01.01 ~ 2024.06.30,16499317648
2024,Q2,20240814,IS,당기순이익(손실),2024.01.01 ~ 2024.06.30,16499317648
2024,Q2,20240814,IS,총포괄손익,2024.01.01 ~ 2024.06.30,30997093382
2024,Q3,20241114,BS,유동자산,2024.09.30 현재,"1,579,131,896,757"
2024,Q3,20241114,BS,비유동자산,2024.09.30 현재,"3,210,917,525,616"
2024,Q3,20241114,BS,자산총계,2024.09.30 현재,"4,790,049,422,373"
2024,Q3,20241114,BS,유동부채,2024.09.30 현재,"1,506,267,593,182"
2024,Q3,20241114,BS,비유동부채,2024.09.30 현재,"598,861,956,982"
2024,Q3,20241114,BS,부채총계,2024.09.30 현재,"2,105,129,550,164"
2024,Q3,20241114,BS,자본금,2024.09.30 현재,"151,434,755,000"
2024,Q3,20241114,BS,이익잉여금,2024.09.30 현재,"1,030,655,227,411"
2024,Q3,20241114,BS,자본총계,2024.09.30 현재,"2,684,919,872,209"
2024,Q3,20241114,IS,매출액,2024.01.01 ~ 2024.09.30,775948876038
2024,Q3,20241114,IS,영업이익,2024.01.01 ~ 2024.09.30,9742534597
2024,Q3,20241114,IS,법인세차감전 순이익,2024.01.01 ~ 2024.09.30,-19547137831
2024,Q3,20241114,IS,당기순이익,2024.01.01 ~ 2024.09.30,-24152035125
2024,Q3,20241114,IS,당기순이익(손실),2024.01.01 ~ 2024.09.30,-24152035125
2024,Q3,20241114,IS,총포괄손익,2024.01.01 ~ 2024.09.30,-32469694715
2024,Q4,20250318,BS,유동자산,2024.12.31 현재,"1,456,521,118,065"
2024,Q4,20250318,BS,비유동자산,2024.12.31 현재,"4,222,650,615,842"
2024,Q4,20250318,BS,자산총계,2024.12.31 현재,"5,679,171,733,907"
2024,Q4,20250318,BS,유동부채,2024.12.31 현재,"1,655,612,263,623"
2024,Q4,20250318,BS,비유동부채,2024.12.31 현재,"1,007,191,951,078"
2024,Q4,20250318,BS,부채총계,2024.12.31 현재,"2,662,804,214,701"
2024,Q4,20250318,BS,자본금,2024.12.31 현재,"151,434,755,000"
2024,Q4,20250318,BS,이익잉여금,2024.12.31 현재,"1,027,290,085,958"
2024,Q4,20250318,BS,자본총계,2024.12.31 현재,"3,016,367,519,206"
2024,Q4,20250318,IS,매출액,2024.01.01 ~ 2024.12.31,904838157669
2024,Q4,20250318,IS,영업이익,2024.01.01 ~ 2024.12.31,5250587673
2024,Q4,20250318,IS,법인세차감전 순이익,2024.01.01 ~ 2024.12.31,-22599151701
2024,Q4,20250318,IS,당기순이익,2024.01.01 ~ 2024.12.31,8887648471
2024,Q4,20250318,IS,당기순이익(손실),2024.01.01 ~ 2024.12.31,8887648471
2024,Q4,20250318,IS,총포괄손익,2024.01.01 ~ 2024.12.31,339284771997
