,name,year,quarter,sector,Relative Return,자본금 변화율,금리 변화율,국제유가 변화율,실업률 변화율,소비자물가지수 변화율,Label,Code
29,경방,2017,Q3,경기소비재,-0.12313590234177786,0.18113668010803186,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.041282164991423786,000050
29,한국타이어월드와이드,2017,Q3,경기소비재,-0.15109247683773183,0.1669977560661362,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.001746463831453167,000240
29,기아차,2017,Q3,경기소비재,-0.07915442086029638,0.030734750323678783,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.07666297878411757,000270
29,SK네트웍스,2017,Q3,경기소비재,-0.1960592284296609,-0.999999,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.037047728087738756,001740
29,넥센타이어,2017,Q3,경기소비재,-0.166310576512762,0.1802450651121228,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.05585901794400728,002350
29,일신방직,2017,Q3,경기소비재,-0.08332433892506423,0.0,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.019008492860209676,003200
29,쌍용차,2017,Q3,경기소비재,-0.16666943052586125,0.021709116780552096,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.020711474915769197,003620
29,한솔홀딩스,2017,Q3,경기소비재,-0.1335700103103873,1.5942103783777672,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.15442420595960327,004150
29,신세계,2017,Q3,경기소비재,0.11264533343945793,0.17565921337792023,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.5130793044325864,004170
29,세방전지,2017,Q3,경기소비재,-0.21713296299610035,0.18103741335866852,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.03288116412783011,004490
29,조광피혁,2017,Q3,경기소비재,0.039485334906325054,0.0,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.0026496563404850917,004700
29,현대차,2017,Q3,경기소비재,0.03011591406793329,0.12485178757676407,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.04329772808773875,005380
29,에스엘,2017,Q3,경기소비재,-0.06480747034245979,-0.09966347485509974,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.037974506301888096,005850
29,동아타이어,2017,Q3,경기소비재,-0.2007839161527798,0.0,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.0,007340
29,서연,2017,Q3,경기소비재,-0.20054770149270745,0.18134466228609147,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.1671144756605543,007860
29,호텔신라,2017,Q3,경기소비재,0.23124795766005968,0.0,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.22507636061213976,008770
29,한샘,2017,Q3,경기소비재,-0.12236266610342535,0.18123839673796382,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.012244800159810824,009240
29,모토닉,2017,Q3,경기소비재,-0.09619987540575092,0.18133147222671142,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.12266584179308465,009680
29,화신,2017,Q3,경기소비재,-0.2086779070401973,0.18127524741521617,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.14896729014968427,010690
29,현대위아,2017,Q3,경기소비재,-0.19106153548480231,0.17750797580114486,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.1383933070124657,011210
29,현대모비스,2017,Q3,경기소비재,-0.025611640111633277,0.20525236361697674,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.04294851040502164,012330
29,에스원,2017,Q3,경기소비재,-0.06951563696228841,0.0,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.09869281813074865,012750
29,한온시스템,2017,Q3,경기소비재,0.1296065762071523,0.17748434848904293,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.06939085903204953,018880
29,대교,2017,Q3,경기소비재,-0.12845793992187995,0.1812965741420609,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.043758050651445425,019680
29,한섬,2017,Q3,경기소비재,-0.2910923485240305,0.181038688430611,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.16834146222945656,020000
29,코웨이,2017,Q3,경기소비재,-0.07198191375085689,0.1800516908281118,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.04664038977928104,021240
29,롯데쇼핑,2017,Q3,경기소비재,-0.09302999369366169,0.20587693080365121,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.0793924893035656,023530
29,삼성물산,2017,Q3,경기소비재,-0.039808897962141904,0.1522562596651511,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.06341150130294225,028260
29,세종공업,2017,Q3,경기소비재,-0.05583529207241759,0.0,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.09097407081446915,033530
29,강원랜드,2017,Q3,경기소비재,-0.10428386571901838,-0.2915045717614221,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.18326573216788106,035250
29,한라홀딩스,2017,Q3,경기소비재,-0.060271731693176074,0.180890932329536,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.22360296064587828,060980
29,S&T모티브,2017,Q3,경기소비재,-0.23624483058819812,0.0,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.025163579232281408,064960
29,현대백화점,2017,Q3,경기소비재,-0.1990511992346715,0.0,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,0.10615495552808046,069960
29,금호타이어,2017,Q3,경기소비재,-0.17452155372742925,-0.3137502304368176,0.03346456692913535,0.04912421985101645,0.018181818181818077,0.15372330132051748,-0.18942922889687622,073240
