Variable,VIF
const,1.177722699912224
F_유동자산 변화율,2396834039.0113544
F_비유동자산 변화율,97377232531.95737
F_자산총계 변화율,182391042741.3938
F_유동부채 변화율,11083314676.657867
F_비유동부채 변화율,1014872820.3016261
F_부채총계 변화율,21898702821.072548
F_이익잉여금 변화율,176148145.44357914
F_자본총계 변화율,63282133957.74019
F_매출액 변화율,9093009990.01678
F_영업이익 변화율,5712589.291848152
F_법인세차감전 순이익 변화율,2391324.6458811327
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.4059366536524278
M_환율 변화율,37.15221262759951
M_GDP 변화율,103.10590737551249
M_금리 변화율,3.2791060188552734
M_수출액 변화율,18.738687066901743
M_실업률 변화율,6.737633676951228
M_국제유가 변화율,4.862660258409763
M_주택가격 변화율,79.45646767818123
Relative Return,1.0218728330368347
