,name,year,quarter,sector,Relative Return,자본금 변화율,금리 변화율,국제유가 변화율,실업률 변화율,소비자물가지수 변화율,Label,Code
21,경방,2019,Q3,경기소비재,-0.08417773824815472,0.0,-0.21649484536082508,-0.10146539633409102,-0.05084745762711873,-0.9303677156060576,-0.10188173438043172,000050
21,한국타이어월드와이드,2019,Q3,경기소비재,-0.14771301028660141,0.0,-0.21649484536082508,-0.10146539633409102,-0.05084745762711873,-0.9303677156060576,-0.20232934492999802,000240
21,기아차,2019,Q3,경기소비재,-0.11778577207084691,-0.011232168448678914,-0.21649484536082508,-0.10146539633409102,-0.05084745762711873,-0.9303677156060576,-0.23837488290227263,000270
21,SK네트웍스,2019,Q3,경기소비재,0.05723596590228673,0.0,-0.21649484536082508,-0.10146539633409102,-0.05084745762711873,-0.9303677156060576,-0.052208096620772165,001740
21,넥센타이어,2019,Q3,경기소비재,-0.006226561336162936,0.0,-0.21649484536082508,-0.10146539633409102,-0.05084745762711873,-0.9303677156060576,-0.3556524336737552,002350
21,일신방직,2019,Q3,경기소비재,-0.23515143393192162,0.0,-0.21649484536082508,-0.10146539633409102,-0.05084745762711873,-0.9303677156060576,-0.2212099224369856,003200
21,쌍용차,2019,Q3,경기소비재,-0.3314040789789173,0.0,-0.21649484536082508,-0.10146539633409102,-0.05084745762711873,-0.9303677156060576,-0.24965893605324915,003620
21,한솔홀딩스,2019,Q3,경기소비재,-0.12828546915520633,0.0,-0.21649484536082508,-0.10146539633409102,-0.05084745762711873,-0.9303677156060576,-0.20363961817776619,004150
21,신세계,2019,Q3,경기소비재,0.06796373283963282,0.0,-0.21649484536082508,-0.10146539633409102,-0.05084745762711873,-0.9303677156060576,0.011487325837382184,004170
21,세방전지,2019,Q3,경기소비재,-0.047217827068810836,0.0,-0.21649484536082508,-0.10146539633409102,-0.05084745762711873,-0.9303677156060576,-0.20356217084195452,004490
21,조광피혁,2019,Q3,경기소비재,-0.01831826709875478,0.0,-0.21649484536082508,-0.10146539633409102,-0.05084745762711873,-0.9303677156060576,0.17964923513240655,004700
21,현대차,2019,Q3,경기소비재,-0.1417448405253282,0.0,-0.21649484536082508,-0.10146539633409102,-0.05084745762711873,-0.9303677156060576,-0.13813664420007102,005380
21,에스엘,2019,Q3,경기소비재,-0.18329210181141964,0.0,-0.21649484536082508,-0.10146539633409102,-0.05084745762711873,-0.9303677156060576,-0.2759377125916084,005850
21,동아타이어,2019,Q3,경기소비재,-0.09927232210918031,0.0,-0.21649484536082508,-0.10146539633409102,-0.05084745762711873,-0.9303677156060576,0.02806646941370841,007340
