접수번호,법인구분,회사코드,회사명,구분,발행할 주식 총수,현재까지 발행한 주식 총수,현재까지 감소한 주식의 총수,주식 수 감소,이익 소각,상환주식의 상환,기타,발행주식의 총수,자기주식수,유통주식수,결제일시,연도,분기
20160330003174,Y,00160047,한국앤컴퍼니,보통주,"250,000,000","93,020,173",-,-,-,-,-,"93,020,173","1,325,089","91,695,084",2015-12-31,2015,Q4
20160330003174,Y,00160047,한국앤컴퍼니,기타주식,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20160330003174,Y,00160047,한국앤컴퍼니,합계,"250,000,000","93,020,173",-,-,-,-,-,"93,020,173","1,325,088","91,695,085",2015-12-31,2015,Q4
20160330003174,Y,00160047,한국앤컴퍼니,비고,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20170814001002,Y,00160047,한국앤컴퍼니,보통주,"250,000,000","93,020,173",-,-,-,-,-,"93,020,173","1,325,089","91,695,084",2016-12-31,2016,Q4
20170814001002,Y,00160047,한국앤컴퍼니,기타주식,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20170814001002,Y,00160047,한국앤컴퍼니,합계,"250,000,000","93,020,173",-,-,-,-,-,"93,020,173","1,325,089","91,695,084",2016-12-31,2016,Q4
20170814001002,Y,00160047,한국앤컴퍼니,비고,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402005232,Y,00160047,한국앤컴퍼니,보통주,"250,000,000","93,020,173",-,-,-,-,-,"93,020,173","1,325,090","91,695,083",2017-12-31,2017,Q4
20180402005232,Y,00160047,한국앤컴퍼니,기타주식,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20180402005232,Y,00160047,한국앤컴퍼니,합계,"250,000,000","93,020,173",-,-,-,-,-,"93,020,173","1,325,090","91,695,083",2017-12-31,2017,Q4
20180402005232,Y,00160047,한국앤컴퍼니,비고,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401005003,Y,00160047,한국앤컴퍼니,보통주,"250,000,000","93,020,173",-,-,-,-,-,"93,020,173","1,325,090","91,695,083",2018-12-31,2018,Q4
20190401005003,Y,00160047,한국앤컴퍼니,기타주식,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20190401005003,Y,00160047,한국앤컴퍼니,합계,"250,000,000","93,020,173",-,-,-,-,-,"93,020,173","1,325,090","91,695,083",2018-12-31,2018,Q4
20190401005003,Y,00160047,한국앤컴퍼니,비고,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20221215000222,Y,00160047,한국앤컴퍼니,보통주,"250,000,000","93,020,173",-,-,-,-,-,"93,020,173","1,325,090","91,695,083",2019-12-31,2019,Q4
20221215000222,Y,00160047,한국앤컴퍼니,기타주식,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20221215000222,Y,00160047,한국앤컴퍼니,합계,"250,000,000","93,020,173",-,-,-,-,-,"93,020,173","1,325,090","91,695,083",2019-12-31,2019,Q4
20221215000222,Y,00160047,한국앤컴퍼니,비고,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20221215000231,Y,00160047,한국앤컴퍼니,보통주,"250,000,000","93,020,173",-,-,-,-,-,"93,020,173","1,325,090","91,695,083",2020-12-31,2020,Q4
20221215000231,Y,00160047,한국앤컴퍼니,기타주식,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20221215000231,Y,00160047,한국앤컴퍼니,합계,"250,000,000","93,020,173",-,-,-,-,-,"93,020,173","1,325,090","91,695,083",2020-12-31,2020,Q4
20221215000231,Y,00160047,한국앤컴퍼니,비고,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20221215000241,Y,00160047,한국앤컴퍼니,보통주,"250,000,000","94,935,240",-,-,-,-,-,"94,935,240","1,190","94,934,050",2021-12-31,2021,Q4
20221215000241,Y,00160047,한국앤컴퍼니,우선주,-,-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
20221215000241,Y,00160047,한국앤컴퍼니,합계,"250,000,000","94,935,240",-,-,-,-,-,"94,935,240","1,190","94,934,050",2021-12-31,2021,Q4
20221215000241,Y,00160047,한국앤컴퍼니,비고,-,-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
20230324001090,Y,00160047,한국앤컴퍼니,보통주,"250,000,000","94,935,240",-,-,-,-,-,"94,935,240","1,190","94,934,050",2022-12-31,2022,Q4
20230324001090,Y,00160047,한국앤컴퍼니,우선주,-,-,-,-,-,-,-,-,-,-,2022-12-31,2022,Q4
20230324001090,Y,00160047,한국앤컴퍼니,합계,"250,000,000","94,935,240",-,-,-,-,-,"94,935,240","1,190","94,934,050",2022-12-31,2022,Q4
20230324001090,Y,00160047,한국앤컴퍼니,비고,-,-,-,-,-,-,-,-,-,-,2022-12-31,2022,Q4
20240320001601,Y,00160047,한국앤컴퍼니,보통주,"250,000,000","94,935,240",-,-,-,-,-,"94,935,240","217,096","94,718,144",2023-12-31,2023,Q4
20240320001601,Y,00160047,한국앤컴퍼니,우선주,-,-,-,-,-,-,-,-,-,-,2023-12-31,2023,Q4
20240320001601,Y,00160047,한국앤컴퍼니,합계,"250,000,000","94,935,240",-,-,-,-,-,"94,935,240","217,096","94,718,144",2023-12-31,2023,Q4
20240320001601,Y,00160047,한국앤컴퍼니,비고,-,-,-,-,-,-,-,-,-,-,2023-12-31,2023,Q4
