접수번호,법인구분,회사코드,회사명,구분,발행할 주식 총수,현재까지 발행한 주식 총수,현재까지 감소한 주식의 총수,주식 수 감소,이익 소각,상환주식의 상환,기타,발행주식의 총수,자기주식수,유통주식수,결제일시,연도,분기
20160330002465,Y,00776820,영원무역,보통주,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468",289,"44,311,179",2015-12-31,2015,Q4
20160330002465,Y,00776820,영원무역,우선주,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20160330002465,Y,00776820,영원무역,합계,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468",289,"44,311,179",2015-12-31,2015,Q4
20160330002465,Y,00776820,영원무역,비고,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331004556,Y,00776820,영원무역,보통주,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","348,743","43,962,725",2016-12-31,2016,Q4
20170331004556,Y,00776820,영원무역,우선주,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20170331004556,Y,00776820,영원무역,합계,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","348,743","43,962,725",2016-12-31,2016,Q4
20170331004556,Y,00776820,영원무역,비고,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402004648,Y,00776820,영원무역,보통주,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","445,407","43,866,061",2017-12-31,2017,Q4
20180402004648,Y,00776820,영원무역,우선주,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20180402004648,Y,00776820,영원무역,합계,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","445,407","43,866,061",2017-12-31,2017,Q4
20180402004648,Y,00776820,영원무역,비고,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401004682,Y,00776820,영원무역,보통주,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","445,407","43,866,061",2018-12-31,2018,Q4
20190401004682,Y,00776820,영원무역,우선주,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20190401004682,Y,00776820,영원무역,합계,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","445,407","43,866,061",2018-12-31,2018,Q4
20190401004682,Y,00776820,영원무역,비고,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003523,Y,00776820,영원무역,보통주,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","445,407","43,866,061",2019-12-31,2019,Q4
20200330003523,Y,00776820,영원무역,우선주,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20200330003523,Y,00776820,영원무역,합계,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","445,407","43,866,061",2019-12-31,2019,Q4
20200330003523,Y,00776820,영원무역,비고,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20210323001006,Y,00776820,영원무역,보통주,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","445,407","43,866,061",2020-12-31,2020,Q4
20210323001006,Y,00776820,영원무역,우선주,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20210323001006,Y,00776820,영원무역,합계,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","445,407","43,866,061",2020-12-31,2020,Q4
20210323001006,Y,00776820,영원무역,비고,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20220321001405,Y,00776820,영원무역,보통주,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","445,407","43,866,061",2021-12-31,2021,Q4
20220321001405,Y,00776820,영원무역,우선주,-,-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
20220321001405,Y,00776820,영원무역,합계,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","445,407","43,866,061",2021-12-31,2021,Q4
20220321001405,Y,00776820,영원무역,비고,-,-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
20230321001365,Y,00776820,영원무역,보통주,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","445,407","43,866,061",2022-12-31,2022,Q4
20230321001365,Y,00776820,영원무역,우선주,-,-,-,-,-,-,-,-,-,-,2022-12-31,2022,Q4
20230321001365,Y,00776820,영원무역,합계,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","445,407","43,866,061",2022-12-31,2022,Q4
20230321001365,Y,00776820,영원무역,비고,-,-,-,-,-,-,-,-,-,-,2022-12-31,2022,Q4
20240401004267,Y,00776820,영원무역,보통주,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","445,407","43,866,061",2023-12-31,2023,Q4
20240401004267,Y,00776820,영원무역,우선주,-,-,-,-,-,-,-,-,-,-,2023-12-31,2023,Q4
20240401004267,Y,00776820,영원무역,합계,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","445,407","43,866,061",2023-12-31,2023,Q4
20240401004267,Y,00776820,영원무역,비고,-,-,-,-,-,-,-,-,-,-,2023-12-31,2023,Q4
20250321001998,Y,00776820,영원무역,보통주,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","1,561,419","42,750,049",2024-12-31,2024,Q4
20250321001998,Y,00776820,영원무역,우선주,-,-,-,-,-,-,-,-,-,-,2024-12-31,2024,Q4
20250321001998,Y,00776820,영원무역,합계,"100,000,000","44,311,468",-,-,-,-,-,"44,311,468","1,561,419","42,750,049",2024-12-31,2024,Q4
20250321001998,Y,00776820,영원무역,비고,-,-,-,-,-,-,-,-,-,-,2024-12-31,2024,Q4
