접수번호,법인구분,회사코드,회사명,구분,발행할 주식 총수,현재까지 발행한 주식 총수,현재까지 감소한 주식의 총수,주식 수 감소,이익 소각,상환주식의 상환,기타,발행주식의 총수,자기주식수,유통주식수,결제일시,연도,분기
20160330000652,Y,00125150,SGC에너지,보통주식,"15,000,000","4,854,418",-,-,-,-,-,"4,854,418",-,"4,854,418",2015-12-31,2015,Q4
20160330000652,Y,00125150,SGC에너지,종류주식,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20160330000652,Y,00125150,SGC에너지,합계,"15,000,000","4,854,418",-,-,-,-,-,"4,854,418",-,"4,854,418",2015-12-31,2015,Q4
20160330000652,Y,00125150,SGC에너지,비고,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331003318,Y,00125150,SGC에너지,보통주식,"15,000,000","4,854,418",-,-,-,-,-,"4,854,418",-,"4,854,418",2016-12-31,2016,Q4
20170331003318,Y,00125150,SGC에너지,종류주식,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20170331003318,Y,00125150,SGC에너지,합계,"15,000,000","4,854,418",-,-,-,-,-,"4,854,418",-,"4,854,418",2016-12-31,2016,Q4
20170331003318,Y,00125150,SGC에너지,비고,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20181105000418,Y,00125150,SGC에너지,보통주식,"15,000,000","4,854,418",-,-,-,-,-,"4,854,418",-,"4,854,418",2017-12-31,2017,Q4
20181105000418,Y,00125150,SGC에너지,종류주식,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20181105000418,Y,00125150,SGC에너지,합계,"15,000,000","4,854,418",-,-,-,-,-,"4,854,418",-,"4,854,418",2017-12-31,2017,Q4
20181105000418,Y,00125150,SGC에너지,비고,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401003837,Y,00125150,SGC에너지,보통주식,"15,000,000","4,854,418",-,-,-,-,-,"4,854,418",-,"4,854,418",2018-12-31,2018,Q4
20190401003837,Y,00125150,SGC에너지,종류주식,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20190401003837,Y,00125150,SGC에너지,합계,"15,000,000","4,854,418",-,-,-,-,-,"4,854,418",-,"4,854,418",2018-12-31,2018,Q4
20190401003837,Y,00125150,SGC에너지,비고,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20200313000766,Y,00125150,SGC에너지,보통주식,"30,000,000","4,854,418",-,-,-,-,-,"4,854,418","51,802","4,802,616",2019-12-31,2019,Q4
20200313000766,Y,00125150,SGC에너지,종류주식,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20200313000766,Y,00125150,SGC에너지,합계,"30,000,000","4,854,418",-,-,-,-,-,"4,854,418","51,802","4,802,616",2019-12-31,2019,Q4
20200313000766,Y,00125150,SGC에너지,비고,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20210318001407,Y,00125150,SGC에너지,보통주,"100,000,000","14,677,004",-,-,-,-,-,"14,677,004","53,893","14,623,111",2020-12-31,2020,Q4
20210318001407,Y,00125150,SGC에너지,우선주,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
