,name,year,quarter,sector,Relative Return,비유동부채 변화율,영업이익 변화율,법인세차감전 순이익 변화율,유동부채 변화율,매출액 변화율,이익잉여금 변화율,Label,Code
4,한화,2023,Q4,에너지_화학,0.06789821303561219,-0.02142225924939034,-0.802852925271481,1.715251077711756,-0.17313229057685064,0.05440937778861166,0.019852553975776788,-0.07102790399691823,000880
4,한국쉘석유,2023,Q4,에너지_화학,-0.04740177439797208,0.023843458278438368,-0.40712765689447716,-0.4044821556083652,0.2095174077631894,-0.0028176699955114737,0.04786591632577886,0.13365405835032973,002960
4,태광산업,2023,Q4,에너지_화학,0.05806270647634486,-0.08005801191072881,-0.5877787066324831,13.486718037072604,-0.06583970823245344,-0.15356494467974569,-0.04934960181004233,-0.09944385052655712,003240
4,삼성정밀화학,2023,Q4,에너지_화학,-0.2817709610981643,0.04366938458124503,-0.7544791937218974,-1.1885935525615723,0.2048365022204861,0.029940236049679658,-0.01759269056390056,-0.04371608806883931,004000
4,효성,2023,Q4,에너지_화학,-0.16641416349233173,0.037853011791972424,-1.6535354137529437,-1.2132384738315345,0.03380207503225674,-0.23047504504785288,-0.0024286892373591717,-0.014817480231190769,004800
4,SK케미칼,2023,Q4,에너지_화학,0.029458673432543908,0.01550252024887211,-1.4661553993765928,-0.15564543354402527,0.06981510107807098,-2.8196029269858176,0.0019876445886428673,-0.03215266945102983,006120
4,대한유화,2023,Q4,에너지_화학,-0.20069021246227506,-0.1711285180538208,-1.6803106591519783,-1.6608625488342497,0.17263881604143494,0.008957018472211864,-0.0048740254647062775,-0.010071990347319214,006650
4,국도화학,2023,Q4,에너지_화학,-0.09615814877157773,-0.3000063454497707,0.6394063931177965,0.15085376571137776,-0.06065730777395062,-0.06088556844941684,0.006478796811057785,-0.08116796739568813,007690
4,한화케미칼,2023,Q4,에너지_화학,-0.2136681476471225,-0.11211808328767259,278.89983116431665,5.091039656410423,0.11127363983646466,-0.1314721406884689,-0.05671961305326967,0.02240288086990374,009830
4,OCI,2023,Q4,에너지_화학,-0.18592472848978844,-0.013920935903735443,-0.015117984373942517,-0.7444845157568776,-0.8309412473688236,-0.0002661248394584259,-0.013602227659507693,0.042259096874718405,010060
4,S-Oil,2023,Q4,에너지_화학,0.058710795737404564,-0.07521465388557769,-1.0666712511262035,-0.9030104656841739,-0.005963350576965176,0.0954810283017582,0.01849835092435015,-0.15168970631309517,010950
4,롯데케미칼,2023,Q4,에너지_화학,-0.26315182541908133,0.01932839321111479,54.19779594620296,5.30758338128451,-0.08726217118682345,0.005851396416190813,0.004737882024725026,-0.07093220812656266,011170
4,금호석유,2023,Q4,에너지_화학,-0.049396631828727014,0.07045113234643918,-0.2770873871639751,-0.37105720055854374,-0.023011524976055964,0.015362997390445665,-0.00869545069294686,0.04666510230293855,011780
4,SKC,2023,Q4,에너지_화학,0.2118425897943526,0.024053201204328634,0.13339466736005567,0.13820174304985922,0.3622438722811938,-1.3396146792253236,-0.033116856691833285,-0.08879338388092485,011790
4,한솔케미칼,2023,Q4,에너지_화학,-0.013607867947747113,0.001567530318739463,-0.3722725702032048,-0.3952093683713396,-0.07769222382635688,0.01706989437852524,0.01731699463169778,-0.007005544018947835,014680
4,동원시스템즈,2023,Q4,에너지_화학,0.45998914414974135,-0.26079746453532116,-0.38805270236708445,-0.6483571732164233,0.08641991365717572,-0.05493853290886053,0.030492860326799986,-0.1250453047736141,014820
4,유니드,2023,Q4,에너지_화학,-0.12843421011933323,0.07434162298397018,12.571020262236358,626.540105161387,-0.10190426324513446,-0.06954595450926504,0.005653035434752596,0.33992941788884995,014830
4,남해화학,2023,Q4,에너지_화학,-0.10077892217419211,0.04362161739416437,-0.15021864763066084,0.4954211708772456,-0.3586741783043125,0.16223973021829052,-0.009118941438947092,-0.04856747483898476,025860
4,LG화학,2023,Q4,에너지_화학,-0.17609553496280195,-0.2893055259521905,-2.6827731656860374,-0.648739785598053,0.6066955095604947,-0.1467754296264504,-0.004111721602204854,-0.12413056424429195,051910
4,휴켐스,2023,Q4,에너지_화학,-0.19265558888339043,-0.016616418440469682,-1.0513156887483142,-0.6236924352811782,0.17987474321627261,-0.06660590285635482,0.02921767713425183,-0.034768394228720786,069260
4,GS,2023,Q4,에너지_화학,0.06084108710628855,-0.22794531547490937,-0.3252987939095159,-0.3991197875688435,0.44485829317149594,-0.2548094393850965,0.021950335469085536,-0.13496823914298028,078930
4,휴비스,2023,Q4,에너지_화학,-0.13721183696751085,-0.12186794886341135,0.7876688711971935,2.05939385975359,0.1434685944473182,-0.033758969464065314,-0.4986266077828735,-0.0728562174938576,079980
4,후성,2023,Q4,에너지_화학,-0.33275896257206167,0.13189967058469265,1.2536728798913752,21.208659788009367,0.07452298929568513,-0.1550567623462612,-0.41502446830611606,-0.102648817386193,093370
4,SK이노베이션,2023,Q4,에너지_화학,-0.15580615304060402,0.0075295783470243904,61.785167495979536,217.25624209642547,-0.5351161918804949,2.8252809393619382,0.062933024781884,-0.1266608888981958,096770
4,코오롱인더,2023,Q4,에너지_화학,-0.17506604833355716,0.053842857993861015,1.4904849543883594,2.6835076454076807,-0.0813819487472287,0.1374776856103681,-0.030167088812022236,0.030358640160906537,120110
