,Feature,Importance
0,F_비유동부채 변화율,0.2127932677032409
1,F_영업이익 변화율,0.1789297528578459
2,F_법인세차감전 순이익 변화율,0.16460428522872292
3,F_유동부채 변화율,0.15517953692264425
4,F_매출액 변화율,0.14689815507859924
5,F_이익잉여금 변화율,0.14159500220894694
