,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,발행금액 변화율,현재까지 감소한 주식의 총수 변화율,금리 변화율,실업률 변화율,국제유가 변화율,Label,Code
32,현대중공업,2016,Q4,중공업,0.022361074163679454,-0.060505772245914136,0.08866217088849537,0.08866217088849537,0.3210161662817601,-0.06896551724137923,0.07425742574257432,0.0,009540
32,삼성중공업,2016,Q4,중공업,0.09354039364304538,0.5669324625589971,0.6029811718463303,0.0,0.3210161662817601,-0.06896551724137923,0.07425742574257432,-0.020719367251949956,010140
32,현대미포조선,2016,Q4,중공업,0.19791314356502815,-0.08376883855474415,0.08866217088857664,0.0,0.3210161662817601,-0.06896551724137923,0.07425742574257432,0.026317107804752056,010620
32,한화테크윈,2016,Q4,중공업,-0.20105057256039613,0.1610616233711799,0.0,0.0,0.3210161662817601,-0.06896551724137923,0.07425742574257432,0.042915958867101346,012450
32,SK텔레콤,2016,Q4,커뮤니케이션서비스,0.04982150810956108,0.03176387849821216,0.0,0.0,0.3210161662817601,-0.06896551724137923,0.07425742574257432,-0.1265149732385295,017670
32,현대엘리베이,2016,Q4,중공업,-0.11792008295116328,0.0584448622782745,0.0,0.0886621708885682,0.3210161662817601,-0.06896551724137923,0.07425742574257432,-0.03047814222934357,017800
32,제일기획,2016,Q4,커뮤니케이션서비스,0.06370995993432076,-0.11145387505948512,0.0,0.0,0.3210161662817601,-0.06896551724137923,0.07425742574257432,-0.05491420964243015,030000
32,KT,2016,Q4,커뮤니케이션서비스,-0.10688162308256621,-0.09817001355218069,0.0,0.0,0.3210161662817601,-0.06896551724137923,0.07425742574257432,-0.08243373061989505,030200
32,LG유플러스,2016,Q4,커뮤니케이션서비스,0.19021465954406075,0.01184415324624144,0.0,0.0,0.3210161662817601,-0.06896551724137923,0.07425742574257432,-0.1284575581857787,032640
32,두산중공업,2016,Q4,중공업,-0.2644080774698696,0.08866217085071648,-0.009708737864077777,-0.6196678556252273,0.3210161662817601,-0.06896551724137923,0.07425742574257432,-0.032246604275862845,034020
32,SBS,2016,Q4,커뮤니케이션서비스,-0.10342613834156378,-0.05589125017501839,0.08866217088854178,0.0,0.3210161662817601,-0.06896551724137923,0.07425742574257432,-0.02733052572071806,034120
32,NAVER,2016,Q4,커뮤니케이션서비스,0.013392578190782448,0.0974910256806567,0.0,0.0,0.3210161662817601,-0.06896551724137923,0.07425742574257432,-0.07260074365793275,035420
32,엔씨소프트,2016,Q4,커뮤니케이션서비스,0.06016764626972447,-0.158267056000285,0.08866217088857642,0.0,0.3210161662817601,-0.06896551724137923,0.07425742574257432,0.14570839247964562,036570
32,대우조선해양,2016,Q4,중공업,0.0,-0.8958800459126594,2.3267326732673266,27.755824366939134,0.3210161662817601,-0.06896551724137923,0.07425742574257432,0.0,042660
32,두산인프라코어,2016,Q4,중공업,-0.02239453974757946,0.012861235179023378,0.0,0.08866217088749351,0.3210161662817601,-0.06896551724137923,0.07425742574257432,-0.05394518758055367,042670
32,현대로템,2016,Q4,중공업,-0.05441568706360886,-0.047868839047259804,0.0,0.0,0.3210161662817601,-0.06896551724137923,0.07425742574257432,0.019221061027493984,064350
32,두산엔진,2016,Q4,중공업,-0.24021763779439623,0.48005094168123086,0.0,0.08866217088852135,0.3210161662817601,-0.06896551724137923,0.07425742574257432,0.10010000691024792,082740
32,한진중공업,2016,Q4,중공업,-0.2095849966133588,0.08866217088928163,-0.08489178690344068,0.08866217088928141,0.3210161662817601,-0.06896551724137923,0.07425742574257432,-0.03522811246341301,097230
