,name,year,quarter,sector,Relative Return,영업이익 변화율,비유동부채 변화율,유동자산 변화율,매출액 변화율,법인세차감전 순이익 변화율,비유동자산 변화율,Label,Code
31,한화,2017,Q3,에너지_화학,-0.25742458930476264,0.037088584757339005,0.03865673339098663,0.10598745171217949,0.021855482998523135,-0.4442874425356884,0.0010113637862350089,0.019751901640784185,000880
31,한국쉘석유,2017,Q3,에너지_화학,-0.08768269671855049,0.01565405247303442,2.4604181158817284,0.02255013498441838,-0.03268536315861603,-0.018500277391840902,0.044448505222653534,-0.09736271132615867,002960
31,태광산업,2017,Q3,에너지_화학,-0.048078397516484885,-0.3430928475163375,0.059248635659583826,0.030307745346380033,-0.00012196296105615456,-0.3001971496521809,-0.006892788632644087,0.07347524590360754,003240
31,삼성정밀화학,2017,Q3,에너지_화학,0.30169643119837175,-0.11154921838829612,-0.5401656242362357,-0.12923327529404782,-0.04197322840285711,-0.13052757077424992,-0.005738324929011829,0.20592125387012478,004000
31,효성,2017,Q3,에너지_화학,-0.21892132816319204,-0.0027265699375139674,-0.12005332213304765,0.05966098473319836,-0.0014223527437049466,-0.3671917009670298,-0.009701008254445531,-0.04856877079227737,004800
31,SK케미칼,2017,Q3,에너지_화학,0.14378324634441902,1.2113199466530444,-0.03729896718739967,0.09954255747704721,0.16369072571921706,1.1713729897480545,0.0032152426020606306,0.0,006120
31,대한유화,2017,Q3,에너지_화학,-0.17559570092242083,-8.092908875740726,-0.028433815111921668,0.29034710359688964,1.3665624956437998,-11.347640354971901,0.03357623633296081,0.2820974543778761,006650
31,국도화학,2017,Q3,에너지_화학,0.20129530770487877,0.04924890888989175,0.1992213516782897,0.06791189953214527,0.00727123388271167,-0.029818778593112993,0.05459772540253893,-0.08119660520900282,007690
31,한화케미칼,2017,Q3,에너지_화학,-0.217931645451645,0.0323505164910427,0.034955957840025365,0.22651157536370148,0.023611129704476985,0.02881745570513905,-0.0025847390138473703,0.052388023398441785,009830
31,OCI,2017,Q3,에너지_화학,0.2114429436892433,0.5279974999505104,0.10290972725584124,0.24144051277840473,0.10615071596653158,0.48104236820592083,-0.011014807966960749,0.31682602929670717,010060
31,S-Oil,2017,Q3,에너지_화학,-0.08069694702833984,3.717789318393069,0.09738868154081093,-0.007877162623959544,0.11722286137865301,6.521130586452406,0.09616871508094227,0.054876596118600164,010950
31,롯데케미칼,2017,Q3,에너지_화학,-0.16627204095519577,0.1890541402813395,-0.05578790223666519,-0.005581225114430266,0.007050018255428503,0.2544100631442596,-0.0020747004969196015,0.261880645623396,011170
31,금호석유,2017,Q3,에너지_화학,0.02397862549074413,0.45737084161475794,-0.013647714546408785,0.0652396011549965,-0.031190147171458293,0.5454784025909245,-0.02241479132981139,0.15240678141447583,011780
31,SKC,2017,Q3,에너지_화학,0.0678691798272607,-0.004594688630483623,-0.06514850648381554,-0.07935265542274861,0.059588977780427266,-0.06949372936811604,0.006002880776402986,-0.04718486279037592,011790
31,한솔케미칼,2017,Q3,에너지_화학,-0.04849289718410307,0.45121345392095136,-0.14248111802124586,-0.21683850651437442,0.1406565926444403,0.4987144648325359,0.003198722140650867,-0.031125686117991692,014680
31,동원시스템즈,2017,Q3,에너지_화학,-0.10340168151330464,0.0004701218818483621,2.7675753512468844,0.34872310538346296,0.06800175440177547,3.170639093260789,0.0854422145488174,-0.0434251513586334,014820
31,유니드,2017,Q3,에너지_화학,-0.1760031893009246,-0.32112345054141045,0.2257119215090193,0.04364981302562576,0.002973642220546191,-0.31207177936943176,0.06801579552824899,0.20333040192986634,014830
31,남해화학,2017,Q3,에너지_화학,-0.14348033349663597,-0.4652572513870964,0.2184711343741934,-0.010843194100215281,-0.19415793993298958,-0.4404551329224553,-0.0006738947744016066,0.6698487100673508,025860
31,LG화학,2017,Q3,에너지_화학,0.06924628639582,0.051218649474766176,0.044732343951894515,0.0710831255438178,0.01588444305803227,-0.18437776853676613,0.016197352851607727,-0.030356371999452313,051910
31,휴켐스,2017,Q3,에너지_화학,-0.10885351268490549,-0.08590334253408205,-0.20783448880772049,0.2661346725238434,-0.02904440613794368,-0.1814916643199822,-0.0676606241233042,0.073561518569213,069260
31,GS,2017,Q3,에너지_화학,-0.19073233014205385,0.09242117442869535,0.0006185880642926023,-0.782533883144841,-0.05882718736396986,-0.454346009193481,0.014492784544356097,0.07544497094771488,078930
31,휴비스,2017,Q3,에너지_화학,-0.06924872696361492,-0.550719420755498,-0.22391521396768532,0.04654933864772692,0.04364562971726982,-0.4058835073795266,-0.01089857558157703,0.4214654425600935,079980
31,후성,2017,Q3,에너지_화학,-0.04395264652665697,0.08836254262517951,0.2299427187020422,-0.2941610171986514,-0.0035535080598295687,0.09007717212682853,0.10868145679233909,-0.02657430750219305,093370
31,SK이노베이션,2017,Q3,에너지_화학,0.061212108502017915,-27.48811958129404,-0.3370613545487553,1.3917072780460482,4.508114332474738,-27.192773809157977,0.028873152128606527,0.07248041415913907,096770
31,코오롱인더,2017,Q3,에너지_화학,0.11588954471121313,0.009298042648597571,0.036039581221000816,0.010831016114906777,-0.02240995449156935,0.06555792646232184,0.036617577156104586,-0.12835744339847005,120110
