,Feature,Average_Importance
0,F_영업이익 변화율,0.08624657794452745
1,F_비유동부채 변화율,0.07873133216637847
2,F_유동자산 변화율,0.07246764541027187
3,F_매출액 변화율,0.07221498957831915
4,F_법인세차감전 순이익 변화율,0.06599214970215724
5,F_비유동자산 변화율,0.0644881728758777
