,name,year,quarter,sector,Relative Return,영업이익 변화율,비유동부채 변화율,매출액 변화율,유동자산 변화율,법인세차감전 순이익 변화율,비유동자산 변화율,Label,Code
7,한화,2023,Q3,에너지_화학,-0.088828447381079,0.6689269946581458,0.2831172653168097,0.024872912831801708,0.05266255691315158,-1.5888446761800221,0.013198961615623173,0.04544076138934898,000880
7,한국쉘석유,2023,Q3,에너지_화학,0.09915417810154648,0.06936710563264725,0.08758831985721205,-0.008916504318011165,0.04959095368946187,-0.04395302248707034,-0.013919122246434767,-0.04740177439797208,002960
7,태광산업,2023,Q3,에너지_화학,0.022519478886202097,0.387984849066181,0.07073186645380636,0.004054533337229271,-0.016068568507839442,-0.5954358794809224,0.019898936394600497,0.05806270647634486,003240
7,삼성정밀화학,2023,Q3,에너지_화학,-0.033932134017023705,-0.4997784633410045,0.017646436139695743,-0.07628069689003492,0.0477824805218412,-0.3990624691709731,-0.005858841961368655,-0.29809621884241655,004000
7,효성,2023,Q3,에너지_화학,0.04987512043007092,-8.516586374850377,0.024433588179026078,0.13972328610584683,-0.1156314862039316,434.208831916173,0.03133559696300403,-0.214853460281255,004800
7,SK케미칼,2023,Q3,에너지_화학,0.02504999873420921,-4.704212175960705,-0.101664041106734,-0.4504626856207933,-0.47403854869463746,-2.8288823379830927,0.0025685074231520666,0.007259783711861895,006120
7,대한유화,2023,Q3,에너지_화학,0.19830767121730375,-1.4703275772710598,0.1641240766977472,0.05345125311934695,0.10523608513003846,-1.5126279554691393,-0.028109791072901347,-0.26581941382728463,006650
7,국도화학,2023,Q3,에너지_화학,-0.17799185246914162,-0.8511855492935669,-0.0034136438429478444,-0.18105263244978775,0.00681782527839947,-0.8204079510095763,0.04913292433912031,-0.16055085312494025,007690
7,한화케미칼,2023,Q3,에너지_화학,-0.1611661944903666,-1.0057798925057826,-0.012512255949679418,-0.11381639979285951,-0.01218774860654892,-2.1938570783525684,0.037592130056149475,-0.23866391032030218,009830
7,OCI,2023,Q3,에너지_화학,-0.018990356631112676,-39.08956974938121,0.0006964005745351276,39.10447397456523,0.30190289095341627,-23.664508873355818,0.20529753909398885,-0.18592472848978844,010060
7,S-Oil,2023,Q3,에너지_화학,-0.09079731184994347,23.51275677837776,0.18251076493330465,0.16022446627517706,0.2424004069078176,-21.19531292928183,0.04846989258450285,0.03446097070006714,010950
7,롯데케미칼,2023,Q3,에너지_화학,0.060036112667691564,-0.931521488520397,0.013106746565890282,-0.045614863884599566,0.043152587674017084,0.08307179317797564,0.013955774965600076,-0.30493981035924456,011170
7,금호석유,2023,Q3,에너지_화학,0.06366348159390081,-0.12674879268183759,0.4221667850630384,-0.03654754918467806,0.08777094127710039,-0.1833225545155368,0.01696109770564047,-0.020683227056856643,011780
7,SKC,2023,Q3,에너지_화학,-0.12462022310776313,-0.49886461915722413,-0.007911685583317452,0.30547089442859354,0.12997551234570093,-0.24121833003069126,0.017901560796506955,0.2043737124290611,011790
7,한솔케미칼,2023,Q3,에너지_화학,0.011201818962746656,0.2246085465745109,0.15484604764535725,-0.009977601624359456,0.09794518606861624,-0.06122557252833183,0.04394581348007809,0.0001376870690659865,014680
7,동원시스템즈,2023,Q3,에너지_화학,-0.14870875885964083,-0.16705949769251027,-0.08798012672036493,-0.08366821478470254,-0.0013828562409032852,-0.23911275846640567,0.02080970571791707,0.5180385823467325,014820
7,유니드,2023,Q3,에너지_화학,0.33983696615275555,-0.9621210143159994,-0.11203155406767673,-0.18640331913141384,-0.2167700770737515,-0.9993890803288548,-0.008670279232649514,-0.15946229954260938,014830
7,남해화학,2023,Q3,에너지_화학,-0.04989987595250758,-0.52553244887549,0.10291942238267304,-0.13319580416351529,0.06078837262916048,-0.3742220544476432,0.0002993877264436673,-0.1085435791861857,025860
7,LG화학,2023,Q3,에너지_화학,-0.2186985772512089,-34.65370705244123,0.3646208116350991,-0.07363291579496134,0.17167404788162788,-10.460408800682352,0.0013724887548522968,-0.16902533761636288,051910
7,휴켐스,2023,Q3,에너지_화학,0.0005566942033944228,-0.30355373633143523,-0.08627374953728162,-0.15345541485520764,0.09470296571681436,-0.3575697477390076,0.05078085436001434,-0.1939760623117519,069260
7,GS,2023,Q3,에너지_화학,0.13929367243458918,8.941704846877261,0.00649251912658233,3.3853100251110684,0.7398012903803934,12.880044364815289,0.0036046623026073643,0.07518389538395938,078930
7,휴비스,2023,Q3,에너지_화학,-0.02713463893219155,0.23340687254533,0.009020990159470443,0.01229695234912409,0.046468129245987866,0.3972554978290257,0.0271600284023068,-0.15775776145298825,079980
7,후성,2023,Q3,에너지_화학,-0.09264778069070359,-2.364900547108394,0.1273836199435221,-0.11586120680099421,-0.03182858722236814,-4.5431149835679605,0.01934873180038532,-0.33275896257206167,093370
7,SK이노베이션,2023,Q3,에너지_화학,-0.2672358339577569,-2.4206134823429517,0.057828352231692914,-0.028304472029489824,0.44722264485570573,-1.2072905480031997,-0.0015430163277323494,-0.21474462438545017,096770
7,코오롱인더,2023,Q3,에너지_화학,-0.2112867372663762,-0.8272456695222417,-0.00013325719290102622,-0.12794146443610221,0.08868373843936328,-1.1886458097206185,0.009246614916109896,-0.19709652409272177,120110
