,name,year,quarter,sector,Relative Return,영업이익 변화율,비유동부채 변화율,매출액 변화율,유동자산 변화율,법인세차감전 순이익 변화율,비유동자산 변화율,Label,Code
30,한화,2017,Q4,에너지_화학,0.019751901640784185,-0.46861176002783433,0.02443728675459589,0.07885521850344679,-0.07234116960291392,-1.3409846914784305,-0.0022893918947968217,0.06330808721003921,000880
30,한국쉘석유,2017,Q4,에너지_화학,-0.09736271132615867,0.11031263461165719,-0.700977128684164,0.010077754600366529,0.13501958476147702,0.16522826360338216,0.0337835541722209,-0.023045268565260596,002960
30,태광산업,2017,Q4,에너지_화학,0.07347524590360754,0.8495587898527273,0.0950862477219907,0.06445987314849022,0.007034336199748248,-0.43452533709200936,0.021195434328136864,0.09555502598554942,003240
30,삼성정밀화학,2017,Q4,에너지_화학,0.20592125387012478,-0.13448775227012932,0.027899837366907265,-0.2241874350901415,0.03674149324514597,-1.3080368076200095,-0.008519549217973599,-0.09312503059153686,004000
30,효성,2017,Q4,에너지_화학,-0.04856877079227737,-0.36331890972267966,0.08163028405014683,0.137970195690309,0.03177238611711908,-4.103565105215185,-0.021519122252843914,0.11155840689273563,004800
30,SK케미칼,2017,Q4,에너지_화학,0.0,-2.4226551764785222,-0.5625022213992896,-3.585613409268428,-0.9526045995483515,-4.458349542424582,-0.5546002447830907,0.00881767658795906,006120
30,대한유화,2017,Q4,에너지_화학,0.2820974543778761,0.22976593273370804,-0.054481948938536195,0.12967334462056024,-0.06425405004311391,0.07812477236031579,-0.009825803606039796,-0.12597249079297407,006650
30,국도화학,2017,Q4,에너지_화학,-0.08119660520900282,-0.4362003487738526,-0.0018756497382503845,0.07642355088425923,-0.020000869000735055,-0.43046605509287394,0.01447636146089315,0.044381823510618756,007690
30,한화케미칼,2017,Q4,에너지_화학,0.052388023398441785,-0.31665110215889913,-0.2048835594469186,0.01824949767604811,-0.06192836410751845,-1.0473786678702597,-0.012744781062113741,-0.016829209432212007,009830
30,OCI,2017,Q4,에너지_화학,0.31682602929670717,0.20960094006124041,-0.21066835562112762,0.011982143799324607,0.007638255209393652,0.1590635613622231,-0.022155986524073246,0.047645773448563467,010060
30,S-Oil,2017,Q4,에너지_화학,0.054876596118600164,-0.3299701215202778,0.06681662434130065,0.11559930374024718,-0.04720697196457946,0.0031440503504267525,0.13988981370132536,-0.12717692422191945,010950
30,롯데케미칼,2017,Q4,에너지_화학,0.261880645623396,-0.12461357793346095,-0.11220397967756834,0.0317341164750673,0.17741497581939214,-0.43625462485848576,-0.013189085993327687,-0.08940087925327014,011170
30,금호석유,2017,Q4,에너지_화학,0.15240678141447583,0.569986596461957,-0.12858338558920357,0.01155481512018297,-0.02406636124818784,0.34271979053353485,-0.02354210596558981,0.13213099254772287,011780
30,SKC,2017,Q4,에너지_화학,-0.04718486279037592,-0.23341504361262932,-0.07760548736646966,-0.12069707455308143,-0.09416821984565704,-1.5710882286128882,-0.014639212884146713,0.04585594825168908,011790
30,한솔케미칼,2017,Q4,에너지_화학,-0.031125686117991692,-0.36394246636340466,-0.0047867707510118596,-0.011834126952481427,-0.040689072115359104,-0.4655453184410062,0.027047565658832484,-0.013957349547878745,014680
30,동원시스템즈,2017,Q4,에너지_화학,-0.0434251513586334,-0.27431829586109546,0.38309295327836934,0.012697969355552452,-0.17346704348216468,-0.40479692003642687,0.0032123019689387355,-0.09658856375804033,014820
30,유니드,2017,Q4,에너지_화학,0.20333040192986634,-0.17192380439882138,0.3396776155445731,-0.07306858209379452,-0.12588298959948996,-1.265733914525189,0.027119087926755547,0.10869541514157376,014830
30,남해화학,2017,Q4,에너지_화학,0.6698487100673508,-1.8971039139665766,0.5237574955911333,0.039705752206272704,-0.0035284598712580495,-1.5800218366349523,0.0065660758182657375,0.3659773256371174,025860
30,LG화학,2017,Q4,에너지_화학,-0.030356371999452313,-0.25048646932783114,-0.09786947383822386,0.01237102259392553,0.0677312696025345,-0.47865369872629704,0.08691918717355285,-0.10709878112104956,051910
30,휴켐스,2017,Q4,에너지_화학,0.073561518569213,-0.18296196189221037,-0.01251035587485394,-0.0873412033216352,0.03501776548132929,-0.32894157709196925,0.033018272355369804,0.21739745022797366,069260
30,GS,2017,Q4,에너지_화학,0.07544497094771488,15.532018182620593,-0.0026833953791097764,12.162702345556657,-0.24723761720520065,19.492501116854935,-0.00022373546993426086,0.0028168617343416903,078930
30,휴비스,2017,Q4,에너지_화학,0.4214654425600935,-78.81783726576099,-0.10695384464928659,0.1605870690136204,-0.037944649941258235,-57.517353609769955,0.005792098907287935,-0.03741265960397023,079980
30,후성,2017,Q4,에너지_화학,-0.02657430750219305,-0.6231967869550425,-0.0939170671924291,-0.13264031881681204,0.039053733378085154,-0.7126420659631113,-0.008742033969251772,-0.06879634118224394,093370
30,SK이노베이션,2017,Q4,에너지_화학,0.07248041415913907,-1.0582073076776881,0.10743679930759131,-0.7797106473731812,-0.011825785728828309,-1.0951251093325265,0.006018115838922755,-0.04440085932848191,096770
30,코오롱인더,2017,Q4,에너지_화학,-0.12835744339847005,0.20082582419434547,-0.05462743714323215,0.18743408943099116,0.015676130048666526,-1.1096937128883382,0.017917849899043548,-0.04091904808852466,120110
