code,name,year,quarter,sector,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익(손실) 변화율,M_소비자물가지수 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,Relative Return,Label,Code
880,한화,2024,Q4,에너지_화학,0.08979538867500114,-0.08105153880231664,-0.033538821214187164,-0.075318039668969,0.0063098903759426506,-0.04088147035565348,-0.03424604098510875,-0.01894762443874698,0.12703515684978206,0.4842155314415746,-1.0276007581210749,-1.4296427522005937,-0.749058127835833,-0.8122625665487183,-0.8230314537416338,-0.6979522948090426,-0.8021539607851689,0.49845922369954465,0.49845922369954465,000880
880,한화,2024,Q3,에너지_화학,-0.17403698507814225,-0.041729297853612346,-0.08259764073338116,-0.18259140135101526,-0.09599025573427344,-0.14816537391274343,0.10717339168608753,0.08306633262776653,-0.1924395711144048,-3.7098154709861486,-5.176547653524196,-4.638579419557773,-0.2377021247854798,-0.11983510689291532,-0.0051857654838392,-0.09523809523809512,-0.05674568795778523,0.06275613215673034,0.49845922369954465,000880
880,한화,2024,Q2,에너지_화학,0.06571210811344308,-0.0027387968531801254,0.017447338674708046,0.15212711753762553,-0.06445141484056305,0.05503597697567164,-0.02161412988362743,-0.06657711051794535,-0.05805450155225944,-1.118314168735572,-1.5242977477314632,-1.5043608058894324,-0.110334699467731,0.02546205269366908,0.05808429975732232,-3.3306690738754696e-16,0.01979840167061564,0.14654641411019148,0.06275613215673034,000880
880,한화,2024,Q1,에너지_화학,0.2156495192613912,0.005502610582244882,0.05951530575096031,0.1704656480758675,-0.009656091152948965,0.08222628374530716,0.018300451107621685,0.012040339579108661,-0.1529583637691746,12.616428200756172,1.967281699206179,1.0249082162299024,-0.11265192787422551,-0.12136131985833976,0.023680694141577696,-0.011764705882352788,-0.008599753155233536,-0.07102790399691823,0.14654641411019148,000880
880,한화,2023,Q4,에너지_화학,-0.264894817676532,0.028931999598767133,-0.06692650350888085,-0.17313229057685064,-0.02142225924939034,-0.10517207752267699,0.019852553975776788,0.024618044190962474,0.05440937778861166,-0.802852925271481,1.715251077711756,3.31079882665939,0.10965773361610065,0.00757180156657955,0.05902989272759007,0.0625,-0.03388722209400741,0.06789821303561219,-0.07102790399691823,000880
880,한화,2023,Q3,에너지_화학,0.05266255691315158,0.013198961615623173,0.025744399948512964,-0.1063448453825735,0.2831172653168097,0.03428575893546082,0.005070895330064884,0.005861671109806954,0.024872912831801708,0.6689269946581458,-1.5888446761800221,-1.4775074106648425,-0.028955398190522508,0.11207897793263655,0.001535787938867772,0.03896103896103886,0.106533304958502,-0.1137787505712034,0.06789821303561219,000880
880,한화,2023,Q2,에너지_화학,0.034186030660356304,0.002278884306431417,0.012206561254887172,0.05056959207661116,-0.023937785203075657,0.02238884465546298,-0.010507922273071069,-0.01072817410513327,0.14248818120257445,-0.1612553448311136,-1.5564633122089027,-1.7051729682546974,-0.3075171004307199,0.0022310602386272915,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,-0.01279572273054784,-0.1137787505712034,000880
880,한화,2023,Q1,에너지_화학,-0.02246534483952356,0.026419433320308716,0.010693350214954656,0.05400120975204592,-0.03887419192546315,0.01683698881861906,-0.010222303682339895,-0.002876400596870332,0.01687639891214676,-0.46577992480545594,-0.7616029051062339,-0.7763243076606895,-0.11353477832962133,-0.12061758935426237,-0.06497623491867566,-0.05813953488372092,-0.08337411073888668,0.036252798260019405,-0.01279572273054784,000880
880,한화,2022,Q4,에너지_화학,0.46620864534708395,0.138454757310285,0.22666630237697882,0.4039553957249431,0.49053800607483966,0.437365605103474,0.15450970115248253,-0.07335675173455869,1.0237581106037599,0.6141985109911436,5.698296095345506,6.504241209130167,-0.11456608043309557,0.11445954938682568,-0.08414558489005308,0.023809523809523725,-0.12070563315019511,-0.09438276253879038,0.036252798260019405,000880
880,한화,2022,Q3,에너지_화학,0.08459483116045519,-0.0013753316884543842,0.020393006152487958,0.07002652483919136,-0.02824601545351768,0.029838781758767086,0.010248470889103078,0.007237971369640883,-0.03951173868662805,2.160412601059381,0.1987795520152007,-0.042068328716528214,0.09093510066157107,0.0359464250541639,0.02779144307122383,-0.023255813953488302,-0.11299650647329962,-0.034910876485036345,-0.09438276253879038,000880
