F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,F_자본금 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,M_주택가격 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,P_발행금액 변화율,Relative Return
1.0,-0.04108993576290501,0.20693742947687763,0.15905184624629698,0.029804971782621304,0.21440597485469412,0.001724976157794327,0.060873025356979464,0.06157833328169313,0.0009395773772250901,0.003030316331540969,0.005300614097228372,0.005300614097228372,0.07169946530281551,0.0281984660131986,0.016578935451847705,0.02277491088249522,0.018438048386502773,0.030129544649305527,0.03698696413154914,0.021390042493103244,0.01912138920431312,0.0015927941495653434,-0.004610096772604168,0.023255403208170003,0.03071421184886633,0.021645654286912546,0.020753078463273365,-0.0052054187853712965,-0.005193682498589793,-0.005157638683019333,-0.00574617273597719,-0.0051585626693515865,0.015125578943819695,0.0010878864026180276,0.0010583903480144961,0.00873047740244069
-0.04108993576290501,1.0,0.5708925458553377,0.10459307985622296,0.2775757906108526,0.29378556190837996,0.01287718606943136,0.5348313631038571,0.04896429836774081,0.011730215362923757,-0.0012674086106230385,-0.09111144140822246,-0.09111144140822246,0.4027386020868027,-0.0354549946706679,0.050715995755189425,0.042772839546144394,0.023769404395273447,0.025159937537256847,0.06391806977718065,-0.014319516067727309,0.052117842858226335,0.016736662656641338,0.05207960054185189,0.15640798908735598,0.1676965782111376,0.09567758934367852,0.09397346504497052,-0.007255637223688684,-0.00722990067696404,-0.007127811232282588,-0.003428191890777816,-0.007151831105655861,-0.023336997471357868,-0.0383375714427141,-0.0383158760483954,0.038892899029246544
0.20693742947687763,0.5708925458553377,1.0,0.3027669825429894,0.30346001920040006,0.7032204608212651,0.02187721503693663,0.5251722232690819,0.15883786283203843,0.01548292195280653,0.006636716651368187,-0.08623912680575023,-0.08623912680575023,0.5145425232324153,0.012223018552183275,0.035780875651199216,0.03758419470117096,0.061417049869525765,0.06257567689521622,0.04760457970277466,0.07907728691739915,0.04631965936022266,0.0002695350936290111,0.017829764218337298,0.10715079618531845,0.12959659992484296,0.08730310603820247,0.08391840788667505,-0.013155647032255805,-0.01323540667237141,-0.01308396548711556,-0.010634299476069678,-0.013099251262526724,0.003575445015954265,0.016372558972851378,0.01636587924490352,0.09559167914414302
0.15905184624629698,0.10459307985622296,0.3027669825429894,1.0,0.003613008425468415,0.5609928994852725,0.0002541903563772343,0.00025192399782846236,0.050214367304029145,-0.00048748363057597445,0.005213270993745468,-0.027676896126416727,-0.027676896126416727,0.11813979800778607,-0.007670880557207696,-0.05407214863695696,-0.04878866670627718,-0.0464515366992133,-0.048025582357292956,-0.02195388784886448,-0.026272990726288813,-0.047996002091891934,-0.03332856790261769,0.01643900642466286,0.07410578926105141,0.08103203937036477,0.03979664352876762,0.04645639684317075,-0.004005111319411645,-0.004073062493547029,-0.004029785169758183,-0.002110708603373248,-0.00403966094821185,-0.056148497383407055,0.0019174293482033444,0.001933752129898266,0.04462061375965071
0.029804971782621304,0.2775757906108526,0.30346001920040006,0.003613008425468415,1.0,0.3186671863697081,-0.014915906481467761,0.13514531881753095,0.010657459898105251,-2.0323135556033726e-05,-0.001240060573186932,0.010680064625994546,0.010680064625994546,0.12892630001284439,0.0036442349139589026,-0.06775595087137859,-0.06808372301301212,-0.057379855001542066,-0.061588720003812956,-0.039891936151727675,-0.05397131621155514,-0.06783877378643365,-0.04198039127404922,0.1435490157406456,0.015946241014720135,0.020259793920773414,0.012699658493429949,0.010108730659358458,-0.007432990436885277,-0.007564327561611302,-0.007484018997977633,-0.007505797756767935,-0.007486984263350636,-0.022807198832192312,-0.001262931945442778,-0.0012041333867107665,-0.004261477986999962
0.21440597485469412,0.29378556190837996,0.7032204608212651,0.5609928994852725,0.3186671863697081,1.0,-0.011604203690924254,-0.034449265479246406,0.06863650448266553,0.0012688125012407512,-0.005150932138667989,-0.020779228247707785,-0.020779228247707785,0.2834156666512288,0.025048649098084186,-0.027586923523345262,-0.01215367139490609,0.009170398203653745,-0.01496497120125335,0.03183410415771559,0.033808059969890315,-0.0046445209934276,-0.025810918779733013,0.015867859195751347,0.21023680165542588,0.231646206174042,0.1337334777293017,0.1464177942377728,-0.007187635582808886,-0.007475154158840983,-0.0073749582671139855,-0.002460787641419981,-0.007394013494871381,-0.042482650152745806,0.010440420255041896,0.010445323607420561,0.05848028075688622
0.001724976157794327,0.01287718606943136,0.02187721503693663,0.0002541903563772343,-0.014915906481467761,-0.011604203690924254,1.0,0.07147976005314453,0.0028065146826384275,-0.0003238627709841548,0.003637505864512953,-0.01410444999327849,-0.01410444999327849,-0.021464549064438218,-0.008494473370354907,-0.18861865059234145,-0.19679310796455668,-0.12795555990593788,-0.17357284161606418,-0.19215191877018897,-0.12681223683262532,-0.19745390811706678,-0.0912141317082044,-0.002642472352632446,-0.11494481398116825,-0.12435308382026787,-0.08546309794547229,-0.08595809875626549,-0.0031931894662193816,-0.0031861256746157675,-0.003198947516503007,-0.003615296438536575,-0.0031960130776463864,-0.10065235482080391,0.14508696410529026,0.1450894928036753,0.012966608741849793
0.060873025356979464,0.5348313631038571,0.5251722232690819,0.00025192399782846236,0.13514531881753095,-0.034449265479246406,0.07147976005314453,1.0,0.13078735739073827,-0.002547249385677414,0.016500920503350218,-0.13328838102343157,-0.13328838102343157,0.44150757997936324,0.01578352079702129,0.08121955949774369,0.06924381770973984,0.05881281717553446,0.10281587574799628,0.051395872946396665,0.08351597243876997,0.08071740364726554,0.022119378137732362,-0.000543611797169494,0.024425342288876203,0.039510672625211386,0.04117223823084865,0.030125091031192975,-0.015149580350141459,-0.014997388355894332,-0.014871078517279143,-0.017378062616957523,-0.014880883425400714,0.010782124265221705,0.026405212435298964,0.026441108014596003,0.08545700561845576
0.06157833328169313,0.04896429836774081,0.15883786283203843,0.050214367304029145,0.010657459898105251,0.06863650448266553,0.0028065146826384275,0.13078735739073827,1.0,-0.027589911710983298,-0.010602493216263586,0.011480207591925787,0.011480207591925787,0.01726425120988661,0.0037414748647419736,-0.0049001044262614755,0.006968913487005484,0.0025414241371831295,0.018969942736233116,-0.009148413637035684,0.042024421576315245,0.006320173258685788,0.03497286081530721,-0.0026171524121007712,0.03504984804667925,0.037518745255655246,0.027874946500882045,0.017914230075834217,-0.000744985106994781,-0.0007768953879970355,-0.0006385931836594038,-0.0012331133252399228,-0.0006028323025502139,0.0014580962197093044,-0.005487186967997927,-0.0054858177626053274,-0.0016149990236330172
0.0009395773772250901,0.011730215362923757,0.01548292195280653,-0.00048748363057597445,-2.0323135556033726e-05,0.0012688125012407512,-0.0003238627709841548,-0.002547249385677414,-0.027589911710983298,1.0,-0.17244321076131203,-0.09286334368322635,-0.09286334368322635,0.03506623945035558,-0.001679878777968912,-0.0030368478958091175,0.0010606881846456932,0.014624777575616851,0.011611361888032207,0.009022296166884889,0.008182211355171092,-0.0030835743663688974,-0.006948591905662518,-0.0019771003508742883,-0.01011598173648755,-0.01060959220060762,-0.005535633773902602,0.00946108623436141,-0.011266981733370023,-0.011250665143814865,-0.011335954124264313,-0.01172358546420983,-0.011331235357666487,-0.009931420175758064,0.0005400320250379479,0.0005504037316118861,-0.02457395543367634
0.003030316331540969,-0.0012674086106230385,0.006636716651368187,0.005213270993745468,-0.001240060573186932,-0.005150932138667989,0.003637505864512953,0.016500920503350218,-0.010602493216263586,-0.17244321076131203,1.0,0.33286183792122226,0.33286183792122226,0.007638005200267772,-0.0038352847768679124,-0.016045662460198114,-0.01733199322435159,-0.04861787576525068,-0.027074723855493095,-0.01663622669845109,-0.024300199710102225,-0.02024892005282857,-0.008318232529540094,0.001518123950582633,0.00016769445141635633,0.00643763726283933,0.006306968132446874,0.007571318764948824,-0.0013181630460978155,-0.0013145765348484024,-0.0013581828020707532,-0.001830189509211301,-0.0013541867947008445,-0.009319204285403533,0.00689492853683308,0.006918308515837792,0.03386746542767431
0.005300614097228372,-0.09111144140822246,-0.08623912680575023,-0.027676896126416727,0.010680064625994546,-0.020779228247707785,-0.01410444999327849,-0.13328838102343157,0.011480207591925787,-0.09286334368322635,0.33286183792122226,1.0,1.0,-0.053064720165301386,-0.005847113100107505,-0.16255487360621867,-0.16292813761489736,-0.1506950006200712,-0.16135969528166694,-0.1614205119756762,-0.11715578820189522,-0.16536282920480092,-0.07323782774760404,0.00038885083170449894,-0.10680941965943151,-0.11206724655974369,-0.07607628779351706,-0.07427921114694161,-0.005940590603623727,-0.005983467377061255,-0.006009299815116955,-0.006042098301526569,-0.006008509490370642,-0.08785751460906063,0.015985327710881108,0.01600167681125045,-0.0077626532913278815
0.005300614097228372,-0.09111144140822246,-0.08623912680575023,-0.027676896126416727,0.010680064625994546,-0.020779228247707785,-0.01410444999327849,-0.13328838102343157,0.011480207591925787,-0.09286334368322635,0.33286183792122226,1.0,1.0,-0.053064720165301386,-0.005847113100107505,-0.16255487360621867,-0.16292813761489736,-0.1506950006200712,-0.16135969528166694,-0.1614205119756762,-0.11715578820189522,-0.16536282920480092,-0.07323782774760404,0.00038885083170449894,-0.10680941965943151,-0.11206724655974369,-0.07607628779351706,-0.07427921114694161,-0.005940590603623727,-0.005983467377061255,-0.006009299815116955,-0.006042098301526569,-0.006008509490370642,-0.08785751460906063,0.015985327710881108,0.01600167681125045,-0.0077626532913278815
0.07169946530281551,0.4027386020868027,0.5145425232324153,0.11813979800778607,0.12892630001284439,0.2834156666512288,-0.021464549064438218,0.44150757997936324,0.01726425120988661,0.03506623945035558,0.007638005200267772,-0.053064720165301386,-0.053064720165301386,1.0,-0.015926262127770287,0.006029705519646244,0.011682897866007196,0.057940852733928294,0.037980073037438104,0.013174115176984596,0.028231048371739495,0.014365835938941673,-0.0025376559914190343,-0.008382998423265394,0.1119924655051381,0.11955000231158125,0.12159772954767972,0.12842485090206346,-0.004278047842118139,-0.0041292864393922026,-0.004114361314408463,-0.004760432347784419,-0.004131463554218816,-0.01918289682702683,-0.005914218109274735,-0.005920473813255172,0.0020532671647752066
