,name,year,quarter,sector,Relative Return,영업이익 변화율,소비자물가지수 변화율,비유동부채 변화율,비유동자산 변화율,부채총계 변화율,유동부채 변화율,Label,Code
3,한화,2024,Q1,에너지_화학,-0.07102790399691823,12.616428200756172,-0.11265192787422551,-0.009656091152948965,0.005502610582244882,0.08222628374530716,0.1704656480758675,0.14654641411019148,000880
3,한국쉘석유,2024,Q1,에너지_화학,0.13365405835032973,0.7128231519756376,-0.11265192787422551,0.36763709172051007,0.03501378450455728,0.49890449314232854,0.5034258015051427,0.22873722460745433,002960
3,태광산업,2024,Q1,에너지_화학,-0.09944385052655712,-0.9966786981750729,-0.11265192787422551,-0.0029385993468032945,-0.003321621669276964,-0.00851823923002959,-0.012751576641953144,-0.0866324514371064,003240
3,삼성정밀화학,2024,Q1,에너지_화학,-0.04371608806883931,0.44149408974528837,-0.11265192787422551,7.35916281874224,0.2912122847150327,0.4294950961751689,0.07775938372193236,0.001697904255601096,004000
3,효성,2024,Q1,에너지_화학,-0.014817480231190769,-1.2158898952453112,-0.11265192787422551,0.0029023718165204215,0.0299357794284536,0.17348847892297448,0.6138092319357691,-0.0556806790551181,004800
3,SK케미칼,2024,Q1,에너지_화학,-0.03215266945102983,-6.776707505597457,-0.11265192787422551,0.19976949309327918,0.0020998906646640947,0.18325274216932974,0.169168852513492,-0.16396234951086583,006120
3,대한유화,2024,Q1,에너지_화학,-0.010071990347319214,0.42906721837430095,-0.11265192787422551,-0.7253855061162535,-0.02309899347879929,0.09020690464726311,0.17814403606830043,-0.24574289342284705,006650
3,국도화학,2024,Q1,에너지_화학,-0.08116796739568813,-0.06067812688220364,-0.11265192787422551,0.17449723071841605,0.02585057788610512,0.19743585999590096,0.20140188634499068,-0.07591624120182862,007690
3,한화케미칼,2024,Q1,에너지_화학,0.02240288086990374,-0.7554899908748302,-0.11265192787422551,-0.04306915557454072,0.03094854055466234,0.13253717784795804,0.2641345920072544,-0.04264879492101605,009830
3,OCI,2024,Q1,에너지_화학,0.042259096874718405,1.867246589940983,-0.11265192787422551,-0.0021055380710448546,0.08656706010199833,1.194556923773014,18.168770156544515,-0.2171507704200646,010060
3,S-Oil,2024,Q1,에너지_화학,-0.15168970631309517,-8.928096919688123,-0.11265192787422551,-0.007264224236423145,0.010632897040959266,0.06062770419956087,0.08487251844786292,-0.013388768674356087,010950
3,롯데케미칼,2024,Q1,에너지_화학,-0.07093220812656266,-0.5082969228635177,-0.11265192787422551,-0.18372970797393118,0.01240856927562306,0.09784230373210012,0.3560922826678421,-0.26910866888493923,011170
3,금호석유,2024,Q1,에너지_화학,0.04666510230293855,0.5492970929964283,-0.11265192787422551,0.10613508543398775,-0.004907068391253322,0.11813223577937104,0.12174956750254262,-0.05750911088488723,011780
3,SKC,2024,Q1,에너지_화학,-0.08879338388092485,-0.04359339780935134,-0.11265192787422551,-0.19010632826837515,0.004491059899190963,-0.24803215017295188,-0.29876586036764763,0.14374381996085936,011790
3,한솔케미칼,2024,Q1,에너지_화학,-0.007005544018947835,0.49579935029155986,-0.11265192787422551,0.17349043159542799,0.015907521779191747,0.17420613928368534,0.17477539424349264,-0.116695200507837,014680
3,동원시스템즈,2024,Q1,에너지_화학,-0.1250453047736141,0.23525497930974737,-0.11265192787422551,0.06378827416899568,-0.0001567008680443127,0.05852058537338367,0.05653638393561544,-0.0024224415432997776,014820
3,유니드,2024,Q1,에너지_화학,0.33992941788884995,0.9022203002345766,-0.11265192787422551,-0.11654558589306785,0.008131247605785763,0.028314132378644885,0.04915466339136687,-0.1550034915625242,014830
3,남해화학,2024,Q1,에너지_화학,-0.04856747483898476,6.441395980250118,-0.11265192787422551,0.32948936417351793,-0.009874470108935274,-0.10234361347577992,-0.1202964465242391,0.007477249223327605,025860
3,LG화학,2024,Q1,에너지_화학,-0.12413056424429195,-1.3737237464975374,-0.11265192787422551,0.006209049964829294,0.00840640362945333,0.05359534355144646,0.10444473859093595,-0.22643493370525397,051910
3,휴켐스,2024,Q1,에너지_화학,-0.034768394228720786,-21.18087030213085,-0.11265192787422551,0.014466264389824346,0.008891091735543366,0.1547016537830035,0.1813118218888985,-0.02123740846212225,069260
3,GS,2024,Q1,에너지_화학,-0.13496823914298028,2.763721498737272,-0.11265192787422551,0.02501186126739996,0.0018855122259580082,0.15066070452544955,0.279347491873847,0.05051795633282552,078930
3,휴비스,2024,Q1,에너지_화학,-0.0728562174938576,-0.7056863884388997,-0.11265192787422551,0.12303262058456887,-0.01745936627420941,-0.0068187212555217425,-0.0584060565352118,-0.10933233090677294,079980
3,후성,2024,Q1,에너지_화학,-0.102648817386193,-0.6823698074685005,-0.11265192787422551,0.05801377843236044,0.036902789638447064,0.0335757490802695,-0.005941712244855624,-0.11886519922213967,093370
3,SK이노베이션,2024,Q1,에너지_화학,-0.1266608888981958,-0.5364741195386821,-0.11265192787422551,0.003338974470776357,0.00011481190627793403,-0.06528435180641423,-0.3145669964762774,-0.034405499691087096,096770
3,코오롱인더,2024,Q1,에너지_화학,0.030358640160906537,-0.07011606738237919,-0.11265192787422551,0.10142102040532963,0.002599385879659355,0.052596672489930274,0.037691111447965,-0.07580406579956045,120110
