,name,year,quarter,sector,Relative Return,영업이익 변화율,비유동부채 변화율,유동자산 변화율,매출액 변화율,법인세차감전 순이익 변화율,비유동자산 변화율,Label,Code
1,한화,2025,Q1,에너지_화학,0.17635879983156405,0.7370167389389137,0.09529429124366118,0.09759042266044271,-0.22175688210039768,-11.899030984567531,-0.006912841186432095,0.37035742952663775,000880
1,한국쉘석유,2025,Q1,에너지_화학,0.21533537672948921,0.6778317117515131,0.006634396624022321,0.06040528406040213,0.18032422760178468,0.6076167752876434,0.016283683694880757,-0.07166661728105214,002960
1,태광산업,2025,Q1,에너지_화학,0.13106786546556265,-2.5757427123117864,-0.012018666823570001,0.016375905829163262,0.056794332613775866,-0.8019607284651689,0.021227789020929144,-0.14802015295162116,003240
1,삼성정밀화학,2025,Q1,에너지_화학,-0.10957164280619569,0.6410563084957117,-0.04121887819623149,0.07694333274289078,0.03732372604616896,-1.6971984566509175,-0.00024951897288627567,-0.08495555658074844,004000
1,효성,2025,Q1,에너지_화학,0.1271137855865498,-0.4230443165423847,0.05574289579528502,0.6992000836419272,0.1512614508527792,-0.37682883178690807,0.026431330059255576,0.37891104018498933,004800
1,SK케미칼,2025,Q1,에너지_화학,0.07407128647127777,-0.008661515372250794,0.3419716409680198,0.5246485582391407,-2.4143492570729683,-2.029620804637892,0.0027933740827921216,0.01102179605155143,006120
1,대한유화,2025,Q1,에너지_화학,-0.15352335505059084,0.07989412810466501,-0.08786028124391199,0.04028782272739129,0.04202298865839782,0.1335756067016125,-0.02219789340446665,-0.06302938579653794,006650
1,국도화학,2025,Q1,에너지_화학,0.11214652330462523,0.032220177720145626,0.3427024556483853,0.2342979102833569,0.008653778176484828,0.2683845660425721,-0.026060356662944595,-0.10529559867493418,007690
1,한화케미칼,2025,Q1,에너지_화학,0.8094103296222243,-4.826724947876521,0.04766060591276866,0.10182669053844551,-0.16003559858966965,-0.9834291010513978,0.012690188646150347,-0.4676966582944925,009830
1,OCI,2025,Q1,에너지_화학,0.008874447626754387,-7.936254772016225,0.23850674869259847,-0.04337975320740539,10.961389839687456,-2.6297676907771157,0.030000482562557274,0.04399542346640642,010060
1,S-Oil,2025,Q1,에너지_화학,-0.09099238497245096,-1.1015078774765028,0.14545614354198988,-0.097217809740193,0.01218250303855406,-0.7898435183923979,0.0456551627857551,-0.07151242891848197,010950
1,롯데케미칼,2025,Q1,에너지_화학,-0.1504296505303528,-0.5676823532701786,0.2762642837760054,0.11360804843689687,0.02442640695944842,-1.1407530898798894,-0.06048056208917785,-0.22156778208455435,011170
1,금호석유,2025,Q1,에너지_화학,-0.008060856044784764,3.7624387718276013,-0.012656557271681024,0.0196113195847043,0.02945315643210611,3.9425875414933884,-0.012610008076936463,-0.2834668449116301,011780
1,SKC,2025,Q1,에너지_화학,-0.12985164200847715,-1.0649603154356402,-0.12515046320545808,0.7390540182647034,-0.7673327084438124,-0.8962167254568763,-0.0011880030388394802,-0.3015675284994956,011790
1,한솔케미칼,2025,Q1,에너지_화학,-0.09411105018374054,0.7555051709576373,0.3556090157603853,0.5466345107193111,0.10213638606777575,1.7354220353449241,0.0018093550031297312,0.22026891105901766,014680
1,동원시스템즈,2025,Q1,에너지_화학,-0.1456777387258359,-0.32682580866568733,-0.08418844439336337,0.10508495873239343,0.025549343869002872,-0.10570797689737976,-0.002139245735974793,-0.26764846116824614,014820
1,유니드,2025,Q1,에너지_화학,0.1107228808937583,2.371811856688312,-0.11490352403944204,0.06492696663071729,0.10750397888215724,-3.698486870545263,-0.02518817544098484,-0.3762876621669977,014830
1,남해화학,2025,Q1,에너지_화학,0.07716281701489155,3.399995639215141,0.17960666291703586,0.18959075058181685,0.165076240441822,6.447369379812516,-0.01590937332804021,-0.14429935807343042,025860
1,LG화학,2025,Q1,에너지_화학,-0.20922321075044653,-0.6889467434995262,-0.08114749675120747,-0.056805041598745,0.015090499449234906,-1.1017481732190517,-0.004153370280111979,0.13507036252436036,051910
1,휴켐스,2025,Q1,에너지_화학,0.000698413759706632,0.2910494290996235,-0.23020763837042402,-0.04765698127034268,-0.1426099632163651,0.5238784646474433,-0.007651230464550296,-0.12557730246477822,069260
1,GS,2025,Q1,에너지_화학,0.06293598940337002,0.20169232383493463,-0.17110167927661935,0.29722212257100145,0.16501173497021115,0.2651062963137034,0.003386003138856397,-0.05183468165767913,078930
1,휴비스,2025,Q1,에너지_화학,0.08212672371875397,-1.260705685662903,-0.09629198475344436,0.06742658259555045,0.12376929849853724,-1.0573331092036182,-0.010564267051654364,-0.08674384236764124,079980
1,후성,2025,Q1,에너지_화학,-0.13012636326393706,-7.694948955810068,-0.011109479663082067,0.11620945619573408,0.018268727123494255,-1.106185112759683,-0.009311624041248523,-0.022954328833664356,093370
1,SK이노베이션,2025,Q1,에너지_화학,-0.2776851002985981,31.043260131164516,-0.0834070705903669,0.6459001387876648,4.750155601525133,-106.66380820507297,0.005448851709595859,-0.051012690225359064,096770
1,코오롱인더,2025,Q1,에너지_화학,-0.009314493269844092,2.4214061636144018,0.023260372049166422,0.22832381462742313,0.12070225840536719,-1.6290904321586066,0.04584957627388131,-0.06870596282059244,120110
