,name,year,quarter,sector,Relative Return,영업이익 변화율,비유동부채 변화율,매출액 변화율,유동자산 변화율,법인세차감전 순이익 변화율,비유동자산 변화율,Label,Code
13,한화,2022,Q1,에너지_화학,-0.04223780785414062,-0.5715987215052467,-0.004630210677561197,-0.37509141279713276,0.09503793131490657,-0.016408362804243848,0.00012028165151511949,0.13756626563623944,000880
13,한국쉘석유,2022,Q1,에너지_화학,0.020991243154937812,0.1399725321219365,0.06469904263456261,0.10241498001973448,0.0766598576004851,0.2269683038552781,-0.030475069474484195,0.046177535082498944,002960
13,태광산업,2022,Q1,에너지_화학,0.00704702004736809,-0.32540960706436894,0.0006012371518775428,0.030974812950307573,0.0475025384060801,-0.4424538601529042,-0.016441403068846894,-0.04711075946631758,003240
13,삼성정밀화학,2022,Q1,에너지_화학,-0.04845126652661569,0.3051738690771093,-0.01098957247542487,0.2518205709759249,0.28812118950862353,1.4909883125248395,-0.013069455676948394,-0.07625433178886362,004000
13,효성,2022,Q1,에너지_화학,0.02015225647715786,-0.6349697835772609,0.019676568440828657,-0.17886883613167726,0.34061345760878003,-0.5929333532674983,-0.02759800051030159,-0.026208985421866608,004800
13,SK케미칼,2022,Q1,에너지_화학,-0.02520390456957632,-10.344201308633778,0.012497347626974964,0.03864180717820842,0.16465852203941456,3.08277502912192,0.0005888717501187912,-0.031607328065656144,006120
13,대한유화,2022,Q1,에너지_화학,-0.0538890464123451,-0.8594750479750548,0.2069457364902545,0.011789464987368437,-0.043834339468107,-1.2872334740069942,0.007423644846950017,-0.06133280826283446,006650
13,국도화학,2022,Q1,에너지_화학,-0.06152988341146094,-0.1916768694447869,0.004585591805700728,-0.0552864467663603,0.13816914279407655,-0.062187815752529074,0.0768273267214854,0.023985453924586606,007690
13,한화케미칼,2022,Q1,에너지_화학,-0.06808429386725119,0.24413871784974006,0.07843103975962218,-0.014014682124821043,-0.007073221378926631,2.4736441058237575,0.08014861437368914,0.5420993795811181,009830
13,OCI,2022,Q1,에너지_화학,0.0014969124582047098,-0.04309694589804014,0.18026905564880136,0.08777918298464105,-0.08595903394380067,0.14893840683822757,0.057274384254268895,0.23973810496156892,010060
13,S-Oil,2022,Q1,에너지_화학,0.06742813708863697,2.408136882713284,0.10435960179877202,0.11960711880299302,0.2687499880120532,2.08729385442604,-0.005797702137464444,-0.1417745728974242,010950
13,롯데케미칼,2022,Q1,에너지_화학,0.00963282643382987,-4.224361251713573,0.27550471711384117,0.16381138972578513,0.07045681046785024,5.067742846083456,0.02911095986524037,0.021660426195996493,011170
13,금호석유,2022,Q1,에너지_화학,-0.007704431662133773,0.2504731794181181,0.036327810535065064,0.03455159385557027,0.08553927540612793,0.4873532136491583,0.014070660357653919,-0.04716175801795871,011780
13,SKC,2022,Q1,에너지_화학,-0.05809178575179945,4.824116510780751,-0.056649832728795646,0.3794747787619046,-0.015155097322632649,-3.7234883948285726,0.07633521428291346,0.001877816154686511,011790
13,한솔케미칼,2022,Q1,에너지_화학,0.12701612322648834,0.5201487835650571,0.01568971270180164,0.07857545146440548,-0.10256982969340289,1.0827144675734877,0.025369093532094933,-0.05468503145376733,014680
13,동원시스템즈,2022,Q1,에너지_화학,-0.007337618270110296,-0.15714883764493637,-0.005560304877730959,0.04932012041309486,0.08211679720114451,3.9992321342070998,-0.026425596829174003,0.07827318613226363,014820
13,유니드,2022,Q1,에너지_화학,0.024975306899957733,4.120147034559558,-0.10179571901792261,0.32879592849208605,0.18885716348575898,15.647073722086859,0.005931546128388865,-0.146576316832496,014830
13,남해화학,2022,Q1,에너지_화학,-0.09542603089268441,2.9087496925589433,0.16984882987828032,0.488528003109604,0.5041927059517701,2.4339603971608965,0.054455576695121355,-0.19611497849276588,025860
13,LG화학,2022,Q1,에너지_화학,0.024975306899957733,0.6102988472887292,-0.06698257148949782,0.1958171048706694,0.1836627363895178,18.58646421829532,-0.018514109698773984,0.3414158141459821,051910
13,휴켐스,2022,Q1,에너지_화학,0.044712149005220886,0.8023090070263776,-0.0014663383228135096,0.21668490376473848,0.13078250190094876,0.7256112194980224,-0.045825659159108856,-0.07538744731747352,069260
13,GS,2022,Q1,에너지_화학,0.09487384128552707,19.988856214208326,0.0023302414349331,9.395647921760391,1.2087515111290208,24.206382978723404,0.017625155353855337,-0.03789663624175677,078930
13,휴비스,2022,Q1,에너지_화학,-0.023390706171937694,-0.9532049803461672,0.2037620511413447,0.042140478448915886,0.11746251076373615,-0.9720016160314342,0.002314015910276135,-0.043947445371853584,079980
13,후성,2022,Q1,에너지_화학,-0.056158612943639524,0.6152258993322464,-0.05067096350028222,0.14868555749575618,0.18588161293707706,0.44943530490705697,-0.009169170867881271,-0.11566837914012207,093370
13,SK이노베이션,2022,Q1,에너지_화학,0.024975306899957733,1.2994975088136984,-0.042503614876008844,-0.16604941495057424,0.1669952611368981,0.8725016399134295,1.1554863151630457e-05,0.009290983328190755,096770
13,코오롱인더,2022,Q1,에너지_화학,0.09616735988009019,4.216232326075355,0.15727815133687884,-0.02827297767374659,0.13912371161603554,-2.1676834147520108,0.01135241056722669,-0.101920054495242,120110
