,name,year,quarter,sector,Relative Return,영업이익 변화율,비유동부채 변화율,부채총계 변화율,자산총계 변화율,소비자물가지수 변화율,Label,Code
23,한화,2019,Q1,에너지_화학,-0.04853802088551708,-0.7103351020603279,0.049483831911554255,0.043034141998826936,0.017925306594249513,-0.6874179652905958,-0.15130566166444795,000880
23,한국쉘석유,2019,Q1,에너지_화학,0.03378105806185134,-0.17186316513868583,0.0,0.33586828427788373,-0.013555622020389402,-0.6874179652905958,0.047126003335580306,002960
23,태광산업,2019,Q1,에너지_화학,-0.05150507717388067,-0.36468145007554365,0.03738180831062632,0.06339526437035548,0.023599378776233193,-0.6874179652905958,-0.22519583058794568,003240
23,삼성정밀화학,2019,Q1,에너지_화학,0.06807493503702064,-0.022258239208362784,0.01784072385904123,0.1861063252021362,0.06423248251847302,-0.6874179652905958,0.03075821555241501,004000
23,효성,2019,Q1,에너지_화학,0.09611798615802036,-1.6166188907974357,0.08090192603095114,0.5702803127978937,0.04740235818126837,-0.6874179652905958,0.1065397642693578,004800
23,SK케미칼,2019,Q1,에너지_화학,0.10150612895032014,-14.09080065994778,-0.19879633141834363,0.0513968549181576,0.01802349088953603,-0.6874179652905958,-0.161170716974396,006120
23,대한유화,2019,Q1,에너지_화학,-0.0718194382970196,2.1164228502047977,0.08632576666997438,0.2671437683641429,0.051073920832089614,-0.6874179652905958,-0.13906562132144265,006650
23,국도화학,2019,Q1,에너지_화학,-0.004241627612673573,1.2913747853752686,-0.01767580582456596,0.2251420135248372,0.08313238011064872,-0.6874179652905958,0.037654307498687756,007690
23,한화케미칼,2019,Q1,에너지_화학,0.013660248712433955,-2.065254223616703,0.05903699139887064,0.04241343846111656,0.018129163485855804,-0.6874179652905958,-0.10815472176625504,009830
23,OCI,2019,Q1,에너지_화학,-0.02255571736582705,0.10817482903194486,0.06339379597684869,-0.0667378759975028,-0.029924346609355612,-0.6874179652905958,-0.17348512034121136,010060
23,S-Oil,2019,Q1,에너지_화학,-0.04919481791145233,-1.8140573499832637,0.022790065527411363,0.036346028965096755,0.0277583351615196,-0.6874179652905958,0.08338182474327682,010950
23,롯데케미칼,2019,Q1,에너지_화학,-0.08120919588312296,1.4582169813357018,-0.09632074049724093,0.08927317396646584,0.015321441436886296,-0.6874179652905958,-0.1079561292262059,011170
23,금호석유,2019,Q1,에너지_화학,-0.01839722170632569,1.599630845487892,-0.2852670566871133,0.01852367647117248,0.03060550348512492,-0.6874179652905958,-0.14013764288223637,011780
23,SKC,2019,Q1,에너지_화학,-0.0657644751791459,-0.1184493295051453,0.12069284548493564,0.1502200267308802,0.06390372536056987,-0.6874179652905958,0.2953687555172201,011790
23,한솔케미칼,2019,Q1,에너지_화학,0.011255442210957325,0.5956662311137568,0.011311752084869564,0.27720654183339155,0.12237083163222096,-0.6874179652905958,0.03118575439832734,014680
23,동원시스템즈,2019,Q1,에너지_화학,0.021069742566982786,0.48963689333278193,0.013811471538877962,0.11709531906740844,0.06382154710396981,-0.6874179652905958,0.03836231006484478,014820
23,유니드,2019,Q1,에너지_화학,0.0008163115248154169,0.9685156623447335,-0.024498376852698622,-0.05563478620198481,-0.02398906401019707,-0.6874179652905958,0.01728350142411736,014830
23,남해화학,2019,Q1,에너지_화학,-0.0443024596372637,-1.1134476648910065,-0.1289875928843527,0.12184449199989755,0.027788702113159758,-0.6874179652905958,-0.11799593509992373,025860
23,LG화학,2019,Q1,에너지_화학,-0.06138668716975629,-0.27057765534579425,0.3920853549205514,0.21034939348294968,0.053338228845500435,-0.6874179652905958,-0.0125960718053236,051910
23,휴켐스,2019,Q1,에너지_화학,0.006195575999071071,1.4273500873659026,-0.20240478340708867,0.4711278252849478,0.0789546504951757,-0.6874179652905958,0.07213214217224327,069260
23,GS,2019,Q1,에너지_화학,-0.024656441938148657,-0.36799823924287445,0.0018928978472769753,0.0864993950824724,0.020877922778497426,-0.6874179652905958,0.007164122978989523,078930
23,휴비스,2019,Q1,에너지_화학,-0.008665208007957854,-1.8656511816040173,0.18590607818828686,0.015058653741087058,0.006332131381204142,-0.6874179652905958,-0.1307736927797471,079980
23,후성,2019,Q1,에너지_화학,0.05146814461091419,0.33820309786380776,0.12124581398199297,0.05753222634002375,0.03602054949080258,-0.6874179652905958,0.3988083353304653,093370
23,SK이노베이션,2019,Q1,에너지_화학,-0.04498729220531757,1.629675271756076,0.1727848606236495,0.3309453925387873,0.11503830021975125,-0.6874179652905958,-0.02900514737931416,096770
23,코오롱인더,2019,Q1,에너지_화학,-0.029042759845593333,0.5005772199502174,-0.09927327598200264,0.007911124076203313,0.00564064121512442,-0.6874179652905958,-0.10071766333780285,120110
