,name,year,quarter,sector,Relative Return,이익잉여금 변화율,자본총계 변화율,비유동자산 변화율,부채총계 변화율,자산총계 변화율,유동자산 변화율,Label,Code
23,조선내화,2019,Q1,철강_소재,0.15370104598455664,-0.004110725181175168,-0.018678183723610298,0.00035041346034403453,-0.0011082183223661835,-0.013348118620829741,-0.0428293035945857,-0.032241960721161575,000480
23,영풍,2019,Q1,철강_소재,-0.08245068496575361,0.015863947695089475,0.015973629951579138,-0.005324152964877205,-0.07186033378013679,-0.0038239250446584494,-0.00030466178504706676,-0.08416705786724016,000670
23,동국제강,2019,Q1,철강_소재,-0.07237068239435014,-0.006977200279461693,-0.001691968982784342,0.0021666410424250326,-0.01694846960483498,-0.010577478728106993,-0.03278852106958863,-0.028156933418816796,001230
23,세아베스틸,2019,Q1,철강_소재,-0.04389706915942038,-0.008981620456755657,-0.0061414361279346075,-0.005901060149541393,0.07476895544705209,0.02383842023310634,0.09661201277307829,-0.07357204114042606,001430
23,고려제강,2019,Q1,철강_소재,0.04778805123656764,0.0014814661724336098,0.002018271890910972,-0.001927736533651636,0.08175251205080447,0.019408982551409437,0.11672517169032881,-0.008819440247763322,002240
23,세아제강,2019,Q1,철강_소재,0.0487535197476751,-0.5412741805910335,-0.0024423263491304414,0.003916974188535427,0.21742294493118108,0.010445382874058051,0.09631362649985631,0.033505950736854154,003030
23,현대제철,2019,Q1,철강_소재,-0.022434219715926434,-0.00034929324289778574,0.00452917867500191,-0.0025734810536327535,0.033136042014300315,0.017769604424146213,0.09041028742690482,-0.08393815941872329,004020
23,삼광글라스,2019,Q1,철강_소재,0.05771197911448292,-0.03284855284770416,-0.03235893278471602,-0.011603099122839744,0.0382296603423391,0.013032841976611476,0.058046628279491586,-0.06402734922767124,005090
23,POSCO,2019,Q1,철강_소재,-0.02359553820533923,0.005645852126739959,0.016089363002551815,0.007468104742123227,0.04037070476486537,0.02006128252685957,0.048049305656876484,-0.07847400192473977,005490
23,현대중공업,2019,Q1,중공업,-0.05632310860481532,0.000951460000905735,0.0005702560313733951,-0.012144993349464839,-0.01811280700752027,-0.007290562217219909,-0.0009066693007823146,-0.08038091853753876,009540
23,무림P&P,2019,Q1,철강_소재,0.01099573197489482,-0.007722278437459984,-0.0042846675490477715,-0.007227727226988501,-0.028443875463616264,-0.015752801653886483,-0.04176738591370188,-0.18701741929168655,009580
23,고려아연,2019,Q1,철강_소재,-0.035777131593321077,-0.010212788530774453,-0.009818051106291414,0.006646443130492008,0.03842199549223779,-0.006252253025897714,-0.01855406149030303,0.08004593784307486,010130
23,삼성중공업,2019,Q1,중공업,-0.025787363996223035,-0.04483476290603927,-0.019522377791068024,0.021018381037394507,0.06662164888438404,0.025248036749873082,0.02926807455099234,-0.07945480995857554,010140
23,현대미포조선,2019,Q1,중공업,-0.12370889540684578,-0.007801596301026392,-0.006096987241494989,0.00545062795282103,-0.03271906009025194,-0.015320425130215476,-0.031207396414028254,-0.1770952594729852,010620
23,한화테크윈,2019,Q1,중공업,-0.07354064154583259,0.014589144295488854,0.005651143818883098,0.0028640112905979898,0.015647053911865605,0.010575878626735813,0.026579673010167948,0.2396145658147603,012450
23,현대엘리베이,2019,Q1,중공업,-0.11206410594897,0.07874192571418637,0.021721312522893,0.03123347105662333,-0.04789210737777072,-0.009143803087679925,-0.06928617340309151,0.029369423095243458,017800
23,두산중공업,2019,Q1,중공업,-0.02336183228518403,0.05819048572373853,0.013090075416815061,0.02417302826304968,0.058962950012059645,0.0432824044275717,0.08870314313378191,-0.07437567850815022,034020
23,대우조선해양,2019,Q1,중공업,0.017114649953694938,0.3695925996510665,0.053637383496142776,-0.008010490880107302,-0.02859604422589157,-0.0024495167781594107,0.0008953916115463922,-0.03447336990339961,042660
23,두산인프라코어,2019,Q1,중공업,-0.01518768773076164,0.42918913824714666,0.03537604911211334,-0.0026624326598465586,0.10725411739174961,0.08672119167532899,0.31245225987216396,-0.06259056893712132,042670
23,현대로템,2019,Q1,중공업,-0.17395876751954403,0.05396863423077791,0.011176668933998046,-0.006297350798349033,0.03673430641330411,0.02957938061838572,0.04630950054393823,-0.09967339077118745,064350
23,두산엔진,2019,Q1,중공업,-0.20145686432463228,-0.6685666540667521,-0.05155031465123083,0.011621280594079852,0.12832202051051445,0.07048800172079384,0.16552316758793317,-0.1464807835847722,082740
23,한진중공업,2019,Q1,중공업,0.0,0.03996608192446227,-1.6400295791241573,0.08141977580393278,-0.25880718215017473,-0.02810118536959738,-0.10771735915933423,0.0,097230
23,풍산,2019,Q1,철강_소재,-0.06892994621165294,-0.009877285172693484,-0.0006702432641432221,-0.004084850578372379,0.036011511188463796,0.014906258525991811,0.04134413076187249,-0.12881726061549933,103140
23,한국철강,2019,Q1,철강_소재,-0.00465644193814866,0.02647811884048501,0.003763219272227669,0.02752015373388028,-0.10406028479540652,-0.018985178305312878,-0.04151579232342972,-0.10686783368424771,104700
