,name,year,quarter,sector,Relative Return,이익잉여금 변화율,자본총계 변화율,비유동자산 변화율,부채총계 변화율,자산총계 변화율,유동자산 변화율,Label,Code
8,조선내화,2022,Q4,철강_소재,0.12929673357272164,-0.015204212932843797,-0.019217834981658966,-0.05322973683363286,-0.05759596511664422,-0.03747579935506906,0.03747966107154488,0.06836339716957847,000480
8,영풍,2022,Q4,철강_소재,-0.19892443087406253,-0.06248678912204497,-0.05560618120993566,-0.012471585497765725,-0.0746460769808468,-0.06109590116628072,-0.14951486336937392,-0.08632504545940695,000670
8,동국제강,2022,Q4,철강_소재,0.008803968088918833,-0.10773659915808098,-0.041145661861299976,-0.006394523959966869,0.03140748429061402,-0.006717347104110538,-0.007198168856670462,-0.0896062855049913,001230
8,세아베스틸,2022,Q4,철강_소재,0.21857325560664387,0.06030631062185532,0.03931773021257623,-0.0024731715795478504,-0.17789964436986394,0.0030183773590812812,1.3602640281646172,0.005019466384008388,001430
8,고려제강,2022,Q4,철강_소재,0.18377656778504414,0.002514069352802517,0.0019076349352042943,0.0028846285535883975,-0.08316484152171566,-0.013714637348054004,-0.08027016800478382,-0.12670927147250136,002240
8,세아제강,2022,Q4,철강_소재,0.0488594805333885,-0.0016811474208159316,-0.001482528315390308,-0.0022592923657374087,-0.06019697316336614,-0.010249313384695924,-0.4728461857221349,0.028680810714708974,003030
8,현대제철,2022,Q4,철강_소재,0.09820558012017783,-0.013972550941108386,-0.0013423910712613285,0.01834841884426841,-0.012155548170990627,-0.0062986990449457325,-0.05460443947067162,-0.018297440196015237,004020
8,삼광글라스,2022,Q4,철강_소재,-0.03292159565962588,0.5100148788752963,0.08653776466688301,0.0035979452637231457,0.0218543691920694,0.04508632967492421,0.1940370904751676,-0.10419097835919167,005090
8,POSCO,2022,Q4,철강_소재,0.15154149298591688,0.012809042692814243,0.013699060923001216,-0.011854264262986192,-0.08063799060414534,0.0056749152093478195,0.24598571106253408,0.07761034656793306,005490
8,현대중공업,2022,Q4,중공업,-0.03636472058907966,0.014546631314012792,0.0218773991396799,0.02198987767158589,-0.020870798152143655,0.020685648055835948,0.014992180472158445,0.13813599448168395,009540
8,무림P&P,2022,Q4,철강_소재,-0.17689267089963867,0.02730685535607491,0.01421291815161152,-0.040153711143879,0.04301596885074299,0.029011414037288574,0.1834232129168667,-0.034432687876599546,009580
8,고려아연,2022,Q4,철강_소재,-0.07582018643055709,0.02073742881040519,0.08625899198271925,0.12310022098181461,-0.07731718107046948,0.05492390303498196,-0.014113270787841303,-0.13914484232180235,010130
8,삼성중공업,2022,Q4,중공업,-0.04737300184618838,0.10558201585088822,-0.185753493062786,-0.1551419114310516,-0.11908688365976006,-0.13613563227371428,-0.1198162714328389,0.04196396712869172,010140
8,현대미포조선,2022,Q4,중공업,-0.27948332984046154,-0.0918597466742973,-0.06888283064736633,0.007340240823512811,-0.06099932840616806,-0.06451356830284072,-0.1043331958471021,0.040972294643167435,010620
8,한화테크윈,2022,Q4,중공업,0.3113547396980872,0.043060641071014816,0.1512685522842787,0.40276340428043733,0.9830984923047579,0.6245434098443443,1.0911517629129088,0.08066978507345099,012450
8,현대엘리베이,2022,Q4,중공업,-0.024815802144115995,0.07420354074698032,-0.002375955805313912,0.0019918258187792137,0.005052171627721869,0.0011743994260895452,-0.0003637885190959089,0.5753496570938968,017800
8,두산중공업,2022,Q4,중공업,0.062203017359733444,5.22768962097431,-0.12846791981435002,-0.08019695659879122,-0.07308068093973652,-0.0996040977492566,-0.1486154594434137,-0.1538476240086925,034020
8,대우조선해양,2022,Q4,중공업,0.17984957799043527,0.1871692353985186,-0.1964268480850061,-0.09429633778646118,-0.007266028119422452,-0.01960068949071092,0.027587555618454163,0.09363447692183444,042660
8,두산인프라코어,2022,Q4,중공업,0.0655944428706901,0.05403656125967515,0.10806698218441668,0.05042468817964951,-0.04378339538379428,0.006227855705752239,-0.04408492172015133,0.24954563002999428,042670
8,현대로템,2022,Q4,중공업,0.015380278662781301,-62.472771710748965,0.11059902566296942,0.0070128246350469325,0.17852812255136086,0.15638377432941253,0.2411045450263396,0.2726016443656294,064350
8,두산엔진,2022,Q4,중공업,0.07591808845926926,0.02905017728094661,-0.013961085577974042,-0.09638885434107647,-0.13870113398630168,-0.11268972300404534,-0.12887437306958616,0.05311597503576032,082740
8,한진중공업,2022,Q4,중공업,-0.013252759654927178,0.003743302913495894,-0.00579246257098609,-0.2466366670077732,0.06962227897217788,0.0575716278544105,0.5554562262098968,-0.051167895000215305,097230
8,풍산,2022,Q4,철강_소재,0.2826578363715629,0.05147876386811712,0.009650735731754345,0.021267712282708073,-0.056800003428261525,-0.017943376413600665,-0.05577520715112383,0.06564280825471461,103140
8,한국철강,2022,Q4,철강_소재,0.18075517685300932,0.1524878982212352,0.03873087304216227,0.042501483148613683,-0.08230426410355107,0.017607099621651745,0.006223988667988012,-0.0887247530763517,104700
