,name,year,quarter,sector,Relative Return,금리 변화율,자본금 변화율,1인평균급여 변화율,보유 주식 수 변화율,실업률 변화율,기초 소유주식 지분율 변화율,Label,Code
35,경방,2016,Q1,경기소비재,-0.10944646341062639,-0.1254024221983725,-0.024374235351844797,0.0,0.0,0.05660377358490565,0.0,-0.03362986153695546,000050
35,한국타이어월드와이드,2016,Q1,경기소비재,0.036796963458934795,-0.1254024221983725,-0.02448741360498652,0.0,0.0,0.05660377358490565,0.0,-0.19615148859336112,000240
35,기아차,2016,Q1,경기소비재,-0.03604419632675698,-0.1254024221983725,-0.029719736471281233,0.0,0.0,0.05660377358490565,0.0,-0.1652028683202031,000270
35,SK네트웍스,2016,Q1,경기소비재,-0.03570641036022851,-0.1254024221983725,0.0,0.0,0.0,0.05660377358490565,0.0,-0.03633542185878209,001740
35,넥센타이어,2016,Q1,경기소비재,-0.03835713801095615,-0.1254024221983725,-0.024385756871468156,0.0,0.0,0.05660377358490565,0.0,-0.07092765019682944,002350
35,일신방직,2016,Q1,경기소비재,0.015522772827717574,-0.1254024221983725,0.0,0.0,0.0,0.05660377358490565,0.0,-0.17687116393707397,003200
35,쌍용차,2016,Q1,경기소비재,-0.09450365251802548,-0.1254024221983725,-0.02447246641778167,0.0,0.0,0.05660377358490565,0.0,-0.09437374569527021,003620
35,한솔홀딩스,2016,Q1,경기소비재,0.004798380443542884,-0.1254024221983725,-0.024373945088529303,0.0,0.0,0.05660377358490565,0.0,-0.1427248246727712,004150
35,신세계,2016,Q1,경기소비재,0.06188974348592534,-0.1254024221983725,-0.024137967859862886,0.0,0.0,0.05660377358490565,0.0,-0.19409109127495283,004170
35,세방전지,2016,Q1,경기소비재,0.030639743485925346,-0.1254024221983725,-0.024383800180218573,0.0,0.0,0.05660377358490565,0.0,-0.14113277323642356,004490
35,조광피혁,2016,Q1,경기소비재,-0.01724888876954764,-0.1254024221983725,0.0,-0.024377287251976965,0.0,0.05660377358490565,0.0,0.22462035887204101,004700
35,현대차,2016,Q1,경기소비재,-0.10878333343715157,-0.1254024221983725,0.05604982860159602,0.0,0.0,0.05660377358490565,0.0,-0.07099353155767482,005380
35,에스엘,2016,Q1,경기소비재,-0.018474761589751715,-0.1254024221983725,-0.024382058707812848,-0.024382058707812737,0.0,0.05660377358490565,0.0,-0.08397489055776919,005850
35,동아타이어,2016,Q1,경기소비재,0.05249128167675797,-0.1254024221983725,0.0,0.0,0.0,0.05660377358490565,0.0,-0.11504316027811913,007340
35,서연,2016,Q1,경기소비재,-0.0025080297934268816,-0.1254024221983725,-0.024376903386232662,0.0,0.0,0.05660377358490565,0.0,-0.13455741865097368,007860
35,호텔신라,2016,Q1,경기소비재,0.047890874707644804,-0.1254024221983725,0.0,0.0,0.0,0.05660377358490565,0.0,-0.1644319771700335,008770
35,한샘,2016,Q1,경기소비재,-0.16688743490313743,-0.1254024221983725,-0.0243936109476941,0.0,0.0,0.05660377358490565,0.0,-0.1103412805828432,009240
35,모토닉,2016,Q1,경기소비재,-0.08222482085968166,-0.1254024221983725,-0.024376721615487096,0.0,0.0,0.05660377358490565,0.0,-0.0662575665212806,009680
35,화신,2016,Q1,경기소비재,-0.032307944199506736,-0.1254024221983725,-0.024380201373380928,0.0,0.0,0.05660377358490565,0.0,0.19175891665319145,010690
35,현대위아,2016,Q1,경기소비재,-0.09916794882176697,-0.1254024221983725,-0.02476036239263768,0.0,0.0,0.05660377358490565,0.0,-0.16277061273030213,011210
35,현대모비스,2016,Q1,경기소비재,0.05776817892274401,-0.1254024221983725,-0.011294119406700887,0.0,0.0,0.05660377358490565,0.0,-0.04971800343283163,012330
35,에스원,2016,Q1,경기소비재,0.12805427340045528,-0.1254024221983725,0.0,0.0,0.0,0.05660377358490565,0.0,0.008427047862904602,012750
35,한온시스템,2016,Q1,경기소비재,0.23366665400739517,-0.1254024221983725,-0.02435612107207663,0.0,-0.024356121072076742,0.05660377358490565,0.0,-0.026606545994218668,018880
35,대교,2016,Q1,경기소비재,-0.09702509167890982,-0.1254024221983725,-0.024379282618640308,-0.024379282618640308,0.0,0.05660377358490565,0.0,-0.1631910943434729,019680
35,한섬,2016,Q1,경기소비재,0.07173775837426281,-0.1254024221983725,-0.024377940476046245,0.0,0.0,0.05660377358490565,0.0,-0.12235445133964723,020000
35,코웨이,2016,Q1,경기소비재,0.06009996395081871,-0.1254024221983725,-0.024376721709120752,0.0,0.0,0.05660377358490565,0.0,-0.12033052789467116,021240
35,롯데쇼핑,2016,Q1,경기소비재,-0.1180115698952878,-0.1254024221983725,-0.03107287175046436,0.0,0.0,0.05660377358490565,0.0,-0.21203928702907587,023530
35,삼성물산,2016,Q1,경기소비재,-0.1017541557183187,-0.1254024221983725,-0.030052821989579925,0.0,-0.02818444742983195,0.05660377358490565,0.0,0.06310425471402449,028260
35,세종공업,2016,Q1,경기소비재,0.04666538451156637,-0.1254024221983725,0.039492347685220475,0.0,0.0,0.05660377358490565,0.0,0.12832164601837232,033530
35,강원랜드,2016,Q1,경기소비재,0.0185274130437845,-0.1254024221983725,-0.02432289556701428,0.0,0.0,0.05660377358490565,0.0,-0.06017062336006495,035250
35,한라홀딩스,2016,Q1,경기소비재,0.08531160508157876,-0.1254024221983725,-0.02434694198850118,0.0,0.0,0.05660377358490565,0.0,0.16139287636064797,060980
35,S&T모티브,2016,Q1,경기소비재,-0.16237510733222324,-0.1254024221983725,0.0,0.0,0.0,0.05660377358490565,0.0,-0.12370645416157881,064960
35,현대백화점,2016,Q1,경기소비재,-0.002336962906274005,-0.1254024221983725,0.0,0.0,0.0,0.05660377358490565,0.0,-0.1585714038070799,069960
35,금호타이어,2016,Q1,경기소비재,-0.03395692889210694,-0.1254024221983725,-0.024399928126774273,0.0,0.0,0.05660377358490565,0.0,0.1494614520552035,073240
35,현대리바트,2016,Q1,경기소비재,-0.13945720502011408,-0.1254024221983725,-0.024385334023242167,0.0,0.0,0.05660377358490565,0.0,-0.14017821001387645,079430
