Year,Quarter,sj_div,account_nm,thstrm_dt,thstrm_amount
2020,Q1,BS,유동자산,2020.03.31 현재,551281285560.0
2020,Q1,BS,비유동자산,2020.03.31 현재,700556019513.0
2020,Q1,BS,자산총계,2020.03.31 현재,1416277679675.0
2020,Q1,BS,유동부채,2020.03.31 현재,603388220797.0
2020,Q1,BS,비유동부채,2020.03.31 현재,108943242349.0
2020,Q1,BS,부채총계,2020.03.31 현재,712331463146.0
2020,Q1,BS,자본금,2020.03.31 현재,5659350000.0
2020,Q1,BS,이익잉여금,2020.03.31 현재,919457688337.0
2020,Q1,BS,자본총계,2020.03.31 현재,703946216529.0
2020,Q1,IS,매출액,2020.01.01 ~ 2020.03.31,409198305236.0
2020,Q1,IS,영업이익,2020.01.01 ~ 2020.03.31,9955315901.0
2020,Q1,IS,법인세차감전 순이익,2020.01.01 ~ 2020.03.31,8871188881.0
2020,Q1,IS,당기순이익,2020.01.01 ~ 2020.03.31,6856340303.0
2020,Q1,IS,당기순이익(손실),2020.01.01 ~ 2020.03.31,6856340303.0
2020,Q2,BS,유동자산,2020.06.30 현재,579442171391.0
2020,Q2,BS,비유동자산,2020.06.30 현재,715745160536.0
2020,Q2,BS,자산총계,2020.06.30 현재,1295187331927.0
2020,Q2,BS,유동부채,2020.06.30 현재,327027884536.0
2020,Q2,BS,비유동부채,2020.06.30 현재,211934127424.0
2020,Q2,BS,부채총계,2020.06.30 현재,538962011960.0
2020,Q2,BS,자본금,2020.06.30 현재,5659350000.0
2020,Q2,BS,이익잉여금,2020.06.30 현재,975196111278.0
2020,Q2,BS,자본총계,2020.06.30 현재,756225319967.0
2020,Q2,IS,매출액,2020.01.01 ~ 2020.06.30,440573749576.0
2020,Q2,IS,영업이익,2020.01.01 ~ 2020.06.30,13999953632.0
2020,Q2,IS,법인세차감전 순이익,2020.01.01 ~ 2020.06.30,74362059063.0
2020,Q2,IS,당기순이익,2020.01.01 ~ 2020.06.30,56331726182.0
2020,Q2,IS,당기순이익(손실),2020.01.01 ~ 2020.06.30,56331726182.0
2020,Q3,BS,유동자산,2020.09.30 현재,615303130649.0
2020,Q3,BS,비유동자산,2020.09.30 현재,729537287358.0
2020,Q3,BS,자산총계,2020.09.30 현재,1344840418007.0
2020,Q3,BS,유동부채,2020.09.30 현재,366310972071.0
2020,Q3,BS,비유동부채,2020.09.30 현재,213576773774.0
2020,Q3,BS,부채총계,2020.09.30 현재,579887745845.0
2020,Q3,BS,자본금,2020.09.30 현재,5659350000.0
2020,Q3,BS,이익잉여금,2020.09.30 현재,983750587155.0
2020,Q3,BS,자본총계,2020.09.30 현재,764952672162.0
2020,Q3,IS,매출액,2020.01.01 ~ 2020.09.30,472819587009.0
2020,Q3,IS,영업이익,2020.01.01 ~ 2020.09.30,21021920356.0
2020,Q3,IS,법인세차감전 순이익,2020.01.01 ~ 2020.09.30,18017380931.0
2020,Q3,IS,당기순이익,2020.01.01 ~ 2020.09.30,10648596751.0
2020,Q3,IS,당기순이익(손실),2020.01.01 ~ 2020.09.30,10648596751.0
2020,Q4,BS,유동자산,2020.12.31 현재,551988563589.0
2020,Q4,BS,비유동자산,2020.12.31 현재,736075838260.0
2020,Q4,BS,자산총계,2020.12.31 현재,1288064401849.0
2020,Q4,BS,유동부채,2020.12.31 현재,317818134421.0
2020,Q4,BS,비유동부채,2020.12.31 현재,207500439997.0
2020,Q4,BS,부채총계,2020.12.31 현재,525318574418.0
2020,Q4,BS,자본금,2020.12.31 현재,5659350000.0
2020,Q4,BS,이익잉여금,2020.12.31 현재,982241441228.0
2020,Q4,BS,자본총계,2020.12.31 현재,762745827431.0
2020,Q4,IS,매출액,2020.01.01 ~ 2020.12.31,396266687323.0
2020,Q4,IS,영업이익,2020.01.01 ~ 2020.12.31,-419274260.0
2020,Q4,IS,법인세차감전 순이익,2020.01.01 ~ 2020.12.31,-4524713953.0
2020,Q4,IS,당기순이익,2020.01.01 ~ 2020.12.31,-3357302811.0
2020,Q4,IS,당기순이익(손실),2020.01.01 ~ 2020.12.31,-3357302811.0
