trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-06,2021-02-01,0.0,216000,194000,-0.1019,
2021-02-02,2021-02-26,-1.0,196000,194500,-0.0077,NN
2021-03-05,2021-03-24,0.0,187000,184500,-0.0134,
2021-04-01,2021-04-27,0.0,193500,188000,-0.0284,
2021-05-06,2021-05-12,1.0,181500,178000,-0.0193,PN
2021-06-10,2021-06-29,1.0,185500,185500,0.0,PP
2021-07-14,2021-07-14,0.0,187000,186500,-0.0027,
2021-08-09,2021-08-24,1.0,187000,171500,-0.0829,PN
2021-09-07,2021-09-29,0.0,172500,160500,-0.0696,
2021-10-08,2021-10-28,0.0,158500,155000,-0.0221,
2021-11-02,2021-11-15,-1.0,157000,155000,-0.0127,NN
2021-12-09,2021-12-09,0.0,156000,154500,-0.0096,
2022-01-16,2022-01-27,1.0,150000,138000,-0.08,PN
2022-02-06,2022-02-17,0.0,140000,138500,-0.0107,
2022-03-07,2022-03-28,0.0,138500,132000,-0.0469,
2022-04-06,2022-04-06,1.0,138500,139000,0.0036,PP
2022-05-13,2022-05-30,1.0,142000,149000,0.0493,PP
2022-06-09,2022-06-17,0.0,143500,136500,-0.0488,
2022-07-21,2022-07-21,0.0,131500,134000,0.019,
2022-08-08,2022-08-17,1.0,133000,134500,0.0113,PP
2022-09-05,2022-09-23,0.0,125500,117500,-0.0637,
2022-10-05,2022-10-27,-1.0,117500,123000,0.0468,NP
2022-11-11,2022-11-22,1.0,129000,127000,-0.0155,PN
2022-12-06,2022-12-26,2.0,123500,129500,0.0486,PP
2023-01-05,2023-01-26,1.0,120000,127200,0.06,PP
2023-02-10,2023-02-15,-1.0,130500,126400,-0.0314,NN
2023-03-06,2023-03-27,4.0,124500,118900,-0.045,PN
2023-04-05,2023-04-27,0.0,117200,116300,-0.0077,
2023-05-11,2023-05-24,1.0,117900,123100,0.0441,PP
2023-06-14,2023-06-30,-1.0,125600,122900,-0.0215,NN
2023-07-17,2023-07-17,1.0,121800,133600,0.0969,PP
2023-08-07,2023-08-23,1.0,134600,135800,0.0089,PP
2023-09-12,2023-09-20,2.0,145300,136300,-0.0619,PN
2023-10-04,2023-10-26,2.0,133500,128800,-0.0352,PN
2023-11-07,2023-11-29,0.0,134300,166200,0.2375,
2023-12-07,2023-12-22,1.0,162300,171700,0.0579,PP
2024-01-02,2024-01-23,1.0,168400,163500,-0.0291,PN
2024-02-05,2024-02-21,0.0,159900,159200,-0.0044,
2024-03-05,2024-03-31,2.0,157500,163500,0.0381,PP
2024-04-12,2024-04-25,0.0,149500,150200,0.0047,
2024-05-04,2024-05-22,3.0,160700,165500,0.0299,PP
2024-06-02,2024-06-23,2.0,153800,151800,-0.013,PN
2024-07-01,2024-07-30,0.0,147800,146600,-0.0081,
2024-08-02,2024-08-23,2.0,145200,148900,0.0255,PP
2024-09-03,2024-09-25,2.0,152500,153400,0.0059,PP
2024-10-02,2024-10-29,1.0,153800,148600,-0.0338,PN
2024-11-02,2024-11-28,-1.0,142700,149800,0.0498,NP
2024-12-02,2024-12-29,-1.0,149100,127800,-0.1429,NN
2025-01-06,2025-01-24,-2.0,128500,113700,-0.1152,NN
2025-02-06,2025-02-24,1.0,127900,129700,0.0141,PP
2025-03-04,2025-03-31,2.0,122900,116200,-0.0545,PN
