trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-07,2021-01-22,-3.0,92860,101079,0.0885,NP
2021-02-07,2021-02-25,0.0,99189,90971,-0.0829,
2021-03-02,2021-03-23,0.0,90120,81336,-0.0975,
2021-04-05,2021-04-29,1.0,87475,119500,0.3661,PP
2021-06-16,2021-06-16,0.0,99200,102000,0.0282,
2021-07-22,2021-07-22,1.0,97000,97800,0.0082,PP
2021-08-02,2021-08-27,-2.0,94500,93300,-0.0127,NN
2021-09-16,2021-09-26,0.0,95700,95200,-0.0052,
2021-10-05,2021-10-31,0.0,90200,91200,0.0111,
2021-11-03,2021-11-25,1.0,92400,84600,-0.0844,PN
2021-12-01,2021-12-27,-1.0,78400,82600,0.0536,NP
2022-01-14,2022-01-28,2.0,82500,74000,-0.103,PN
2022-02-04,2022-02-23,0.0,75000,75800,0.0107,
2022-03-16,2022-03-16,0.0,71100,72500,0.0197,
2022-04-07,2022-04-26,1.0,74000,72700,-0.0176,PN
2022-05-13,2022-05-28,0.0,70800,74700,0.0551,
2022-06-02,2022-06-21,0.0,82000,77600,-0.0537,
2022-07-06,2022-07-22,-1.0,79400,78300,-0.0139,NN
2022-08-02,2022-08-22,2.0,80300,82100,0.0224,PP
2022-09-12,2022-09-29,1.0,80000,74500,-0.0688,PN
2022-10-17,2022-10-17,0.0,76800,78900,0.0273,
2022-11-01,2022-11-23,1.0,78700,82900,0.0534,PP
2022-12-15,2022-12-29,1.0,81000,78100,-0.0358,PN
2023-01-04,2023-01-09,0.0,75600,77800,0.0291,
2023-02-06,2023-02-24,0.0,80800,84800,0.0495,
2023-03-11,2023-03-28,0.0,88200,83200,-0.0567,
2023-04-04,2023-04-28,0.0,83400,87400,0.048,
2023-05-01,2023-05-11,1.0,86500,91000,0.052,PP
2023-06-11,2023-06-28,0.0,91200,88200,-0.0329,
2023-07-06,2023-07-25,0.0,85000,87100,0.0247,
2023-08-01,2023-08-08,1.0,83100,83000,-0.0012,PN
2023-09-01,2023-09-26,1.0,82600,85000,0.0291,PP
2023-10-05,2023-10-05,-1.0,81100,81000,-0.0012,NN
2023-11-26,2023-11-26,0.0,82600,82200,-0.0048,
2023-12-11,2023-12-23,0.0,82800,85800,0.0362,
2024-01-04,2024-01-18,0.0,81600,72100,-0.1164,
2024-02-13,2024-02-29,1.0,93900,93700,-0.0021,PN
2024-03-13,2024-03-27,1.0,96700,89200,-0.0776,PN
2024-04-14,2024-04-24,3.0,76900,79100,0.0286,PP
2024-05-07,2024-05-29,1.0,78100,81500,0.0435,PP
2024-06-05,2024-06-23,-1.0,80000,82500,0.0312,NP
2024-07-01,2024-07-28,1.0,80300,82900,0.0324,PP
2024-08-07,2024-08-29,2.0,77100,80300,0.0415,PP
2024-09-02,2024-09-08,1.0,79300,84600,0.0668,PP
2024-10-02,2024-10-23,-1.0,78400,77500,-0.0115,NN
2024-11-01,2024-11-22,3.0,74900,76800,0.0254,PP
2024-12-05,2024-12-24,0.0,75300,75300,0.0,
2025-01-06,2025-01-23,1.0,73400,73300,-0.0014,PN
2025-02-03,2025-02-23,-2.0,73200,70600,-0.0355,NN
2025-03-04,2025-03-26,0.0,66500,67200,0.0105,
