trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-04,2021-01-24,2.0,81000,86800,0.0716,PP
2021-02-02,2021-02-28,-1.0,84100,82500,-0.019,NN
2021-03-02,2021-03-26,0.0,85100,81500,-0.0423,
2021-04-03,2021-04-30,1.0,85800,81500,-0.0501,PN
2021-05-02,2021-05-24,1.0,81000,79700,-0.016,PN
2021-06-02,2021-06-29,0.0,80400,81000,0.0075,
2021-07-07,2021-07-30,-2.0,81200,78500,-0.0333,NN
2021-08-05,2021-08-22,1.0,83300,72700,-0.1273,PN
2021-09-07,2021-09-29,-1.0,77100,74100,-0.0389,NN
2021-10-03,2021-10-18,0.0,73000,70200,-0.0384,
2021-11-04,2021-11-23,1.0,71200,75300,0.0576,PP
2021-12-08,2021-12-20,1.0,78300,77100,-0.0153,PN
2022-01-02,2022-01-27,3.0,79400,71300,-0.102,PN
2022-02-04,2022-02-23,0.0,74300,73000,-0.0175,
2022-03-07,2022-03-22,0.0,70000,70300,0.0043,
2022-04-11,2022-04-29,0.0,67800,67400,-0.0059,
2022-05-03,2022-05-24,3.0,67400,66500,-0.0134,PN
2022-06-02,2022-06-30,-2.0,66600,57000,-0.1441,NN
2022-07-07,2022-07-22,1.0,56400,61300,0.0869,PP
2022-08-03,2022-08-30,0.0,61600,58800,-0.0455,
2022-09-03,2022-09-27,-1.0,57400,54200,-0.0557,NN
2022-10-12,2022-10-31,-1.0,55700,59400,0.0664,NP
2022-11-07,2022-11-27,2.0,59700,61000,0.0218,PP
2022-12-07,2022-12-20,0.0,58800,58600,-0.0034,
2023-01-03,2023-02-01,0.0,55400,61800,0.1155,
2023-02-16,2023-02-28,-1.0,62500,60600,-0.0304,NN
2023-03-16,2023-03-16,-1.0,59200,59900,0.0118,NP
2023-04-07,2023-04-26,-3.0,63800,64100,0.0047,NP
2023-05-04,2023-05-30,3.0,65600,72300,0.1021,PP
2023-06-05,2023-06-05,0.0,72700,71700,-0.0138,
2023-07-07,2023-07-19,1.0,71100,71700,0.0084,PP
2023-08-07,2023-08-25,1.0,67700,67100,-0.0089,PN
2023-10-06,2023-10-31,2.0,67100,66900,-0.003,PN
2023-11-02,2023-11-23,0.0,70000,72400,0.0343,
2023-12-07,2023-12-27,-2.0,71800,78000,0.0864,NP
2024-01-03,2024-01-31,2.0,78500,72700,-0.0739,PN
2024-02-05,2024-02-27,1.0,74200,72900,-0.0175,PN
2024-03-08,2024-03-20,0.0,72800,76900,0.0563,
2024-04-04,2024-04-23,4.0,85200,75500,-0.1138,PN
2024-05-02,2024-05-28,3.0,77600,77600,0.0,PP
2024-06-06,2024-06-29,-2.0,78400,81500,0.0395,NP
2024-07-05,2024-07-24,2.0,85600,82000,-0.0421,PN
2024-08-07,2024-08-23,3.0,73000,77700,0.0644,PP
2024-09-03,2024-09-25,-1.0,74100,62200,-0.1606,NN
2024-10-07,2024-10-22,-3.0,60200,57700,-0.0415,NN
2024-11-07,2024-11-26,-1.0,56900,58300,0.0246,NP
2024-12-03,2024-12-09,-1.0,53100,53400,0.0056,NP
2025-01-04,2025-01-30,1.0,54400,53700,-0.0129,PN
2025-02-06,2025-02-28,2.0,53400,54500,0.0206,PP
2025-03-06,2025-03-21,1.0,54100,61700,0.1405,PP
