trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-06,2021-01-26,1,255500,340000,0.3307,PP
2017-04-20,2021-02-28,0,233000,262500,0.1266,
2021-03-04,2021-03-30,-2,275000,281000,0.0218,NP
2021-04-06,2021-04-22,1,282500,300000,0.0619,PP
2021-05-03,2021-05-25,-1,275000,269500,-0.02,NN
2021-06-07,2021-06-30,1,272500,282500,0.0367,PP
2021-07-06,2021-07-22,-2,277500,277500,0.0,NP
2021-08-04,2021-08-30,1,271500,258500,-0.0479,PN
2021-09-01,2021-09-23,2,263000,271500,0.0323,PP
2021-10-01,2021-10-27,1,265000,252500,-0.0472,PN
2021-11-05,2021-11-29,-1,250000,254500,0.018,NP
2021-12-02,2021-12-25,-1,259500,255000,-0.0173,NN
2022-01-06,2022-01-25,0,247500,224000,-0.0949,
2022-02-02,2022-02-23,0,222500,227000,0.0202,
2022-03-04,2022-03-22,0,232500,239500,0.0301,
2022-04-07,2022-04-27,2,246000,261500,0.063,PP
2022-05-07,2022-05-23,1,255500,246000,-0.0372,PN
2022-06-01,2022-06-29,1,245000,218000,-0.1102,PN
2022-07-07,2022-07-27,1,209000,219500,0.0502,PP
2022-08-04,2022-08-24,2,218000,232500,0.0665,PP
2022-09-04,2022-09-25,1,225000,214500,-0.0467,PN
2022-10-03,2022-10-24,-1,196500,202000,0.028,NP
2022-11-07,2022-11-30,1,218000,219000,0.0046,PP
2022-12-02,2022-12-22,0,218000,201000,-0.078,
2023-01-04,2023-01-31,0,182000,198100,0.0885,
2023-02-02,2023-02-23,-1,201500,182500,-0.0943,NN
2023-03-02,2023-03-27,-1,177600,164900,-0.0715,NN
2023-04-04,2023-04-26,1,171000,163400,-0.0444,PN
2023-05-04,2023-05-23,-2,162400,171900,0.0585,NP
2023-06-07,2023-06-24,1,171300,158200,-0.0765,PN
2023-07-06,2023-07-26,1,146400,146200,-0.0014,PN
2023-08-06,2023-08-28,2,154600,144500,-0.0653,PN
2023-09-01,2023-09-27,-1,145700,146200,0.0034,NP
2023-10-02,2023-10-22,0,144900,145200,0.0021,
2023-11-02,2023-11-23,-1,147400,163300,0.1079,NP
2023-12-07,2023-12-25,1,167300,173500,0.0371,PP
2024-01-07,2024-01-23,0,171300,158900,-0.0724,
2024-02-04,2024-02-26,0,195600,190200,-0.0276,
2024-03-06,2024-03-28,0,192800,182600,-0.0529,
2024-04-04,2024-04-30,0,177800,166000,-0.0664,
2024-05-07,2024-05-31,-3,161800,176200,0.089,NP
2024-06-03,2024-06-24,-3,176200,158000,-0.1033,NN
2024-07-01,2024-07-26,-1,158400,149400,-0.0568,NN
2024-08-05,2024-08-22,0,142400,142000,-0.0028,
2024-09-04,2024-09-26,-1,143800,156300,0.0869,NP
2024-10-02,2024-10-28,0,151000,150300,-0.0046,
2024-11-04,2024-11-29,0,148400,136600,-0.0795,
2024-12-05,2024-12-23,-3,136200,139800,0.0264,NP
2025-01-02,2025-01-29,2,131600,148500,0.1284,PP
2025-02-05,2025-02-25,1,140500,150000,0.0676,PP
2025-03-03,2025-03-27,0,142100,137200,-0.0345,
