trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-03-10,2021-03-24,1.0,10200,10050,-0.0147,PN
2021-04-26,2021-04-26,1.0,11250,11050,-0.0178,PN
2021-05-12,2021-05-12,0.0,9710,9580,-0.0134,
2021-07-23,2021-07-23,0.0,8710,8670,-0.0046,
2021-08-09,2021-08-09,0.0,8270,8240,-0.0036,
2021-11-10,2021-11-10,0.0,6460,6290,-0.0263,
2021-12-03,2021-12-03,1.0,6100,6670,0.0934,PP
2022-01-18,2022-01-18,0.0,7130,7030,-0.014,
2022-02-16,2022-02-16,-1.0,6620,6590,-0.0045,NN
2022-03-07,2022-03-07,0.0,6800,6860,0.0088,
2022-06-22,2022-06-22,0.0,5920,5530,-0.0659,
2022-09-13,2022-09-13,0.0,5900,5950,0.0085,
2022-10-12,2022-10-12,0.0,4585,4615,0.0065,
2022-11-03,2022-11-03,0.0,5130,5210,0.0156,
2022-12-07,2022-12-08,0.0,5800,5730,-0.0121,
2023-02-06,2023-02-20,2.0,5940,6130,0.032,PP
2023-03-15,2023-03-15,0.0,5600,5590,-0.0018,
2023-04-04,2023-04-19,1.0,6100,6430,0.0541,PP
2023-05-09,2023-05-09,0.0,6820,6860,0.0059,
2023-06-30,2023-06-30,1.0,8090,8090,0.0,PP
2023-08-10,2023-08-10,0.0,6720,6660,-0.0089,
2023-10-30,2023-10-30,0.0,6200,6220,0.0032,
2023-11-07,2023-11-07,0.0,6470,6460,-0.0015,
2024-01-09,2024-01-09,1.0,6920,6950,0.0043,PP
2024-02-01,2024-02-15,-1.0,6740,6890,0.0223,NP
2024-03-12,2024-03-26,0.0,6490,6340,-0.0231,
2024-04-17,2024-04-17,0.0,5580,5510,-0.0125,
2024-05-10,2024-05-10,-1.0,5690,5630,-0.0105,NN
2024-10-21,2024-10-22,1.0,4405,4365,-0.0091,PN
2024-12-30,2024-12-30,0.0,3855,3885,0.0078,
