trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-04,2021-01-28,-1,17423,21259,0.2202,NP
2021-02-02,2021-02-22,1,21305,22969,0.0781,PP
2021-03-03,2021-03-29,-2,21212,20288,-0.0436,NN
2021-04-06,2021-04-28,0,22737,24216,0.065,
2021-05-04,2021-05-31,0,22275,22183,-0.0041,
2021-06-07,2021-06-25,0,21767,22414,0.0297,
2021-07-07,2021-07-28,1,22413,21166,-0.0556,PN
2021-08-05,2021-08-31,2,21166,18948,-0.1048,PN
2021-09-01,2021-09-22,0,18947,18486,-0.0243,
2021-10-06,2021-10-29,0,16729,18208,0.0884,
2021-11-03,2021-11-25,2,18162,19826,0.0916,PP
2021-12-06,2021-12-22,2,19040,21166,0.1117,PP
2022-01-03,2022-01-26,1,22922,19502,-0.1492,PN
2022-02-04,2022-02-28,-1,17653,17284,-0.0209,NN
2022-03-07,2022-03-22,2,16960,18486,0.09,PP
2022-04-05,2022-04-27,0,18531,16082,-0.1322,
2022-05-04,2022-05-25,-1,15897,15898,0.0001,NP
2022-06-02,2022-06-22,0,16174,14003,-0.1342,
2022-07-05,2022-07-27,0,13309,13910,0.0452,
2022-08-05,2022-08-29,1,14788,13725,-0.0719,PN
2022-09-06,2022-09-22,3,14788,12801,-0.1344,PN
2022-10-05,2022-10-31,2,12015,11784,-0.0192,PN
2022-11-07,2022-11-24,0,12523,13494,0.0775,
2022-12-04,2022-12-22,-2,13402,12016,-0.1034,NN
2023-01-03,2023-01-27,-3,11507,13106,0.139,NP
2023-02-03,2023-02-23,1,12865,14511,0.1279,PP
2023-03-03,2023-03-26,-1,13966,14095,0.0092,NP
2023-04-03,2023-04-24,0,15010,14964,-0.0031,
2023-05-06,2023-05-23,-1,13595,14585,0.0728,NP
2023-06-01,2023-06-27,3,14510,14742,0.016,PP
2023-07-05,2023-07-26,0,14649,12330,-0.1583,
2023-08-07,2023-08-24,2,12856,12376,-0.0373,PN
2023-09-01,2023-09-26,-1,12385,12311,-0.006,NN
2023-10-06,2023-10-25,-3,11312,11627,0.0278,NP
2023-11-05,2023-11-23,1,12310,12062,-0.0201,PN
2023-12-01,2023-12-28,1,11580,11775,0.0168,PP
2024-01-07,2024-01-30,2,12348,11850,-0.0403,PN
2024-02-07,2024-02-22,2,11580,11680,0.0086,PP
2024-03-06,2024-03-29,4,11050,10750,-0.0271,PN
2024-04-02,2024-04-29,3,10730,10610,-0.0112,PN
2024-05-07,2024-05-24,0,10740,9990,-0.0698,
2024-06-05,2024-06-26,4,10140,11350,0.1193,PP
2024-07-03,2024-07-24,2,12050,12510,0.0382,PP
2024-08-07,2024-08-31,-1,10290,11260,0.0943,NP
2024-09-06,2024-09-24,3,10750,10830,0.0074,PP
2024-10-03,2024-10-23,1,10570,10700,0.0123,PP
2024-11-06,2024-11-22,0,10430,9840,-0.0566,
2024-12-04,2024-12-25,2,9590,9440,-0.0156,PN
2025-01-07,2025-01-23,0,9330,8990,-0.0364,
2025-02-02,2025-02-25,2,9130,9590,0.0504,PP
2025-03-05,2025-03-26,3,9150,9380,0.0251,PP
