trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-04,2021-01-04,-1.0,26500,26300,-0.0075,NN
2021-03-09,2021-03-16,1.0,30500,29800,-0.023,PN
2021-04-12,2021-04-29,1.0,32500,32850,0.0108,PP
2021-06-01,2021-06-01,0.0,35300,35100,-0.0057,
2021-07-15,2021-07-15,0.0,33000,33050,0.0015,
2021-08-21,2021-08-21,0.0,30000,30150,0.005,
2021-10-22,2021-10-22,0.0,33050,33050,0.0,
2022-01-13,2022-01-13,0.0,33000,33000,0.0,
2022-03-18,2022-03-25,0.0,31750,31750,0.0,
2022-04-13,2022-04-13,0.0,32500,32650,0.0046,
2022-05-26,2022-05-26,1.0,32850,33000,0.0046,PP
2022-08-29,2022-08-29,1.0,32600,32300,-0.0092,PN
2022-09-15,2022-09-15,0.0,33300,34900,0.048,
2022-10-20,2022-10-23,1.0,31900,32000,0.0031,PP
2023-01-03,2023-01-22,1.0,32750,33550,0.0244,PP
2023-02-01,2023-02-01,0.0,33500,33450,-0.0015,
2023-03-12,2023-03-15,0.0,32750,32200,-0.0168,
2023-05-08,2023-05-08,-1.0,33850,34300,0.0133,NP
2023-09-25,2023-09-25,-1.0,32000,32100,0.0031,NP
2023-10-20,2023-10-20,0.0,31800,31650,-0.0047,
2023-12-19,2023-12-19,1.0,32900,32900,0.0,PP
2024-02-15,2024-02-15,0.0,37200,36100,-0.0296,
2024-03-03,2024-03-25,0.0,38850,42200,0.0862,
2024-04-02,2024-04-02,0.0,39650,39300,-0.0088,
2024-05-14,2024-05-14,-1.0,37650,37750,0.0027,NP
2024-06-07,2024-06-12,0.0,38800,37150,-0.0425,
2024-09-04,2024-09-04,0.0,37450,37500,0.0013,
2024-10-07,2024-10-22,1.0,42050,40650,-0.0333,PN
2024-11-05,2024-11-11,1.0,41750,40850,-0.0216,PN
2025-01-06,2025-01-06,0.0,37550,37650,0.0027,
2025-03-04,2025-03-24,1.0,38300,38700,0.0104,PP
