trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-04,2021-01-27,1.0,185500,220000,0.186,PP
2021-02-08,2021-02-25,2.0,211000,208000,-0.0142,PN
2021-03-02,2021-03-15,3.0,207000,217000,0.0483,PP
2021-04-06,2021-04-29,3.0,213500,206000,-0.0351,PN
2021-05-07,2021-05-26,3.0,197000,198000,0.0051,PP
2021-06-06,2021-06-15,3.0,215500,224000,0.0394,PP
2021-07-12,2021-07-26,1.0,229000,231500,0.0109,PP
2021-08-03,2021-08-16,0.0,223500,213000,-0.047,
2021-09-07,2021-09-20,3.0,228500,216000,-0.0547,PN
2021-10-14,2021-10-28,2.0,191500,209500,0.094,PP
2021-11-03,2021-11-25,2.0,217000,294000,0.3548,PP
2021-12-04,2021-12-25,-1.0,289500,361000,0.247,NP
2022-01-07,2022-01-26,0.0,332000,330500,-0.0045,
2022-02-07,2022-02-25,3.0,345000,327000,-0.0522,PN
2022-03-03,2022-03-30,1.0,325500,387000,0.1889,PP
2022-04-07,2022-04-25,0.0,374000,372500,-0.004,
2022-05-03,2022-05-31,0.0,346500,385000,0.1111,
2022-06-10,2022-06-28,0.0,380500,354000,-0.0696,
2022-07-07,2022-07-22,4.0,349500,343500,-0.0172,PN
2022-08-01,2022-08-25,3.0,364500,341500,-0.0631,PN
2022-09-06,2022-09-26,3.0,339500,324500,-0.0442,PN
2022-10-19,2022-10-25,0.0,289000,293000,0.0138,
2022-11-06,2022-11-16,-1.0,279500,318000,0.1377,NP
2022-12-07,2022-12-26,2.0,285000,273000,-0.0421,PN
2023-01-06,2023-01-27,5.0,263500,284000,0.0778,PP
2023-02-03,2023-02-22,2.0,276000,286000,0.0362,PP
2023-03-01,2023-03-29,0.0,277000,269000,-0.0289,
2023-04-06,2023-04-24,4.0,265000,262000,-0.0113,PN
2023-05-03,2023-05-31,1.0,261500,307000,0.174,PP
2023-06-02,2023-06-26,0.0,309500,308000,-0.0048,
2023-07-03,2023-07-26,1.0,314000,271500,-0.1354,PN
2023-08-04,2023-08-23,1.0,265000,255500,-0.0358,PN
2023-09-05,2023-09-26,0.0,272500,242000,-0.1119,
2023-10-06,2023-10-30,0.0,237000,226500,-0.0443,
2023-11-06,2023-11-29,-1.0,233500,236500,0.0128,NP
2023-12-04,2023-12-27,3.0,235500,233000,-0.0106,PN
2024-01-02,2024-01-22,2.0,237500,213000,-0.1032,PN
2024-02-02,2024-02-22,-1.0,192600,208000,0.08,NP
2024-03-07,2024-03-28,1.0,187600,197500,0.0528,PP
2024-04-07,2024-04-24,3.0,199700,209000,0.0466,PP
2024-05-07,2024-05-26,0.0,237500,236500,-0.0042,
2024-06-04,2024-06-24,3.0,250500,262000,0.0459,PP
2024-07-04,2024-07-25,5.0,266000,258500,-0.0282,PN
2024-08-07,2024-08-23,2.0,227000,254000,0.1189,PP
2024-09-06,2024-09-26,2.0,240000,229500,-0.0438,PN
2024-10-06,2024-10-24,0.0,213500,176000,-0.1756,
2024-11-07,2024-11-22,-2.0,171700,164700,-0.0408,NN
2024-12-05,2024-12-24,1.0,162500,164600,0.0129,PP
2025-01-02,2025-01-22,0.0,161800,161200,-0.0037,
2025-02-02,2025-02-28,3.0,145400,162400,0.1169,PP
2025-03-06,2025-03-24,5.0,166900,163700,-0.0192,PN
