trade_start,trade_end,score,open_price,close_price,change_ratio,confusion_label
2021-01-23,2021-01-23,0.0,65100,64400,-0.0108,
2021-02-03,2021-02-16,1.0,76000,78000,0.0263,PP
2021-03-02,2021-03-19,0.0,71600,65100,-0.0908,
2021-04-26,2021-04-26,1.0,74400,73300,-0.0148,PN
2021-05-13,2021-05-13,0.0,63700,64200,0.0078,
2021-06-14,2021-06-23,0.0,68900,71000,0.0305,
2021-08-06,2021-08-22,1.0,82400,74600,-0.0947,PN
2021-09-27,2021-09-27,1.0,87900,98900,0.1251,PP
2021-10-25,2021-10-25,-1.0,104500,105500,0.0096,NP
2021-11-12,2021-11-18,2.0,110500,129500,0.1719,PP
2021-12-15,2021-12-28,1.0,119000,130000,0.0924,PP
2022-01-12,2022-01-12,0.0,110000,113000,0.0273,
2022-02-14,2022-02-27,0.0,93000,89300,-0.0398,
2022-03-16,2022-03-16,0.0,84300,83900,-0.0047,
2022-04-07,2022-04-10,0.0,98100,103000,0.0499,
2022-05-13,2022-05-24,2.0,77000,93900,0.2195,PP
2022-06-07,2022-06-21,1.0,86200,77000,-0.1067,PN
2022-07-03,2022-07-20,1.0,68700,70100,0.0204,PP
2022-08-09,2022-08-18,1.0,75900,72500,-0.0448,PN
2022-09-21,2022-09-29,1.0,62500,52400,-0.1616,PN
2022-10-04,2022-10-23,1.0,51600,58800,0.1395,PP
2022-11-08,2022-11-30,-1.0,62800,61900,-0.0143,NN
2022-12-22,2022-12-22,0.0,54300,54700,0.0074,
2023-01-06,2023-01-29,1.0,52300,64400,0.2314,PP
2023-02-09,2023-02-26,1.0,63700,61700,-0.0314,PN
2023-03-06,2023-03-30,0.0,73400,66500,-0.094,
2023-04-07,2023-04-20,0.0,71800,65200,-0.0919,
2023-05-07,2023-05-31,1.0,62100,57300,-0.0773,PN
2023-06-21,2023-06-24,-1.0,58800,56500,-0.0391,NN
2023-07-04,2023-07-16,2.0,49950,54300,0.0871,PP
2023-08-07,2023-08-24,1.0,50500,48150,-0.0465,PN
2023-09-06,2023-09-28,0.0,48350,39800,-0.1768,
2023-10-03,2023-10-31,1.0,39350,38500,-0.0216,PN
2023-11-01,2023-11-29,1.0,39000,44950,0.1526,PP
2023-12-07,2023-12-13,0.0,44000,41550,-0.0557,
2024-01-17,2024-01-23,1.0,36800,32500,-0.1168,PN
2024-02-17,2024-02-23,0.0,35500,36900,0.0394,
2024-03-12,2024-03-26,2.0,38000,49850,0.3118,PP
2024-04-01,2024-04-18,1.0,49000,42000,-0.1429,PN
2024-05-03,2024-05-31,0.0,45500,47600,0.0462,
2024-06-04,2024-06-26,0.0,47800,53300,0.1151,
2024-07-05,2024-07-15,0.0,52400,46250,-0.1174,
2024-08-07,2024-08-27,-3.0,34300,37650,0.0977,NP
2024-09-05,2024-09-24,1.0,40050,41500,0.0362,PP
2024-10-14,2024-10-14,0.0,42200,40750,-0.0344,
2024-11-01,2024-11-22,-4.0,37300,26600,-0.2869,NN
2024-12-06,2024-12-29,0.0,22900,23600,0.0306,
2025-01-05,2025-01-13,-2.0,24350,23550,-0.0329,NN
2025-02-07,2025-02-24,-1.0,22400,30000,0.3393,NP
2025-03-06,2025-03-27,0.0,27250,25300,-0.0716,
