,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,비유동부채 변화율,부채총계 변화율,법인세차감전 순이익 변화율,소비자물가지수 변화율,Label,Code
13,하이트진로,2021,Q3,생활소비재,0.08553042000862286,0.06736077481840197,0.023598230002784604,0.007834902605450944,-0.017114956466026676,-0.5571987962744418,0.01761921683046319,0.20334813704858318,000080
13,CJ,2021,Q3,생활소비재,0.019682560711275984,0.06736077481840197,0.01294688481611983,0.0010053258070599203,-0.02619335590160765,1.5274439073273611,0.01761921683046319,-0.049183820687011576,001040
13,대상,2021,Q3,생활소비재,-0.029237376103471387,0.06736077481840197,0.026442307744815485,0.013072277985940017,0.01355893413074738,-0.29697704121157387,0.01761921683046319,0.017341955966959574,001680
13,오리온,2021,Q3,생활소비재,0.05424610026085463,0.06736077481840197,0.800574194613731,0.008205447039801639,-0.04081246355999868,8.657845119813922,0.01761921683046319,-0.041456974598205895,001800
13,아모레G,2021,Q3,생활소비재,-0.08556041872996603,0.06736077481840197,0.018567930205739547,0.4087790155799227,-0.04912912535517466,-0.7858977716274244,0.01761921683046319,-0.00833068060234668,002790
13,남양유업,2021,Q3,생활소비재,-0.1549867908396843,0.06736077481840197,-0.01589649551061645,-0.003931316577776789,0.007429231410120973,-0.18591826146493418,0.01761921683046319,0.0018168583606366084,003920
13,농심,2021,Q3,생활소비재,-0.010734772595054225,0.06736077481840197,0.010720752177248105,-0.03804880052532156,-0.0015918494978492959,0.757859249945346,0.01761921683046319,0.10709349271989102,004370
13,빙그레,2021,Q3,생활소비재,0.025614074810165338,0.06736077481840197,0.9306133576446585,0.03780316183399424,-0.04559251390248553,0.5748714542675595,0.01761921683046319,0.06609510289579595,005180
13,롯데칠성,2021,Q3,생활소비재,0.0729633033194919,0.06736077481840197,0.042638731008894926,-0.08143507061958122,0.0019348538779835334,2.1896845680038,0.01761921683046319,0.2759766312462517,005300
13,현대그린푸드,2021,Q3,생활소비재,0.02095656937228,0.06736077481840197,0.010775177517396983,-0.02492368101262099,-0.039893922764871914,-0.3204910368982107,0.01761921683046319,0.011690806518644348,005440
13,삼립식품,2021,Q3,생활소비재,-0.03146818545343109,0.06736077481840197,0.018381964149829733,-0.018489157570360404,0.03323120647132938,-0.2326954034302704,0.01761921683046319,0.39023344982245645,005610
13,크라운제과,2021,Q3,생활소비재,-0.0902816358710794,0.06736077481840197,-0.001323251769958067,0.007291644524890506,0.004117845935089903,0.4284354867880835,0.01761921683046319,0.1232020655509444,005740
13,GS리테일,2021,Q3,생활소비재,0.0064834991478803575,0.06736077481840197,0.354943043572566,-0.05369666135115225,0.08307129279308612,15.167937419787009,0.01761921683046319,-0.03777362464368331,007070
13,오뚜기,2021,Q3,생활소비재,-0.04661728940459673,0.06736077481840197,0.02158131225086346,-0.007983799829643923,-0.02378822637830391,0.4956872875017666,0.01761921683046319,0.006480859993874724,007310
13,한국전력,2021,Q3,생활소비재,-0.004189184261386418,0.06736077481840197,-0.029943443221027044,0.07664956898545716,0.012065877680699,0.1546779929728339,0.01761921683046319,0.12009923295027176,015760
13,KT&G,2021,Q3,생활소비재,0.09704264623873676,0.06736077481840197,0.6120770717100623,0.0706236889035321,0.09634141090553916,0.2154003982262982,0.01761921683046319,0.03996938806834977,033780
13,무학,2021,Q3,생활소비재,0.22930544792434523,0.06736077481840197,-0.045946930450436296,-0.48526196630593266,-0.10299666163853127,-3.461929256758587,0.01761921683046319,0.20651612967875932,033920
13,한국가스공사,2021,Q3,생활소비재,0.296508782531001,0.06736077481840197,-0.05262680995331237,0.022968993378780667,0.08225733712234584,3.2716498785693453,0.01761921683046319,-0.0009766287031386933,036460
13,팜스코,2021,Q3,생활소비재,-0.016460494916744117,0.06736077481840197,0.0025851455421188607,0.02790176482577733,0.06495661943925812,-0.911114257747432,0.01761921683046319,0.08116460271344214,036580
13,동원F&B,2021,Q3,생활소비재,0.026418884917824653,0.06736077481840197,0.7818500257465513,0.00589382784882031,0.12402742670303679,2.7497914112560036,0.01761921683046319,-0.04598433884068101,049770
13,LG생활건강,2021,Q3,생활소비재,-0.09579271961492178,0.06736077481840197,0.0605721779770092,2.09488438038947,0.16923908492926554,0.38838100228280625,0.01761921683046319,-0.2218117191255289,051900
13,에이블씨엔씨,2021,Q3,생활소비재,-0.05973502730722947,0.06736077481840197,0.010611881037732696,-0.17571208550760875,-0.22854639069769012,-0.9988670449349928,0.01761921683046319,0.06701185328629161,078520
13,아모레퍼시픽,2021,Q3,생활소비재,-0.09863362870583087,0.06736077481840197,0.016979416502708178,0.02179048763721303,0.13079918373160226,-0.07088110856225738,0.01761921683046319,-0.06489539016131383,090430
