,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,비유동부채 변화율,부채총계 변화율,법인세차감전 순이익 변화율,소비자물가지수 변화율,Label,Code
27,하이트진로,2018,Q1,생활소비재,-0.04948171985198782,0.08575762500677153,-0.17417891544136044,0.43119421570573335,-0.07394347021207714,2.562316994449643,-0.2528409114579355,-0.08982263492396855,000080
27,CJ,2018,Q1,생활소비재,0.06456432208947764,0.08575762500677153,-0.019818424766712694,0.2198254107251465,0.2647838509458065,-1.665770586400051,-0.2528409114579355,-0.07695835042899499,001040
27,대상,2018,Q1,생활소비재,0.02797127356775445,0.08575762500677153,0.015370072491683429,-0.19748671965179532,-0.03758065557103929,-6.997180527421078,-0.2528409114579355,-0.0001030087557442605,001680
27,오리온,2018,Q1,생활소비재,-0.10431789820217621,0.08575762500677153,-0.9926994593784183,0.9084235137684953,5.1557784364029615,-58.94208828248153,-0.2528409114579355,-0.02112350920796012,001800
27,아모레G,2018,Q1,생활소비재,-0.1360954223272263,0.08575762500677153,0.0141200532035346,-0.000744620215749503,0.7281673227098895,3.7569082508566494,-0.2528409114579355,-0.15131130972098725,002790
27,남양유업,2018,Q1,생활소비재,-0.005378676854668178,0.08575762500677153,-0.001022363290348327,0.19007623406988983,0.02364220508534176,0.27684695884126387,-0.2528409114579355,0.039370590936152326,003920
27,농심,2018,Q1,생활소비재,0.05797105464624123,0.08575762500677153,0.0029484114677724715,-0.0037552667810434315,0.08606057070953699,1.1292105256990066,-0.2528409114579355,-0.0013150414660246385,004370
27,빙그레,2018,Q1,생활소비재,0.048984254228570764,0.08575762500677153,-0.834798981741074,0.22389707911038847,0.2090640500783736,-0.6381922803324904,-0.2528409114579355,0.10809174648389712,005180
27,롯데칠성,2018,Q1,생활소비재,0.034072599802839096,0.08575762500677153,-0.009517764297424791,0.24066308542314796,0.0929251450164097,-0.9991933277134956,-0.2528409114579355,-0.019506453568047727,005300
27,현대그린푸드,2018,Q1,생활소비재,0.09398526413280744,0.08575762500677153,0.023161907917499613,-0.005300282775021037,0.0337024112438129,-0.5452243180740848,-0.2528409114579355,-0.039169150428335436,005440
27,삼립식품,2018,Q1,생활소비재,-0.046527513696990264,0.08575762500677153,-0.0124890728327125,0.026533447071428462,-0.0698751651829701,-0.5278707745378053,-0.2528409114579355,-0.007293863780074225,005610
27,크라운제과,2018,Q1,생활소비재,0.3741074069379304,0.08575762500677153,-0.5908426610772713,-0.05680887320027306,0.07391908634766953,-7.382509332446794,-0.2528409114579355,-0.18138182906496925,005740
27,GS리테일,2018,Q1,생활소비재,0.24640237284137154,0.08575762500677153,-0.019807298246239058,0.015416196218032141,0.04413976418470589,-0.47893858250640564,-0.2528409114579355,0.010624514228784923,007070
27,오뚜기,2018,Q1,생활소비재,0.03997906446173767,0.08575762500677153,0.010247972724588772,-0.0264025335522432,0.18603100442243803,0.7868770022545706,-0.2528409114579355,0.2499458499548869,007310
27,한국전력,2018,Q1,생활소비재,0.12546416759389964,0.08575762500677153,-0.028943881252645243,0.027179590430653988,0.03506761660543267,9.090771573400653,-0.2528409114579355,-0.061159645291161246,015760
27,KT&G,2018,Q1,생활소비재,-0.0008389680084445739,0.08575762500677153,-0.7694996189579277,-0.14284167477691423,0.30335052302167065,0.45116197648532586,-0.2528409114579355,0.16882853961505645,033780
27,무학,2018,Q1,생활소비재,-0.03293193053618971,0.08575762500677153,-0.014009205905664346,-0.2327120375101568,0.008313189148954514,-1.143132699712143,-0.2528409114579355,-0.034640601167517174,033920
27,한국가스공사,2018,Q1,생활소비재,0.2188319700870702,0.08575762500677153,0.1894181746446295,0.029198294413006698,0.008084564516928516,7.108347661584423,-0.2528409114579355,0.012370574111864818,036460
27,팜스코,2018,Q1,생활소비재,0.020848069893140805,0.08575762500677153,0.017554350230362337,0.007630060255647386,0.12471967089802583,-0.0718968681574218,-0.2528409114579355,-0.01854721701905933,036580
27,동원F&B,2018,Q1,생활소비재,0.08545927449712974,0.08575762500677153,-0.6308567297746004,0.4746505388681135,0.06575551090499476,-11.398846756274214,-0.2528409114579355,0.3095261187910555,049770
27,LG생활건강,2018,Q1,생활소비재,0.051399488659872636,0.08575762500677153,0.032872101897314154,0.05641394839857505,-0.01635775446747534,1.747527533776581,-0.2528409114579355,0.013155383941900772,051900
