,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,비유동부채 변화율,부채총계 변화율,법인세차감전 순이익 변화율,소비자물가지수 변화율,Label,Code
33,하이트진로,2016,Q3,생활소비재,-0.03598531033709729,0.005784579336604034,0.019400058661172448,0.007578404108758541,-0.01355021992291161,-0.4965490301398281,-0.1224419591674838,-0.17068264442794995,000080
33,CJ,2016,Q3,생활소비재,-0.1523368496930036,0.005784579336604034,0.004574507703857478,0.007249193258550113,0.009749785234711927,0.028864798176029716,-0.1224419591674838,-0.06228555020128465,001040
33,대상,2016,Q3,생활소비재,-0.13602207737328315,0.005784579336604034,0.05498587715038128,0.01379193633164566,-0.00817208320250784,0.4067816851806436,-0.1224419591674838,-0.27888938087563453,001680
33,오리온,2016,Q3,생활소비재,-0.18535685414290062,0.005784579336604034,0.024592276178315498,-0.1605360508029724,-0.14762843971542128,-0.31802019502549705,-0.1224419591674838,-0.17317446296599925,001800
33,아모레G,2016,Q3,생활소비재,0.025949920262107042,0.005784579336604034,-0.0010731504098437927,0.01301595309686876,0.021706233232989813,-3.041531187439077,-0.1224419591674838,-0.3155265935223543,002790
33,남양유업,2016,Q3,생활소비재,0.005181239854440141,0.005784579336604034,0.008543108875769923,-0.11207685588350424,-0.0579256205688794,-0.30062247363327343,-0.1224419591674838,0.1127092949915663,003920
33,농심,2016,Q3,생활소비재,-0.1457451772756213,0.005784579336604034,0.011822760087215833,-0.03885686732472038,-0.0695048691176946,0.8627131513314488,-0.1224419591674838,-0.12867600189882653,004370
33,빙그레,2016,Q3,생활소비재,-0.015148782523825285,0.005784579336604034,1.2952123035638423,-0.01389388780367462,-0.08219523620237568,0.9583255234710171,-0.1224419591674838,-0.039775037143353675,005180
33,롯데칠성,2016,Q3,생활소비재,-0.04036610090069271,0.005784579336604034,0.018555124496791864,0.002219944672770202,0.009406354006189721,0.21053650173321858,-0.1224419591674838,-0.208945235739463,005300
33,현대그린푸드,2016,Q3,생활소비재,-0.06730279186944621,0.005784579336604034,0.019720730260001984,-0.08802069287186154,0.24939971943959316,0.0010907333123508778,-0.1224419591674838,-0.18310686026381745,005440
33,삼립식품,2016,Q3,생활소비재,-0.08257330918951808,0.005784579336604034,0.02211577162651479,0.06398974857759443,0.07955824098325182,-0.48095669311906064,-0.1224419591674838,0.15027343740866905,005610
33,크라운제과,2016,Q3,생활소비재,-0.20353549157697867,0.005784579336604034,0.00913437778955739,0.004276006770203011,0.13020609868437494,-0.42551539024847995,-0.1224419591674838,0.03330212457718697,005740
33,GS리테일,2016,Q3,생활소비재,-0.01442743672275524,0.005784579336604034,-0.05054044103852395,-0.43176300413297997,0.013863643037129503,0.3934242584765659,-0.1224419591674838,-0.04133650312588509,007070
33,오뚜기,2016,Q3,생활소비재,-0.17209549331982874,0.005784579336604034,0.03866694768792689,-0.0215868369313601,0.01053955082564828,0.052687429542165765,-0.1224419591674838,0.04818200962376175,007310
33,한국전력,2016,Q3,생활소비재,-0.22526467783428658,0.005784579336604034,0.05629705268722707,-0.018146853813134523,-0.02532108315584214,0.4750113512481986,-0.1224419591674838,-0.09982619946331711,015760
33,KT&G,2016,Q3,생활소비재,-0.10410088890544986,0.005784579336604034,0.39259406030563504,0.036714611639130146,-0.05445958747422475,-0.24208061938903636,-0.1224419591674838,-0.18682754603796783,033780
33,무학,2016,Q3,생활소비재,-0.022529302909010077,0.005784579336604034,0.08008946014636709,1.9246006705882355,-0.11912167190582357,1.480224751489391,-0.1224419591674838,-0.1610136296638855,033920
