,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,비유동부채 변화율,부채총계 변화율,법인세차감전 순이익 변화율,소비자물가지수 변화율,Label,Code
16,하이트진로,2020,Q4,생활소비재,-0.14532814872049518,0.030879044146171264,-0.10302111760401089,-0.05936497526718176,-0.24785358586900974,-1.9887728308853743,-0.3780443147289393,-0.0915683198064994,000080
16,CJ,2020,Q4,생활소비재,-0.08034132147644424,0.030879044146171264,-0.0050442249377706805,-0.734842390154945,0.8055627791399302,-1.0313992583484346,-0.3780443147289393,0.1407733576447262,001040
16,대상,2020,Q4,생활소비재,-0.22717685721862335,0.030879044146171264,-0.01935828128277406,-0.017742954018179602,-0.004812121391183033,-1.1592620103206446,-0.3780443147289393,0.1534845986607466,001680
16,오리온,2020,Q4,생활소비재,-0.16134826788168088,0.030879044146171264,0.046578488805371965,-0.05849621095695523,-0.053414513491549465,0.2637299585135726,-0.3780443147289393,0.25740770673074453,001800
16,아모레G,2020,Q4,생활소비재,0.07840385046972537,0.030879044146171264,-0.03755802216495441,0.011850582515684716,0.023521992031312777,268.8252048295047,-0.3780443147289393,0.14850054123881173,002790
16,남양유업,2020,Q4,생활소비재,-0.14732050774956285,0.030879044146171264,-0.015174295595625553,-0.04111927710331853,-0.02585310149723974,0.6521658638679777,-0.3780443147289393,0.2787376859820905,003920
16,농심,2020,Q4,생활소비재,-0.28843649475978006,0.030879044146171264,0.006439455738519229,0.12083697580542019,-0.14540003001990387,-0.22531935019960947,-0.3780443147289393,0.04202356915146966,004370
16,빙그레,2020,Q4,생활소비재,-0.21460109103307198,0.030879044146171264,-0.15746254688205952,-0.14153396045933153,-0.2610736386923914,-1.412277831996622,-0.3780443147289393,0.0852569702354805,005180
16,롯데칠성,2020,Q4,생활소비재,0.10706371732283673,0.030879044146171264,-0.030276882367736957,-0.013446238288995493,-0.0372373989898549,-2.730066195561994,-0.3780443147289393,0.3561363058598155,005300
16,현대그린푸드,2020,Q4,생활소비재,0.14399937771059484,0.030879044146171264,-0.008458545933064388,-0.07050219006712355,-0.06295707802745365,-1.4181073119520013,-0.3780443147289393,0.08351538919139982,005440
16,삼립식품,2020,Q4,생활소비재,-0.1952273252690914,0.030879044146171264,0.03102938839982028,-0.12260129240477102,-0.05785720169109998,0.9926735027079185,-0.3780443147289393,0.19157856270184248,005610
16,크라운제과,2020,Q4,생활소비재,-0.1356658513429766,0.030879044146171264,0.13429119920647925,0.01313247587152655,-0.02878875924136004,-143.7045415986621,-0.3780443147289393,0.2574689736607466,005740
16,GS리테일,2020,Q4,생활소비재,-0.10572869048274586,0.030879044146171264,0.006679638764601981,0.0005104477749833247,-0.13767359115838818,-0.8333449621948394,-0.3780443147289393,-0.06717929410424042,007070
16,오뚜기,2020,Q4,생활소비재,-0.1773516323031457,0.030879044146171264,0.007872758078043107,-0.2682885085614023,-0.17304603791665352,-0.6215503564324911,-0.3780443147289393,-0.07908392736314421,007310
16,한국전력,2020,Q4,생활소비재,-0.09111208004406099,0.030879044146171264,0.024548680154163227,-0.02827715697080635,0.00947610101076557,-0.29144400617834265,-0.3780443147289393,-0.05075691865340839,015760
16,KT&G,2020,Q4,생활소비재,-0.28473303177620135,0.030879044146171264,0.3696414548667446,-0.05722847315054613,-0.1253665728433767,0.23152553555338162,-0.3780443147289393,-0.012914284177773988,033780
16,무학,2020,Q4,생활소비재,-0.20523190075606593,0.030879044146171264,0.03780646769521079,-0.633087572227907,-0.4597821967459942,0.9216271175815198,-0.3780443147289393,0.3235567241577195,033920
16,한국가스공사,2020,Q4,생활소비재,-0.09437469756989733,0.030879044146171264,0.040404518701038006,-0.018570245977946653,0.009736201735778716,-2.1293325156851948,-0.3780443147289393,-0.04035423304469289,036460
16,팜스코,2020,Q4,생활소비재,0.3232220181446322,0.030879044146171264,-0.021733176259626785,-0.07685078094381437,-0.2360221220248634,-0.8771053742371065,-0.3780443147289393,0.10839639010048922,036580
16,동원F&B,2020,Q4,생활소비재,-0.16607744073172684,0.030879044146171264,0.045305653370320886,0.0570917007220495,-0.1721473249201405,-0.8842304360764814,-0.3780443147289393,0.2668354660382567,049770
16,LG생활건강,2020,Q4,생활소비재,-0.24998970886687066,0.030879044146171264,0.011689252736563294,0.7112033575061847,-0.0003290120557821741,-0.56132450161029,-0.3780443147289393,-0.03447530896059896,051900
16,에이블씨엔씨,2020,Q4,생활소비재,-0.24000061195765252,0.030879044146171264,-1.0150629441435755,-0.07653775089320802,-0.1094311228941156,5.29782603322746,-0.3780443147289393,0.0005029002568398416,078520
16,아모레퍼시픽,2020,Q4,생활소비재,0.086899006588744,0.030879044146171264,-0.013521089529572206,-0.030410941339538256,0.1201319395640148,-3.8999075663731384,-0.3780443147289393,0.2622404628831451,090430
16,CJ제일제당,2020,Q4,생활소비재,-0.09438264796974563,0.030879044146171264,-0.04138685061726166,-0.04237261747178178,-0.043911229417819,-3.3913638524464114,-0.3780443147289393,0.0818562482202176,097950
16,락앤락,2020,Q4,생활소비재,0.13136115489588035,0.030879044146171264,-0.058857370832248845,-0.07106850391234232,-0.030104021113916635,-0.7853579039626757,-0.3780443147289393,-0.07800188931645774,115390
16,이마트,2020,Q4,생활소비재,-0.13520213632923922,0.030879044146171264,-0.00028819365189070023,-0.10105202244634792,-0.04503972738661077,-0.9968402547754511,-0.3780443147289393,-0.16292130221505222,139480
16,삼양사,2020,Q4,생활소비재,-0.09960939668091251,0.030879044146171264,-0.022083896431671968,-0.03647256640057461,-0.003161904299107565,-1.4175096560603273,-0.3780443147289393,0.09744476201886051,145990
16,한국콜마,2020,Q4,생활소비재,-0.033008101997236555,0.030879044146171264,0.27942071151702796,-0.049052684403196545,0.030736092027352724,12.642054291742241,-0.3780443147289393,-0.014782509804534032,161890
16,코스맥스,2020,Q4,생활소비재,-0.04486514173414674,0.030879044146171264,-0.3372835598578001,0.04914612479962721,0.04227170329216068,-9.39471845645174,-0.3780443147289393,-0.009025001139176796,192820
