,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,국제유가 변화율,비유동부채 변화율,이익잉여금 변화율,유동부채 변화율,비유동자산 변화율,Label,Code
14,하이트진로,2021,Q2,생활소비재,-0.0652852377051257,-0.5423793325890897,0.131754905184698,-0.03598571093470815,0.0748060302714797,-0.24267026448466533,-0.005515664352230942,0.08553042000862286,000080
14,유한양행,2021,Q2,헬스케어,-0.03154098717449321,-0.04838985195682177,0.131754905184698,0.01863819942966849,0.015577889328384886,-0.2273269232486479,0.010150900337043023,0.03409547304062605,000100
14,일동제약,2021,Q2,헬스케어,-0.07564943740893487,-3.6018431080233806,0.131754905184698,-0.01771609467459412,-0.027696129584819484,-0.019037924826167174,-0.0006738657110890722,0.0830987898190405,000230
14,동아쏘시오홀딩스,2021,Q2,헬스케어,-0.03757965376465787,-1.2691607382352803,0.131754905184698,-0.20853053973990776,-0.013681935834184755,0.1322131930498227,0.04515124112901869,-0.06506281265019764,000640
14,CJ,2021,Q2,생활소비재,-0.07447352766795284,-0.8277499091172497,0.131754905184698,0.002965295604362206,0.004313370435528929,-0.38609047645700334,-0.0007537298294607586,0.019682560711275984,001040
14,대상,2021,Q2,생활소비재,-0.11411406532792048,0.013787049439727861,0.131754905184698,0.006661666580246806,0.03804619551385535,-0.016306205732675272,0.01421974260208847,-0.029237376103471387,001680
14,오리온,2021,Q2,생활소비재,-0.09462936248817799,-0.9845633049830144,0.131754905184698,0.015417692572460062,0.018303062223848032,-0.22347239093726456,-0.01408291294095787,0.05424610026085463,001800
14,아모레G,2021,Q2,생활소비재,-0.22996209341337234,1.053139969168574,0.131754905184698,-0.40732011009860714,0.06835195042653153,-0.21186113674510854,-0.06471048662524626,-0.08556041872996603,002790
14,부광약품,2021,Q2,헬스케어,-0.006903933759275696,-0.9386996450697893,0.131754905184698,0.029810781737631853,0.004189151762398646,-0.1265603682476396,0.01598170552375744,-0.3135856335984487,003000
14,영진약품,2021,Q2,헬스케어,-0.11320843568757336,1.3089745586356671,0.131754905184698,0.039771837663012954,-0.403091562738753,0.016962231354220814,0.045854380184761956,-0.081472218687278,003520
14,남양유업,2021,Q2,생활소비재,0.4433450524038771,0.9775212473558501,0.131754905184698,0.0029630329431502567,-0.0193649236739597,-0.10185318382929909,-0.011608801991643936,-0.1549867908396843,003920
14,농심,2021,Q2,생활소비재,0.028906397256513852,-0.3277036810778924,0.131754905184698,-0.008412995203829099,0.00613121972477626,-0.0996993853799163,-0.0024465560688691212,-0.010734772595054225,004370
14,빙그레,2021,Q2,생활소비재,-0.06599426499514177,1.157562808907434,0.131754905184698,0.054670274970978205,1.6837614231724887,-0.0044612011869141766,0.01562086280511843,0.025614074810165338,005180
14,롯데칠성,2021,Q2,생활소비재,-0.18715781924066865,0.39495200305746314,0.131754905184698,-0.17828960930118287,0.012010282983317078,0.5838807394910392,0.0053484188181964765,0.0729633033194919,005300
14,현대그린푸드,2021,Q2,생활소비재,-0.12842909434209152,-0.721377648110118,0.131754905184698,-0.10675854666564943,0.015695295856563707,0.1589136938376876,0.029270714718440782,0.02095656937228,005440
14,삼립식품,2021,Q2,생활소비재,-0.06326699226786905,0.4143448499756215,0.131754905184698,0.10294537469370124,0.03453077365826562,-0.0507427309677867,0.00745981202412227,-0.03146818545343109,005610
14,크라운제과,2021,Q2,생활소비재,-0.18911926499514178,-1.0383899108999466,0.131754905184698,-0.019299817384287654,-0.0006538750505148405,-0.09234775522459304,-0.0007241057356541791,-0.0902816358710794,005740
14,녹십자,2021,Q2,헬스케어,-0.11135039035126715,-0.7986007088113936,0.131754905184698,0.31617415932645576,0.0044531350860876895,-0.13427095332059402,0.07078918509760568,-0.17031195038415256,006280
14,GS리테일,2021,Q2,생활소비재,-0.06977061861833983,-0.11295219982735893,0.131754905184698,0.06798902378834648,0.016991789604739793,-0.10919743131989168,0.035886954192631215,0.0064834991478803575,007070
14,오뚜기,2021,Q2,생활소비재,-0.029869950552728612,-0.4322360525595308,0.131754905184698,0.1744588094347721,0.015428427618621843,0.033200052609400954,-0.0006140851841182071,-0.04661728940459673,007310
14,일양약품,2021,Q2,헬스케어,-0.09215167327279107,-0.6975516637175201,0.131754905184698,0.19494908975191083,0.2899314794318726,-0.10664758983518297,-0.004634490241556155,-0.08566177905560951,007570
14,서흥,2021,Q2,헬스케어,-0.0024974462839027715,-0.09389990842408835,0.131754905184698,-0.8337598150086749,0.032111401598031275,0.24420465669665936,-0.004972133905132625,-0.09178981954668936,008490
14,광동제약,2021,Q2,헬스케어,-0.07242752538901487,0.12018447444284885,0.131754905184698,4.336986898467272,0.01438404620787992,-0.03440640373676973,-0.000938807973764999,-0.03217929918736833,009290
14,한국전력,2021,Q2,생활소비재,0.04957058856134358,0.6845448352709245,0.131754905184698,-0.001552929687171467,-0.02316478864976179,0.09803942211046923,0.013670842925927795,-0.004189184261386418,015760
14,KT&G,2021,Q2,생활소비재,0.0031230264196103388,0.045319819272658934,0.131754905184698,0.02290756875982458,1.054384469453462,-0.3181212222539156,0.02563959219525258,0.09704264623873676,033780
14,무학,2021,Q2,생활소비재,-0.15574399296032132,-3.002296620454839,0.131754905184698,1.1001419264906245,0.018392370832253535,0.0836817173577109,0.05424905132663693,0.22930544792434523,033920
14,한국가스공사,2021,Q2,생활소비재,0.09940946171293275,-1.1385251897329718,0.131754905184698,-0.023659625278289687,-0.012594067460670044,-0.21183377113967738,0.005551969845932536,0.296508782531001,036460
14,팜스코,2021,Q2,생활소비재,-0.2166021556271689,-0.4930203703966689,0.131754905184698,0.01809128781019753,0.041058655494678575,0.010800714713465887,-0.010073559933540532,-0.016460494916744117,036580
14,동원F&B,2021,Q2,생활소비재,-0.1486763234859093,-0.7252947971087795,0.131754905184698,-0.08105666139459355,0.35611640263394406,0.0013319905229498552,0.030522213313020297,0.026418884917824653,049770
14,LG생활건강,2021,Q2,생활소비재,-0.036618854081269324,-0.17034523560255355,0.131754905184698,-0.5086990563952903,0.046803118978258285,-0.19041992684305453,-0.013568131450927057,-0.09579271961492178,051900
14,대웅제약,2021,Q2,헬스케어,0.19366675195401076,-1.7006760558913443,0.131754905184698,-0.3191461898304071,0.03275500926448904,0.21948134164500677,0.05435835765541985,-0.14408817416037634,069620
14,에이블씨엔씨,2021,Q2,생활소비재,0.054257307331902246,11.898410004558118,0.131754905184698,-0.16433492388061954,10.29324984616731,0.00976760019840417,-0.3744317081152637,-0.05973502730722947,078520
14,아모레퍼시픽,2021,Q2,생활소비재,-0.2256494374089349,-0.3126420824518641,0.131754905184698,0.0009888666082391584,0.018539314138628304,-0.0041458746069944485,-0.0034854697454732575,-0.09863362870583087,090430
14,CJ제일제당,2021,Q2,생활소비재,-0.03434787444549347,-0.050681033903905104,0.131754905184698,0.004115917601388297,0.01249446247290753,0.09528499412784619,-0.00326658148774428,-0.1160790324640838,097950
14,락앤락,2021,Q2,생활소비재,-0.08601551596914475,-0.6664789733114391,0.131754905184698,-0.03364292093257315,-0.006001802606611317,0.267146430233028,-0.02937258095174977,-0.1419039947034696,115390
14,한미약품,2021,Q2,헬스케어,-0.031371689926315345,-0.4061090103330709,0.131754905184698,-0.209414930073216,0.02242600034384501,0.1605304128825229,-0.009283155000000098,-0.08716205512470909,128940
14,이마트,2021,Q2,생활소비재,0.14626379952098725,1.8089151397348693,0.131754905184698,0.19631422077111194,0.13117630923583534,-0.07611197987250962,-0.008589207291144096,-0.021463623569724026,139480
14,삼양사,2021,Q2,생활소비재,-0.026595768754540276,-0.453111751738172,0.131754905184698,0.021674187461683037,0.05331978262163739,0.015127334890087107,0.056924643359283156,0.11234407283790843,145990
14,한국콜마,2021,Q2,생활소비재,-0.12698568081228848,0.0948975740010487,0.131754905184698,-0.6271993867951435,0.03900101200926431,0.18177564582558836,0.07793448209913634,-0.09361826633460368,161890
