,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,국제유가 변화율,비유동부채 변화율,이익잉여금 변화율,유동부채 변화율,비유동자산 변화율,Label,Code
25,하이트진로,2018,Q3,생활소비재,-0.037858348509401896,-0.13119647633688114,0.009709172259507959,0.06509937278518274,0.02897530044795049,-0.04100067685784403,-0.005494126268979604,0.15274857846813358,000080
25,유한양행,2018,Q3,헬스케어,0.11696122797582623,-0.7725285471544993,0.009709172259507959,-0.14870158641871123,0.002199391186204158,-0.079503025538469,0.05403965900885077,0.03716151888866581,000100
25,일동제약,2018,Q3,헬스케어,-0.008675498648981941,-0.19982563258533015,0.009709172259507959,0.015442945154965804,0.007490586328543047,0.0326945747483951,0.012707395553600342,-0.05472955194698993,000230
25,동아쏘시오홀딩스,2018,Q3,헬스케어,0.010793714972808392,-0.19052310562703334,0.009709172259507959,-0.00821686284921419,0.01348808036151028,0.0324540399495834,0.002899413398567585,0.08551818455140023,000640
25,CJ,2018,Q3,생활소비재,-0.07831231994398848,-0.8084160777596769,0.009709172259507959,0.013721652492711067,0.002320086147986844,0.6436565268626224,0.004808694719706352,0.04888600235897958,001040
25,대상,2018,Q3,생활소비재,0.031081823228511114,-0.4701490849876482,0.009709172259507959,0.010521727962042648,0.033293930257491944,-0.11369353044822073,-0.008705667760779745,0.17822628547450303,001680
25,오리온,2018,Q3,생활소비재,-0.22787220034605282,-0.7954348534870844,0.009709172259507959,-0.0771484492285407,0.060717868070167214,-0.21738986205355648,0.011894281022110764,0.1597081438005444,001800
25,아모레G,2018,Q3,생활소비재,-0.3435860521692574,-1.4871792436622147,0.009709172259507959,0.03030695419111673,0.00046778447326478734,0.0038936677313490264,-0.00014354363912028045,0.17858040024170735,002790
25,부광약품,2018,Q3,헬스케어,0.17143220755002925,3.077121928135237,0.009709172259507959,4.773898153991246,0.1336898211937747,0.2337690980528606,1.4388706832208595,0.02248514498143717,003000
25,영진약품,2018,Q3,헬스케어,-0.12174053774873399,0.10778988515363164,0.009709172259507959,0.013289945529583402,-0.17241032562001268,0.15082109019128898,0.0183816696514556,0.09373236051598459,003520
25,남양유업,2018,Q3,생활소비재,-0.020526340485904515,-0.318973737083044,0.009709172259507959,0.17563187554441684,0.0012973205646689134,0.10533223863874897,-0.014982677476017114,0.009899846319882544,003920
25,농심,2018,Q3,생활소비재,-0.12648499963605303,0.9417100761805735,0.009709172259507959,-0.020777385452274477,0.009342474689993496,-0.0015048182015533484,-0.001701451513010377,0.294723943438938,004370
25,빙그레,2018,Q3,생활소비재,0.15763934308479957,0.1246031767578879,0.009709172259507959,0.0645381100817839,0.8675365606944703,-0.03544571401175545,-0.015916134397236603,-0.08361623245774458,005180
25,롯데칠성,2018,Q3,생활소비재,-0.025640579987458598,2.188532846631753,0.009709172259507959,0.001045247282869699,0.012746574131260457,-0.07541597766816432,-0.007475567508692271,0.3688960782856217,005300
25,현대그린푸드,2018,Q3,생활소비재,-0.04922391636930404,0.016635145966493514,0.009709172259507959,-0.05953478958504843,0.018807353357264134,0.0576390341374442,-0.015511945622496692,0.1812216463379505,005440
25,삼립식품,2018,Q3,생활소비재,0.20402476837371497,-0.226258906883272,0.009709172259507959,0.22524684742063483,0.37497690821625085,0.3014660799728759,0.3167590703082168,0.0964518735180358,005610
25,크라운제과,2018,Q3,생활소비재,-0.18902789064609732,-10.088686029362227,0.009709172259507959,-0.0625744846102062,0.01490687311293959,-0.04571478750182345,-0.0005304655137292613,0.15848423141359735,005740
25,녹십자,2018,Q3,헬스케어,-0.18680988040292273,3.172127354163459,0.009709172259507959,0.0018781008338200067,0.029056672304904607,0.012031284905076323,-0.0016150018750873407,0.04082529363018968,006280
25,GS리테일,2018,Q3,생활소비재,0.06019258328544365,0.27872558804609904,0.009709172259507959,0.002915885553187225,0.029453548764680093,0.08439232882309655,0.016191038111832423,0.08819899459003133,007070
25,오뚜기,2018,Q3,생활소비재,-0.1767609459119993,1.0436416569057179,0.009709172259507959,0.7211505811004173,0.06158327448729217,0.003524847056682434,0.1100716567690454,0.13088382342724195,007310
25,일양약품,2018,Q3,헬스케어,-0.0022308470800136704,-11.8949697962346,0.009709172259507959,-0.012354895382447273,-1.3150226885618892,0.07850417624432349,-0.0037892912833267234,-0.06094890592998774,007570
25,서흥,2018,Q3,헬스케어,-0.04708717561298177,-0.24962723449607038,0.009709172259507959,0.9121506799138772,0.023518238084738963,-0.30127231531988774,-0.009923802432514006,-0.016285039356648892,008490
25,광동제약,2018,Q3,헬스케어,-0.12410651396372092,0.7590573162308862,0.009709172259507959,-0.032428545691904676,0.024989489762256456,0.01701815077327118,0.007352709138810809,0.13934509992846605,009290
25,한국전력,2018,Q3,생활소비재,-0.04047290874591335,-1.9683406789563382,0.009709172259507959,0.06102667602866596,0.013642632685010314,-0.14376806634118122,-0.003665873599382752,0.04035828361249591,015760
25,KT&G,2018,Q3,생활소비재,0.005281382130328749,-0.16148133202223858,0.009709172259507959,0.1573386599065385,0.44210681884351466,0.005997463515113877,0.028638561640579763,0.029102843513819445,033780
25,무학,2018,Q3,생활소비재,-0.16459768060587687,-0.537419605477214,0.009709172259507959,0.16898502298367468,0.0041098424084971,-0.007302188506711715,0.002373021372289008,0.10773796275688094,033920
25,한국가스공사,2018,Q3,생활소비재,0.012230012496680633,0.2277819622453252,0.009709172259507959,-0.020504765764950195,-0.07063684726801911,0.008678838186853666,-0.005985483320541274,-0.13604901949163975,036460
25,팜스코,2018,Q3,생활소비재,-0.19096434072908497,1.6660844584942662,0.009709172259507959,-0.07590590625037319,0.023935956747951792,0.11997684132063857,0.03735130508360318,-0.002234169799070644,036580
25,동원F&B,2018,Q3,생활소비재,0.03445945089724343,7.884227836568053,0.009709172259507959,0.009767858164941856,1.5847974430534815,0.1634525791780541,0.00375199663974346,-0.12486417103557598,049770
25,LG생활건강,2018,Q3,생활소비재,-0.03600238283764674,0.2025221519492455,0.009709172259507959,0.04035413050238512,0.06159685050934116,0.0031784282505231687,0.009531389364648257,0.29500108795104063,051900
25,대웅제약,2018,Q3,헬스케어,0.029555656404603017,-0.33545882530578,0.009709172259507959,0.4595477169568569,0.009410813754126446,-0.27415673390966766,0.02135693199833777,0.005216954353519602,069620
25,에이블씨엔씨,2018,Q3,생활소비재,-0.32184519499624836,2.923583481607881,0.009709172259507959,0.12823165240060308,-0.06792705739374894,0.19562452077130188,0.15364394906313827,0.49850101496571625,078520
25,아모레퍼시픽,2018,Q3,생활소비재,-0.33688054724090294,-0.41780045222328865,0.009709172259507959,0.030918130546734313,0.01769093817093914,-0.41454007790164515,0.009476991442993965,0.19843060344952163,090430
25,CJ제일제당,2018,Q3,생활소비재,0.06722263372675276,-0.900301925210183,0.009709172259507959,0.013968926633044498,0.023291496177520132,-0.06891999770941448,0.04557578455146749,-0.08800465940083556,097950
25,락앤락,2018,Q3,생활소비재,-0.03185987342967886,-1.3198639139339001,0.009709172259507959,0.018345053247167398,-0.006646931130250722,-0.22432535365683137,-0.016628606303751958,0.23066419477402206,115390
25,한미약품,2018,Q3,헬스케어,0.026422122860765306,-0.8484108645531857,0.009709172259507959,0.009496443927240916,0.03991520331330434,-0.03221928231631643,0.016329040548137774,0.0486003119179495,128940
25,이마트,2018,Q3,생활소비재,-0.05974434975189517,0.43730907032344235,0.009709172259507959,-0.18838429523358702,0.05030705001210456,0.25296151125341493,0.01537381310145558,-0.12270823146884084,139480
25,삼양사,2018,Q3,생활소비재,-0.17367837710465983,-0.6355531597279814,0.009709172259507959,0.007523156232973394,0.032554029163087916,0.04987299910722154,0.025381089691588476,0.017433889320277385,145990
25,한국콜마,2018,Q3,생활소비재,-0.1618698568030884,-0.573301871182613,0.009709172259507959,-0.39420883380098426,0.038969996805396256,-0.009945228560177988,-0.005039957131429684,0.40161624164262316,161890
25,동아에스티,2018,Q3,헬스케어,0.021830110025690054,-0.7496327224336851,0.009709172259507959,-0.015874500814270887,0.05175873301459255,-0.02449677121524252,-0.010131597506999102,0.0076486459547252285,170900
25,종근당,2018,Q3,헬스케어,-0.025548812158209394,0.0510449521669567,0.009709172259507959,0.026546763399206696,0.119754889929518,-0.06902898446732797,-0.0012212787431943317,0.10650644290266467,185750
25,코스맥스,2018,Q3,생활소비재,-0.1366763366685343,-0.8115072336623753,0.009709172259507959,0.34373063360038647,0.005031933120408283,-0.018053591949713343,0.01678882654322078,0.2692854790403307,192820
