,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,국제유가 변화율,비유동부채 변화율,이익잉여금 변화율,유동부채 변화율,비유동자산 변화율,Label,Code
5,하이트진로,2023,Q3,생활소비재,0.06525524190560864,-3.205327338075375,0.106533304958502,0.1534918485429133,0.039699472260998014,-0.006118568027627114,-3.427493868513043e-05,-0.14990381084427554,000080
5,유한양행,2023,Q3,헬스케어,-0.1365996389889667,-0.44606395688133127,0.106533304958502,0.18056740366497448,0.0061756230885789964,0.1565534283017096,0.008125964105842876,0.09501216460727777,000100
5,일동제약,2023,Q3,헬스케어,-0.10504188623918811,-2.6462575524186125,0.106533304958502,-0.028565204940946498,0.5018516939824702,0.029329310323263247,0.07601602686497566,-0.18290683109768113,000230
5,동아쏘시오홀딩스,2023,Q3,헬스케어,0.07971995402686094,-2.0710907941212247,0.106533304958502,0.00017082632916998186,0.0014097993813733112,0.018891857572967963,0.012203660969995367,0.06673828483305849,000640
5,CJ,2023,Q3,생활소비재,0.23725698679259047,0.1634556802666809,0.106533304958502,0.025254475159158796,0.006561338116065185,0.5659782043414197,0.0316585615253433,0.10516296191705135,001040
5,대상,2023,Q3,생활소비재,0.20231955530211015,-0.010105261558042256,0.106533304958502,0.0035075270613653675,0.026382540041726132,0.0745015257512851,0.006776147810416244,-0.18735620286412608,001680
5,오리온,2023,Q3,생활소비재,0.09904749246854505,1.8792747425188683,0.106533304958502,0.0043341107601491125,0.06838789522540623,0.01974656981138634,0.0024569212130651774,-0.22410267205819728,001800
5,아모레G,2023,Q3,생활소비재,-0.0855900374796735,9.581751182603815,0.106533304958502,0.052095060638998714,0.005912931268771127,-0.6122649652072905,0.004821176994932896,-0.2113172777498022,002790
5,부광약품,2023,Q3,헬스케어,-0.09887998804800935,-4.450071241060929,0.106533304958502,0.44007854197669927,-0.03943998183955866,-0.15851141066488927,0.0474906261270418,-0.031270062069607765,003000
5,영진약품,2023,Q3,헬스케어,-0.12801352275036487,-0.448923226603663,0.106533304958502,-0.019103213349084158,0.06092094112649704,0.19272750447421094,-0.0032917792268640778,-0.16696533678456976,003520
5,남양유업,2023,Q3,생활소비재,0.08233999261266219,-0.24469104758792593,0.106533304958502,-0.020107263389877117,-0.006101072294212084,0.013474490977380738,-0.01590048318359938,0.12716429007244945,003920
5,농심,2023,Q3,생활소비재,0.24311145778868068,0.17289364870066337,0.106533304958502,-0.028774285245781184,0.016540520193583097,0.03573692636778003,0.010359406527498782,-0.3832606228220312,004370
5,빙그레,2023,Q3,생활소비재,0.24468215121572648,0.4201807368831152,0.106533304958502,-0.007632707849610565,1.0009816047653333,0.10031051834241556,-0.010765085323088952,-0.18555266399671505,005180
5,롯데칠성,2023,Q3,생활소비재,0.19770512006767577,0.8983658356103472,0.106533304958502,-0.0009405614736194279,0.027675458181970036,-0.058833180209833635,-0.0016900598380182874,-0.29854025651173866,005300
5,현대그린푸드,2023,Q3,생활소비재,0.036903402736017006,-1.2273019417033089,0.106533304958502,0.36594538993286485,-0.002978315583453406,-0.15029303920429515,0.36498291371777736,0.08749462331802357,005440
5,삼립식품,2023,Q3,생활소비재,0.0066272894141746405,-0.27412918993967705,0.106533304958502,-0.054087860571124025,0.02722079096604868,-0.004064478131009075,-0.04518686145422213,-0.23143933308341808,005610
5,크라운제과,2023,Q3,생활소비재,0.002583117244771331,-0.2536866168978088,0.106533304958502,0.008199403998065291,-0.004558357255376233,0.016411597642998155,-0.0004764024831023228,-0.06942558392178161,005740
5,녹십자,2023,Q3,헬스케어,-0.09152539035579976,1.157916341689683,0.106533304958502,0.021163156975168684,0.023502139555587442,0.11944532519816398,0.000876970514614106,0.05349638702774506,006280
5,GS리테일,2023,Q3,생활소비재,0.06785490497220799,0.5491216911370826,0.106533304958502,-0.07722410995713103,0.02509165483471998,0.09416722889511009,0.008357404476413643,-0.23976420579566762,007070
5,오뚜기,2023,Q3,생활소비재,0.06850714615412441,0.3501210717392853,0.106533304958502,0.006153775652151694,0.025665620279390122,0.022753710201907973,-0.0006264116097307593,-0.1020176622102293,007310
5,일양약품,2023,Q3,헬스케어,-0.1256940528661142,-0.7150883354939745,0.106533304958502,-0.030835552384514964,0.13410951471684607,0.13768022483242648,0.0021306115666615,-0.129648217565095,007570
5,서흥,2023,Q3,헬스케어,0.1092551243428436,-0.3496735528732746,0.106533304958502,-0.97420883374661,0.007823745311863473,0.48711241516556014,0.022624766473742897,-0.34901971392386616,008490
5,광동제약,2023,Q3,헬스케어,0.06699793426647052,0.18209123523940396,0.106533304958502,0.01936794893485816,0.019792130568740296,0.05060527167568463,-0.015024944292265419,-0.09776234306129312,009290
5,한국전력,2023,Q3,생활소비재,-0.014868313616894745,-0.18218117948744894,0.106533304958502,-0.02944168792407653,0.5090174773276013,0.1286731970054753,0.007404629751003755,0.3019371400496577,015760
5,KT&G,2023,Q3,생활소비재,0.11667024549377489,0.25481421479272104,0.106533304958502,4.400596526596545,0.2703200864728017,0.3008078088016839,0.061981736747718896,-0.08254307423163569,033780
5,무학,2023,Q3,생활소비재,0.018691673343267066,-0.6918882039281434,0.106533304958502,-0.18461131487913118,0.005472279046010664,-0.24492604972907228,-0.2611486992422304,-0.17894331698613736,033920
5,한국가스공사,2023,Q3,생활소비재,-0.039048603936852,0.5072553425225068,0.106533304958502,0.08167884352780663,-0.05093188431632445,-0.09683994266814933,0.016921216760542368,0.07310244983494102,036460
5,팜스코,2023,Q3,생활소비재,-0.188075508663744,-0.5547023275400906,0.106533304958502,-0.04905456142051656,0.030548509106162136,0.024009138688889653,0.0026889326148487047,-0.05737346969145729,036580
5,동원F&B,2023,Q3,생활소비재,0.18256459923126583,4.520515888909837,0.106533304958502,0.6905977322918218,0.8590753456751412,0.14692276368845758,0.07921191388774163,-0.10548364003736209,049770
5,LG생활건강,2023,Q3,생활소비재,-0.3125996810207337,0.1935363976253459,0.106533304958502,-0.030087257281666724,0.014681027917104794,0.14959922191004638,0.0013607178162402533,-0.061355011607819664,051900
