,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,국제유가 변화율,비유동부채 변화율,이익잉여금 변화율,유동부채 변화율,비유동자산 변화율,Label,Code
35,하이트진로,2016,Q1,생활소비재,-0.09220073570701287,-0.6738069775656848,-0.22660852268380383,0.07972263992679673,-0.14283658413234124,-0.045239953343617745,-0.002774170367094375,-0.21978854970262243,000080
35,유한양행,2016,Q1,헬스케어,0.1148266266075024,-0.5170079285858977,-0.22660852268380383,0.1732739995355479,0.02829693175160508,-0.06822735972385952,0.009099084168007643,-0.021322660882138945,000100
35,일동제약,2016,Q1,헬스케어,0.06574955965458663,-0.6520281080649044,-0.22660852268380383,0.061678025837797135,-0.00220764554413333,-0.003986829119935642,0.016278410515295105,-0.017564600762572644,000230
35,동아쏘시오홀딩스,2016,Q1,헬스케어,-0.08383989999888539,-0.5121938541631963,-0.22660852268380383,-0.29423243596011217,0.03614898643743025,0.03232988633152112,0.021739875611564097,-0.11475335845004679,000640
35,CJ,2016,Q1,생활소비재,0.1658840593286085,-0.12975343627060276,-0.22660852268380383,0.0011539542745053755,-0.0007255670168015982,0.16085089597896163,-0.0007438857420923872,-0.18960116914057856,001040
35,대상,2016,Q1,생활소비재,0.0024987178448997033,-0.7100099332217044,-0.22660852268380383,0.3065040728472739,0.017421025547783797,0.08254611060151351,-0.0015953868439720909,0.07967801911387586,001680
35,오리온,2016,Q1,생활소비재,0.10012761001946362,-0.8567831898883268,-0.22660852268380383,-0.15696619219238073,-0.0486670575465713,0.4478718944364499,0.0069245978447773915,-0.15338178941590255,001800
35,아모레G,2016,Q1,생활소비재,0.17942190353383847,0.13555520696775814,-0.22660852268380383,0.015705926833479822,0.01672717769163734,5.417292566161534,-0.0031676388954510193,-0.17744728494812168,002790
35,부광약품,2016,Q1,헬스케어,0.03989261079945959,-0.6305076148964754,-0.22660852268380383,0.03808135707536486,-0.05583762002101078,1.1775704225930292,-0.025826205119404366,-0.03692754308589987,003000
35,영진약품,2016,Q1,헬스케어,1.2942459531017734,-0.6782943873501164,-0.22660852268380383,-0.0038678976267574328,0.11195361637488732,-0.046296795986234596,-0.012030931372479792,0.36828605154656463,003520
35,남양유업,2016,Q1,생활소비재,-0.06863495201839015,-0.8603411373185472,-0.22660852268380383,0.08778523140518835,0.0030094677168606143,0.003874272737335538,-0.048652696455431466,-0.09472363552423035,003920
35,농심,2016,Q1,생활소비재,-0.005639651422808933,0.042731560974180294,-0.22660852268380383,0.0472818448848622,0.07763551765089205,-0.03236413960226081,0.01146604662845796,-0.1780270453076065,004370
35,빙그레,2016,Q1,생활소비재,-0.009581848014798968,-0.9041210160777806,-0.22660852268380383,0.09994805581988464,-0.8195465855092996,0.1980756245032973,-0.009424675253938641,-0.11018559045260598,005180
35,롯데칠성,2016,Q1,생활소비재,0.1148799477440989,-0.6702925081814122,-0.22660852268380383,-0.0746480990131112,0.008610675607727769,0.12038676868845366,0.01619755471999751,-0.24769800863879976,005300
35,현대그린푸드,2016,Q1,생활소비재,0.015734933866686868,-0.606665168446219,-0.22660852268380383,0.08448443792012084,0.03013673746034895,-0.0005708730422330222,0.037447624114595346,-0.14465697385225118,005440
35,삼립식품,2016,Q1,생활소비재,0.09709641899432499,-0.8340990599049598,-0.22660852268380383,0.06026523736485334,-0.013710955167176131,-0.023208061970039884,-0.008244666491319608,-0.2779688257670116,005610
35,크라운제과,2016,Q1,생활소비재,-0.06421746058080974,-0.8014394134737872,-0.22660852268380383,0.01793515323212791,0.007345332191925902,-0.013131855726916108,-0.0007563018468796923,0.0,005740
35,녹십자,2016,Q1,헬스케어,-0.01722413402096781,-0.954238012451651,-0.22660852268380383,-0.26993068260696884,-0.024887820619477696,0.2575722598238559,0.03975475845883736,-0.00951536102852494,006280
35,GS리테일,2016,Q1,생활소비재,0.22752201212244957,-0.8648866902065884,-0.22660852268380383,0.00876846528346964,-0.024681046214165447,0.15475649967494554,0.01692235033920375,-0.1831230244588442,007070
35,오뚜기,2016,Q1,생활소비재,-0.037608809036820734,-0.6265725151837966,-0.22660852268380383,0.03997772476243289,0.024285956279546328,0.0782190716955764,0.0028205161537535606,-0.13600658228746648,007310
35,일양약품,2016,Q1,헬스케어,-0.05471804705359408,-6.000979878669128,-0.22660852268380383,-0.022012233236747725,-5.277133551425156,0.009527963059130728,0.0019828858503245783,0.028678102094541358,007570
35,서흥,2016,Q1,헬스케어,0.1218431730422396,-0.8113790088413116,-0.22660852268380383,-0.05676046619816699,0.003703816226184653,0.11239068806123687,0.0009087672311420825,-0.18526692966740427,008490
35,광동제약,2016,Q1,헬스케어,-0.07118412840981422,-0.7698297482661177,-0.22660852268380383,-0.046222656571088594,0.01606803835102877,0.15197561068114696,0.04038995296365222,-0.1682829088470521,009290
35,한국전력,2016,Q1,생활소비재,0.038853835943549186,-0.9091235624823888,-0.22660852268380383,-0.047823939472276256,-0.027924082975037123,0.11267725308147569,0.01457280145140416,-0.07216715727288248,015760
35,KT&G,2016,Q1,생활소비재,0.1917513336894438,-0.7425290172537092,-0.22660852268380383,0.09319289238427997,-0.732161079414392,0.1563574584679106,0.0019532149857295344,-0.14872587673188048,033780
35,무학,2016,Q1,생활소비재,-0.07640884518031038,-0.7975188329730485,-0.22660852268380383,0.0,-0.0009394126337783915,-0.0722664907399857,-0.03505433045847739,-0.29197951385410953,033920
35,한국가스공사,2016,Q1,생활소비재,0.12351842649956979,-88.01437173624406,-0.22660852268380383,0.0003683647685075453,0.09867394930916018,-0.17743296668179875,-0.007544715840005822,-0.004459828013295114,036460
35,팜스코,2016,Q1,생활소비재,0.19046076605393145,-0.2695854580695479,-0.22660852268380383,-0.06360324355930347,0.07390775549282314,0.01859777708713195,0.037699482182102395,0.013157518051792848,036580
35,동원F&B,2016,Q1,생활소비재,-0.09811637827593991,-0.5961809782085328,-0.22660852268380383,0.02787103277774916,-0.024381301494582064,0.5936361131481411,-0.003133441099294698,-0.26897484335486,049770
35,LG생활건강,2016,Q1,생활소비재,0.1334269878870938,-0.508634380333892,-0.22660852268380383,0.008947058136220987,0.05817019039990079,-0.13843899611539423,0.0002395351299702142,-0.11449125936724094,051900
35,대웅제약,2016,Q1,헬스케어,0.04055458798457505,-0.9041150504208844,-0.22660852268380383,0.0010929510520916175,-0.0076605146834055615,0.04703189539170305,0.056267221839835235,-0.04941339463599255,069620
35,에이블씨엔씨,2016,Q1,생활소비재,0.25066952278471855,-0.6708301169026574,-0.22660852268380383,0.09933591720305834,-0.013638834329009919,0.06897226482776886,0.010109690784053438,-0.28783907312184914,078520
35,아모레퍼시픽,2016,Q1,생활소비재,0.12531525531259996,-0.5662662858874961,-0.22660852268380383,0.08270163098859373,0.05399637453797501,0.42167779236642255,0.02394645792081329,-0.15311196150219172,090430
35,CJ제일제당,2016,Q1,생활소비재,0.16563233648493775,-0.4115337305218444,-0.22660852268380383,0.321121610735174,0.03116588553828148,-0.07847860321159805,0.003512699828058796,-0.061017396581539846,097950
35,락앤락,2016,Q1,생활소비재,0.08960629707535174,0.4987894848758234,-0.22660852268380383,0.1374871319709421,0.06882637093248967,0.043579144086238086,0.001176053779210262,-0.23513132676168297,115390
35,한미약품,2016,Q1,헬스케어,-0.1787394786283491,-0.879740043470397,-0.22660852268380383,-0.23470064232698196,0.06629009048187617,-0.13840981000115382,0.09555035059354577,0.01591318406980318,128940
35,이마트,2016,Q1,생활소비재,0.09382071973347383,-0.7331650890373858,-0.22660852268380383,-0.05326128740583613,0.06577428145888886,0.0456145520431519,0.01219963046416983,-0.2056284002350967,139480
35,삼양사,2016,Q1,생활소비재,0.06713639900431999,-0.2825109533740219,-0.22660852268380383,0.18074352957970152,-0.024303159453508694,0.4093247588424438,0.36108300403676763,0.010794472105328842,145990
35,한국콜마,2016,Q1,생활소비재,0.12832796117591097,-0.6948384855826957,-0.22660852268380383,0.12761047692628003,0.10391383646535557,0.2157653404597295,0.020422215750824035,-0.04343351853343513,161890
35,동아에스티,2016,Q1,헬스케어,-0.06588863648016068,-0.9051905842366733,-0.22660852268380383,-0.11284833879886913,-0.03697526664209072,0.021123350226060156,-0.0036857185275278592,-0.223189394356491,170900
35,종근당,2016,Q1,헬스케어,-0.1676894396292877,-0.4896984412763222,-0.22660852268380383,-0.019060397227372072,0.047891880064404146,0.15217427556751395,0.004069581882312656,-0.05839963844039004,185750
35,코스맥스,2016,Q1,생활소비재,0.30984249661588686,-0.6381768985601237,-0.22660852268380383,0.08029446444701538,0.009365309683642353,0.12032453375664942,0.027162758301501055,-0.1335690260926672,192820
