code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용
005490,POSCO,철강_소재,2015,Q4,2016-03-30,"11,427,638,423,093","39,881,770,276,375","51,309,408,699,468","3,817,678,456,909","4,466,172,795,967","8,283,851,252,876","41,862,569,753,352","43,025,557,446,592",25607220942253,2238248789010,1668283230840,1318271459610,1318271459610,,,
005490,POSCO,철강_소재,2016,Q1,2016-05-16,"11,206,038,028,268","39,950,644,711,644","51,156,682,739,912","3,743,041,726,998","4,510,150,132,166","8,253,191,859,164","41,821,552,160,236","42,903,490,880,748",5767131973119,582114326646,561303729464,445910570550,445910570550,,,
005490,POSCO,철강_소재,2016,Q2,2016-08-16,"11,541,085,575,917","40,045,259,520,108","51,586,345,096,025","3,261,684,568,573","5,054,878,388,594","8,316,562,957,167","42,068,639,179,899","43,269,782,138,858",6009607590906,712734168370,395373543174,310509841739,310509841739,,,
005490,POSCO,철강_소재,2016,Q3,2016-11-14,"11,245,706,461,313","39,997,418,374,759","51,243,124,836,072","2,394,766,406,781","5,022,837,556,429","7,417,603,963,210","42,527,764,081,406","43,825,520,872,862",6106520315402,852422178677,765403490786,578995935125,578995935125,,,
005490,POSCO,철강_소재,2016,Q4,2017-03-31,"11,732,675,842,563","40,323,077,102,943","52,055,752,945,506","2,697,251,936,985","5,029,054,084,751","7,726,306,021,736","42,943,049,526,282","44,329,446,923,770",6441673380568,488066521278,467252929695,449629568979,449629568979,,,
005490,POSCO,철강_소재,2017,Q1,2017-05-15,"12,322,560,121,585","40,292,307,256,938","52,614,867,378,523","2,948,203,351,451","4,930,789,959,828","7,878,993,311,279","43,309,442,602,676","44,735,874,067,244",7067446142569,795427494743,1070660119575,839636930840,839636930840,,,
005490,POSCO,철강_소재,2017,Q2,2017-08-14,"12,424,002,306,424","40,243,343,348,860","52,667,345,655,284","2,360,154,644,057","5,009,451,007,069","7,369,605,651,126","43,685,902,553,614","45,297,740,004,158",7134349886273,584998259744,650769558235,509163850257,509163850257,,,
005490,POSCO,철강_소재,2017,Q3,2017-11-14,"13,775,678,189,659","39,317,912,545,831","53,093,590,735,490","2,425,976,603,565","5,012,705,949,727","7,438,682,553,292","44,281,295,026,476","45,654,908,182,198",7255040623131,721762288189,918912017756,729921746510,729921746510,"482,403,125,000",,
005490,POSCO,철강_소재,2017,Q4,2018-04-02,"14,840,421,236,321","38,851,836,273,554","53,692,257,509,875","3,570,147,955,817","4,180,654,620,082","7,750,802,575,899","44,605,367,889,138","45,941,454,933,976",7096977924407,800264824016,714399521464,466962760888,466962760888,"482,403,125,000",,
005490,POSCO,철강_소재,2018,Q1,2018-05-15,"16,292,071,194,811","38,642,523,536,418","54,934,594,731,229","4,238,393,922,897","4,318,913,746,396","8,557,307,669,293","45,404,616,928,276","46,377,287,061,936",7760890028105,1015915088958,1053147512552,768736732509,768736732509,"482,403,125,000",,
005490,POSCO,철강_소재,2018,Q2,2018-08-14,"15,652,085,722,176","38,355,910,321,607","54,007,996,043,783","4,082,046,440,984","3,916,091,110,711","7,998,137,551,695","45,854,790,083,096","46,009,858,492,088",7704845146423,822124080656,788722641211,580290733901,580290733901,"482,403,125,000",,
005490,POSCO,철강_소재,2018,Q3,2018-11-14,"17,881,691,569,443","38,245,928,972,916","56,127,620,542,359","4,324,356,555,301","4,991,692,455,730","9,316,049,011,031","46,603,400,208,598","46,811,571,531,328",7905508084744,1094769177693,1181323586557,891098863628,891098863628,"482,403,125,000",,
005490,POSCO,철강_소재,2018,Q4,2019-04-01,"16,796,400,047,219","37,329,579,638,935","54,125,979,686,154","3,895,972,889,381","4,957,905,021,987","8,853,877,911,368","45,175,458,896,631","45,272,101,774,786",7288182174243,876567465377,-788295027314,-1167534767153,-1167534767153,"482,403,125,000",,
005490,POSCO,철강_소재,2019,Q1,2019-05-15,"17,603,455,407,023","37,608,360,849,658","55,211,816,256,681","4,164,307,178,881","5,047,008,023,671","9,211,315,202,552","45,430,512,857,319","46,000,501,054,129",7816470982778,832467085451,922058809380,671172964429,671172964429,"482,403,125,000",,
