,name,year,quarter,sector,Relative Return,영업이익 변화율,소비자물가지수 변화율,비유동부채 변화율,비유동자산 변화율,부채총계 변화율,유동부채 변화율,Label,Code
11,한화,2022,Q1,에너지_화학,-0.015352976835334521,-0.5715987215052467,0.09364288108448604,-0.004630210677561197,0.00012028165151511949,0.046344695234941335,0.08133176098760742,0.14146888500578209,000880
11,한국쉘석유,2022,Q1,에너지_화학,0.042623182591799494,0.1399725321219365,0.09364288108448604,0.06469904263456261,-0.030475069474484195,0.46270541350104843,0.4876828568620264,0.046177535082498944,002960
11,태광산업,2022,Q1,에너지_화학,0.020915546732076327,-0.32540960706436894,0.09364288108448604,0.0006012371518775428,-0.016441403068846894,-0.0010012325272622524,-0.0018427449875035862,-0.04799590552283823,003240
11,삼성정밀화학,2022,Q1,에너지_화학,0.09203436602249784,0.3051738690771093,0.09364288108448604,-0.01098957247542487,-0.013069455676948394,0.36560668226698256,0.38640019049545127,-0.07625433178886362,004000
11,효성,2022,Q1,에너지_화학,0.0012464515290683646,-0.6349697835772609,0.09364288108448604,0.019676568440828657,-0.02759800051030159,0.31999629420655995,0.8883011212644045,-0.02622894125537778,004800
11,SK케미칼,2022,Q1,에너지_화학,0.06695250907717142,-10.344201308633778,0.09364288108448604,0.012497347626974964,0.0005888717501187912,0.019323160517017435,0.02158628807316343,-0.031607328065656144,006120
11,대한유화,2022,Q1,에너지_화학,-0.03009590916700716,-0.8594750479750548,0.09364288108448604,0.2069457364902545,0.007423644846950017,-0.03863646429061285,-0.10850616837598259,-0.06255681901992194,006650
11,국도화학,2022,Q1,에너지_화학,-0.057729820447124075,-0.1916768694447869,0.09364288108448604,0.004585591805700728,0.0768273267214854,0.24418243406995965,0.29896295267407025,0.03269435282292643,007690
11,한화케미칼,2022,Q1,에너지_화학,-0.09840064230762588,0.24413871784974006,0.09364288108448604,0.07843103975962218,0.08014861437368914,0.12218673348120279,0.1663054276611775,0.5523209740931654,009830
11,OCI,2022,Q1,에너지_화학,0.008155195614759136,-0.04309694589804014,0.09364288108448604,0.18026905564880136,0.057274384254268895,0.06763170419629283,0.009426148594041006,0.29575264424722736,010060
11,S-Oil,2022,Q1,에너지_화학,0.33368463967246115,2.408136882713284,0.09364288108448604,0.10435960179877202,-0.005797702137464444,0.14016972532085892,0.15368547413867373,-0.1417745728974242,010950
11,롯데케미칼,2022,Q1,에너지_화학,-0.02993692932015659,-4.224361251713573,0.09364288108448604,0.27550471711384117,0.02911095986524037,0.1713315964754789,0.12536416026082597,0.021660426195996493,011170
11,금호석유,2022,Q1,에너지_화학,-0.022575143600287506,0.2504731794181181,0.09364288108448604,0.036327810535065064,0.014070660357653919,0.15836236778356638,0.17265835026143694,-0.04716175801795871,011780
11,SKC,2022,Q1,에너지_화학,0.16081882157126207,4.824116510780751,0.09364288108448604,-0.056649832728795646,0.07633521428291346,0.05478253354141138,0.18865083766431456,0.001877816154686511,011790
11,한솔케미칼,2022,Q1,에너지_화학,0.22627750404745814,0.5201487835650571,0.09364288108448604,0.01568971270180164,0.025369093532094933,-0.09631760103135001,-0.2139654528255478,-0.03313437642554728,014680
11,동원시스템즈,2022,Q1,에너지_화학,0.04496661229462112,-0.15714883764493637,0.09364288108448604,-0.005560304877730959,-0.026425596829174003,0.0274093566333391,0.049413012818317226,0.08766369903446392,014820
11,유니드,2022,Q1,에너지_화학,0.22456455537721942,4.120147034559558,0.09364288108448604,-0.10179571901792261,0.005931546128388865,0.13130718450059398,0.19410656105555812,-0.14850415840676978,014830
11,남해화학,2022,Q1,에너지_화학,0.3829893601579576,2.9087496925589433,0.09364288108448604,0.16984882987828032,0.054455576695121355,0.911353860654813,0.9604733201693381,-0.19611497849276588,025860
11,LG화학,2022,Q1,에너지_화학,0.15907787139326754,0.6102988472887292,0.09364288108448604,-0.06698257148949782,-0.018514109698773984,-0.003890145768273512,0.07403097465328723,0.3414158141459821,051910
11,휴켐스,2022,Q1,에너지_화학,0.11068047288144184,0.8023090070263776,0.09364288108448604,-0.0014663383228135096,-0.045825659159108856,0.23204761085324543,0.2908478987606766,-0.07538744731747352,069260
11,GS,2022,Q1,에너지_화학,0.23407546546309105,19.988856214208326,0.09364288108448604,0.0023302414349331,0.017625155353855337,0.14962955191664506,0.800274692023933,-0.03789663624175677,078930
11,휴비스,2022,Q1,에너지_화학,0.08904498675688936,-0.9532049803461672,0.09364288108448604,0.2037620511413447,0.002314015910276135,0.14717279455501986,0.14080658328982,-0.09360819131611647,079980
11,후성,2022,Q1,에너지_화학,0.07703372729030927,0.6152258993322464,0.09364288108448604,-0.05067096350028222,-0.009169170867881271,-0.03683562887298031,-0.018757617450975594,-0.11566837914012207,093370
11,SK이노베이션,2022,Q1,에너지_화학,-0.0204152961084699,1.2994975088136984,0.09364288108448604,-0.042503614876008844,1.1554863151630457e-05,-0.07302673627041645,-0.3328752578978099,0.03610704782834237,096770
11,코오롱인더,2022,Q1,에너지_화학,0.14693863764798074,4.216232326075355,0.09364288108448604,0.15727815133687884,0.01135241056722669,0.08039792301143511,0.05413233704061948,-0.101920054495242,120110
