,name,year,quarter,sector,Relative Return,Relative Return,비유동자산 변화율,이익잉여금 변화율,비유동부채 변화율,매출액 변화율,영업이익 변화율,Label,Code
27,경방,2018,Q1,경기소비재,0.0378657636253889,0.0378657636253889,-0.0023132975469258854,0.001963008966101132,-0.0016558485270474765,-0.09787943188724535,-0.16755260725069476,0.011885389568458124,000050
27,하이트진로,2018,Q1,생활소비재,-0.04948171985198782,-0.04948171985198782,-0.006427551945900167,-0.17417891544136044,0.43119421570573335,-0.07796089871644829,-0.2696023580050375,-0.08982263492396855,000080
27,유한양행,2018,Q1,헬스케어,0.04101083704832133,0.04101083704832133,-0.003840407717576988,0.020100821409697378,0.15290000772492962,-0.09974399177869042,0.8487809083563134,0.06181745260227466,000100
27,CJ대한통운,2018,Q1,산업재,0.2566929321227336,0.2566929321227336,0.15850755180789866,0.17270123412243388,0.236213973182807,0.03277689166232878,-0.2776602378320223,-0.08753989778786372,000120
27,두산,2018,Q1,산업재,0.11144460111392289,0.11144460111392289,0.04686271464919223,0.002914351983692276,0.26207924513309333,-0.05879759354376146,0.8428240164239913,-0.031583011954693416,000150
27,대림산업,2018,Q1,건설,0.2129153988623319,0.2129153988623319,0.01720123757771863,0.008531300795124208,-0.05592016870209049,-0.1546523364338871,-13.84514439158824,-0.018774693966500014,000210
27,일동제약,2018,Q1,헬스케어,-0.0034007412722550645,-0.0034007412722550645,0.0019227963395513914,0.010536696927416767,0.011749495694306722,0.6170905644339955,2.77958784676398,0.0011942483959284655,000230
27,한국타이어월드와이드,2018,Q1,경기소비재,-0.012265028214992585,-0.012265028214992585,-0.007569535713823572,-0.004439995859621515,-0.01889274611774361,0.689556831000419,5.903230225017858,0.12610362291753702,000240
27,기아차,2018,Q1,경기소비재,0.08011154772467985,0.08011154772467985,0.019499737699816944,0.05045183338438419,-0.05932186773136472,-0.05615490265930867,-0.9443900252657603,0.04905698234349917,000270
27,조선내화,2018,Q1,철강_소재,0.007037621851439391,0.007037621851439391,-0.04610213898614457,0.060164771886434876,-0.297247674089798,0.5185949992896455,-1.3598853728465823,0.04839560668212351,000480
27,동아쏘시오홀딩스,2018,Q1,헬스케어,-0.12669692296768342,-0.12669692296768342,0.01858373644142297,0.02373212310077366,-0.008811955378516645,1.3749226806270922,-59.123234705193866,-0.060745958449324094,000640
27,SK하이닉스,2018,Q1,정보기술,0.038442663684447834,0.038442663684447834,0.1205907755099449,0.09609651245810702,-0.02495499684393454,-0.01637143941015351,0.005852989045462831,-0.03550835541951301,000660
27,영풍,2018,Q1,철강_소재,-0.027564313265343393,-0.027564313265343393,-0.007605472563749549,0.030829151562451917,-0.007131991676187499,0.031971582117852115,0.19757402795009527,-0.08543709878316533,000670
27,현대건설,2018,Q1,건설,0.6705387223024034,0.6705387223024034,0.02367863594793218,-0.0109658039454672,0.05679791105873311,-0.1721081888061784,-0.14500206713656205,-0.11637786043398607,000720
27,한화,2018,Q1,에너지_화학,0.06330808721003921,0.06330808721003921,-0.0015910999875241583,0.013154294722015125,0.009076335166371408,-0.07557793275756608,0.7172855672995977,-0.14228829831942152,000880
27,CJ,2018,Q1,생활소비재,0.06456432208947764,0.06456432208947764,-0.03821583594984923,-0.019818424766712694,0.2198254107251465,-0.0038773759566005372,5.191425229235256,-0.07695835042899499,001040
27,LG상사,2018,Q1,산업재,0.11946540445227934,0.11946540445227934,-0.018405237992747847,-0.09619448024826882,0.10762756386960692,-0.013525286837373085,-1.7587590679512366,-0.1822205925842355,001120
27,동국제강,2018,Q1,철강_소재,0.08776384366769185,0.08776384366769185,-0.0066315124722376995,-0.014905950694452441,0.10011981669101777,-0.02991168358060925,-0.7168983780778659,-0.19006577269342306,001230
27,세아베스틸,2018,Q1,철강_소재,0.05553319362687495,0.05553319362687495,0.0464184216407324,3.470686308082449e-05,-0.0648477553724306,0.11408264328917839,0.035225364705672835,-0.15812410109905217,001430
27,대상,2018,Q1,생활소비재,0.02797127356775445,0.02797127356775445,-0.0025025979558674916,0.015370072491683429,-0.19748671965179532,0.08608180703131563,1.3692278059325873,-0.0001030087557442605,001680
