,name,year,quarter,sector,Relative Return,Relative Return,비유동자산 변화율,이익잉여금 변화율,비유동부채 변화율,매출액 변화율,영업이익 변화율,Label,Code
32,경방,2016,Q4,경기소비재,-0.2813695647129345,-0.2813695647129345,-0.006237692265204653,-0.0021947110680120563,-0.024634978649678896,0.08836293544289497,0.40175538148187573,-0.02973383446205497,000050
32,하이트진로,2016,Q4,생활소비재,-0.17068264442794995,-0.17068264442794995,-0.04539864215488432,0.010075903493099059,-0.008738955824266426,0.013367361045171888,0.5945980863061411,0.008827454099233585,000080
32,유한양행,2016,Q4,헬스케어,-0.0777993263259322,-0.0777993263259322,-0.006325269716927817,0.0426784109198739,0.08900632106060602,-0.03346827010557707,0.2722743787253019,0.05727365236155104,000100
32,CJ대한통운,2016,Q4,산업재,-0.23530932741448607,-0.23530932741448607,0.04778620575071346,0.004262525735458267,-0.019641139509537275,0.06719499112871485,-0.3405612344138046,0.008160029551212027,000120
32,두산,2016,Q4,산업재,-0.284123174556213,-0.284123174556213,0.01021006899967003,-0.047016111004151595,0.07944914258196056,0.26212350918884164,-1.9799248892216341,0.016954605162627846,000150
32,대림산업,2016,Q4,건설,-0.13911732572419963,-0.13911732572419963,0.245349989686229,-0.01509156675236123,-0.016167842348950634,0.0782756596981955,-0.631734228367981,-0.04877684289017979,000210
32,일동제약,2016,Q4,헬스케어,-0.44602156784564295,-0.44602156784564295,-0.025957133502598317,0.0007244241067685397,-0.008357760861193997,-29.39829495516696,9.821855752221394,-0.07016772285535461,000230
32,한국타이어월드와이드,2016,Q4,경기소비재,-0.19368253315611283,-0.19368253315611283,0.015567188232685103,0.005061263707649921,0.09043206525974412,-0.041214982111904,-0.5548453282449295,0.012076016626146636,000240
32,기아차,2016,Q4,경기소비재,-0.15636195899343341,-0.15636195899343341,-0.01572770930031897,0.011024783504809177,0.003147264874032718,0.31024768483954945,1.8046192461407533,-0.0629612035204867,000270
32,조선내화,2016,Q4,철강_소재,-0.14737252375136384,-0.14737252375136384,0.10625605904870405,0.0162658941913012,0.009871878359963837,-0.0040120400693193226,-0.1928955138129531,-0.0291484299802046,000480
32,동아쏘시오홀딩스,2016,Q4,헬스케어,-0.2526357168042266,-0.2526357168042266,0.326629307697861,0.00579446502533254,11.644840176662816,0.8220985586131482,-0.36349708483980436,0.054852963462831396,000640
32,SK하이닉스,2016,Q4,정보기술,0.1529801462697245,0.1529801462697245,0.0710983063433126,0.11006855425269446,-0.03727215359766056,0.3068127848232687,1.571067837168822,0.03107106492552158,000660
32,영풍,2016,Q4,철강_소재,-0.23635428470249803,-0.23635428470249803,-0.007239102717696233,0.0039462044052551715,-0.018480466848932453,0.17273065661911802,0.24203165793434955,-0.04912454758259855,000670
32,현대건설,2016,Q4,건설,0.01665776516054719,0.01665776516054719,-0.024582035243341127,0.011174555149588095,-0.14080468836625648,0.19120576671531286,0.5521103791601398,-0.0775925137133953,000720
32,한화,2016,Q4,에너지_화학,-0.1480524624259277,-0.1480524624259277,-0.008355812269183804,-0.026737906710132986,-0.1718460628398517,0.09140746932666088,0.11065520101270243,0.12772515656239566,000880
32,CJ,2016,Q4,생활소비재,-0.06228555020128465,-0.06228555020128465,-0.0029915826804676193,0.002232409014018666,-0.05063288656725573,0.09710737526274893,-1.507780598108885,0.08616570802638535,001040
32,LG상사,2016,Q4,산업재,-0.0869465638279954,-0.0869465638279954,0.05591677676572937,0.007995480345829531,0.03094195567618896,0.02117338191871343,-1.1406051057217286,-0.03542959331238795,001120
32,동국제강,2016,Q4,철강_소재,0.2366102338807522,0.2366102338807522,-0.033728198471191795,-0.055431784565136644,-0.0620330860441064,0.09099191754581115,-0.5967949776970097,-0.1353534143764927,001230
32,세아베스틸,2016,Q4,철강_소재,0.013813479603057802,0.013813479603057802,-0.004843643745099602,0.015248611007558699,-0.37423083134649826,0.052401527568183504,0.6465852246022623,-0.08047981011969141,001430
32,대상,2016,Q4,생활소비재,-0.27888938087563453,-0.27888938087563453,0.05000286677985821,0.04423961762743356,0.02184866345172165,-0.0865003864866477,-0.6610568037007278,-0.0014950147294593014,001680
32,SK네트웍스,2016,Q4,경기소비재,-0.058738377608712575,-0.058738377608712575,0.14159219943469536,-0.09843283356295729,-0.0885583801917923,0.06336184617051188,0.286882781915647,-0.03833353004805193,001740
32,오리온,2016,Q4,생활소비재,-0.17317446296599925,-0.17317446296599925,-0.010088811730867397,0.06025186098059532,-0.4638347754422316,0.11556074782093728,1.1705523407574985,0.027978559900321075,001800
32,고려제강,2016,Q4,철강_소재,-0.1449928696559611,-0.1449928696559611,0.009361649135027239,0.005797279844001357,-0.039470402184831554,0.12932866407562926,0.24777413873996879,-0.08755903846896625,002240
32,넥센타이어,2016,Q4,경기소비재,-0.12315621736663916,-0.12315621736663916,0.0009691722289517646,0.04214006932824432,-0.006564221406736848,0.014930086737340087,0.06886487925322338,-0.053861977203336395,002350
32,KCC,2016,Q4,건설,-0.2071485078598309,-0.2071485078598309,-0.053048630772714045,-0.0007441986588236915,-0.01657924196818139,0.09676041035380378,-0.61397610886999,-0.054690556496670914,002380
32,아모레G,2016,Q4,생활소비재,-0.3155265935223543,-0.3155265935223543,-0.0009515157808068775,-0.004150124558117141,-0.032696840934135385,-0.2143824165105226,5.94840716503445,0.17803149956341605,002790
32,한국쉘석유,2016,Q4,에너지_화학,-0.22900066637135905,-0.22900066637135905,0.016827640739794703,0.07368824119957407,-0.7566340845019369,-0.024364612942405772,0.2237719825960789,-0.03216306978102413,002960
32,부광약품,2016,Q4,헬스케어,-0.15125339957992842,-0.15125339957992842,-0.009690123433944153,0.005975085894379006,-0.43396792891630953,0.05293188512204927,1.2524748019372272,-0.011175219433781601,003000
32,세아제강,2016,Q4,철강_소재,-0.010978750295810732,-0.010978750295810732,0.019146872142506544,-0.0072307915758352825,0.7462406878190724,0.2470862567498182,3.7985056653660045,0.004857649723900681,003030
