,name,year,quarter,sector,Relative Return,Relative Return,비유동자산 변화율,이익잉여금 변화율,비유동부채 변화율,매출액 변화율,영업이익 변화율,Label,Code
18,경방,2020,Q2,경기소비재,-0.11949602641425311,-0.11949602641425311,0.034937376128248765,0.01785872188126625,0.007077124870782825,0.30734160826130696,-0.08081915313825772,-0.04972281080367345,000050
18,하이트진로,2020,Q2,생활소비재,-0.0446657728861653,-0.0446657728861653,-0.004035415547907983,0.11600643977193026,0.25483228952238535,0.08699780892636477,-0.09857725232090064,-0.24613265477294238,000080
18,유한양행,2020,Q2,헬스케어,-0.0026108399483019684,-0.0026108399483019684,0.034434425351743014,0.015089861487222356,0.006188908209304067,0.34705495362140026,3.9979040219908155,-0.056977511654584076,000100
18,CJ대한통운,2020,Q2,산업재,-0.20805324300341949,-0.20805324300341949,0.004432597772771718,0.055401122790561086,-0.007269890517267119,0.044795102449529445,0.3793947328886955,0.006497951974267023,000120
18,두산,2020,Q2,산업재,-0.0912061080882638,-0.0912061080882638,0.11331607352334805,0.009598327464179768,0.009566007528012399,0.1573376034072418,-0.09587299210177502,0.05912799469855127,000150
18,대림산업,2020,Q2,건설,-0.1716815982654706,-0.1716815982654706,-0.0037004840000132155,0.018606326678747287,-0.12859941328422309,0.016146263710212105,0.33656637730243344,-0.07609556676934505,000210
18,일동제약,2020,Q2,헬스케어,-0.2223163771295673,-0.2223163771295673,0.0006025769289639271,0.008014266905756129,-0.017898518328118507,-0.07480690338395768,-0.3815047404785433,-0.07199364085817223,000230
18,한국타이어월드와이드,2020,Q2,경기소비재,0.17887525823928324,0.17887525823928324,-0.0020947488147727844,0.0035229063030155494,0.07648360772166574,-0.7326854408852457,-0.914212695694332,0.09946325091362876,000240
18,기아차,2020,Q2,경기소비재,0.2820034409833542,0.2820034409833542,0.006722978302771576,0.008634321083591079,0.1092892085898105,0.061424711222518136,1.0346778006762483,0.28144566446315256,000270
18,조선내화,2020,Q2,철강_소재,-0.2982992105524605,-0.2982992105524605,0.06396862739523645,0.08730150199418363,0.1217198190016,-0.11596517020427222,-1.3397007918715327,0.05136604289461466,000480
18,동아쏘시오홀딩스,2020,Q2,헬스케어,-0.017716125577534908,-0.017716125577534908,0.003407753655468637,-0.022184654216384825,0.4043616937774013,-0.8911210608384273,-1.3002343136830001,0.14036300650534914,000640
18,SK하이닉스,2020,Q2,정보기술,-0.2760883720058567,-0.2760883720058567,0.017728602729950138,0.029463561197450305,-0.012681546862921556,0.18579422862190587,1.4382946574620865,0.08288061989992215,000660
18,영풍,2020,Q2,철강_소재,-0.2526805617673693,-0.2526805617673693,-0.023751210709423987,-0.002913262504945502,-0.01591643676561172,-0.06651319941108569,-0.5376625483664935,-0.06213608214944069,000670
18,현대건설,2020,Q2,건설,-0.17233944488030417,-0.17233944488030417,-0.02767525620493727,-0.002073050099541285,0.057201705607568654,0.10500341325751439,0.532908329948611,-0.14513875665797915,000720
18,한화,2020,Q2,에너지_화학,0.10180845239675312,0.10180845239675312,0.0010339151891667342,0.021254440848522682,0.08009095774419062,0.2871275950991694,8.033050193050194,-0.012596347714810758,000880
18,CJ,2020,Q2,생활소비재,-0.1269689384985466,-0.1269689384985466,-0.0011872682805297297,0.0057355844982820425,-0.9378830697842654,-0.07164567420982004,-0.8903748248152804,-0.15509078929638534,001040
18,LG상사,2020,Q2,산업재,-0.040930749715722164,-0.040930749715722164,0.009394044203674623,0.003528759593077302,0.2659689553134952,-0.06656501329541042,-48.77797508962691,0.09286712153574087,001120
18,동국제강,2020,Q2,철강_소재,0.3783807143278998,0.3783807143278998,-0.005973131447564062,0.09970404776646213,-0.028397157790764793,0.04458364543033588,0.8711334111358244,0.016271773013448287,001230
18,세아베스틸,2020,Q2,철강_소재,-0.08483782192949313,-0.08483782192949313,-0.007188824325595644,0.02000780717357542,-0.1584984989191589,-0.3241123398863429,-2.8608874126100146,-0.14271610257959336,001430
18,대상,2020,Q2,생활소비재,-0.27923538404857423,-0.27923538404857423,0.02911622885913956,0.03208281506130617,0.06608627905783604,0.010421383121147487,0.27199824152380114,-0.0956107688888938,001680
18,SK네트웍스,2020,Q2,경기소비재,-0.16485254278946523,-0.16485254278946523,0.012490805596643506,0.09842754822443789,-0.13977162936961196,-0.2238999667470173,-3.5267452402538533,-0.15667416286792887,001740
18,오리온,2020,Q2,생활소비재,-0.3138914687046589,-0.3138914687046589,0.00011534396437551386,0.04545643577955438,0.021003750506474628,-0.7489127660268626,-0.9507852202671486,-0.106244623528609,001800
18,고려제강,2020,Q2,철강_소재,-0.059066734343241445,-0.059066734343241445,0.0013568038684610428,0.002999073757935289,0.030254579173645935,-0.06041042131240992,-0.5182465271927492,-0.14117950358536724,002240
18,넥센타이어,2020,Q2,경기소비재,-0.2194786602537222,-0.2194786602537222,-0.008139516137367298,-0.0022864847421788514,-0.09408782486708978,-0.3261208079598594,-1.7471508341011872,-0.10818050616280883,002350
18,KCC,2020,Q2,건설,-0.17380666766095376,-0.17380666766095376,0.08711143592538018,0.08629146345083982,0.03192759653473343,0.043070475434028754,0.21378043336836372,-0.03250576077415952,002380
18,아모레G,2020,Q2,생활소비재,-0.1954920218115641,-0.1954920218115641,0.01045267587143961,-0.00038416619324632695,-0.002062625612001212,-0.01732911701426998,-1.050072354726641,-0.20948628891499707,002790
18,한국쉘석유,2020,Q2,에너지_화학,-0.3307255460856113,-0.3307255460856113,-0.023187555118967973,0.07444248528742903,0.48196458308987045,-0.08527844184041034,-0.024746045464398847,-0.016901046266611732,002960
18,부광약품,2020,Q2,헬스케어,0.10918016424452176,0.10918016424452176,-0.044294709576473745,0.013452658063904943,-0.016066236209452245,0.14444004720347436,0.5280789261437557,-0.3780558573387964,003000
18,세아제강,2020,Q2,철강_소재,0.37429697393218236,0.37429697393218236,-0.013290036464833399,0.006129302551701521,-0.47624108476195903,-0.8418025233297858,-1.0442100613463134,-0.048352798152391165,003030
18,일신방직,2020,Q2,경기소비재,-0.039558888572430256,-0.039558888572430256,0.002627693536808806,-0.0031543756665440847,-0.021679883787003806,-0.2186400544241942,-1.4568950648995524,0.013137356282461495,003200
18,태광산업,2020,Q2,에너지_화학,-0.33346609697493934,-0.33346609697493934,0.6354118458778522,0.17693439324216098,0.2083759236836482,-0.2280342417413611,-0.655719747605638,0.08190927204578127,003240
18,한일시멘트,2020,Q2,건설,-0.2149529513057256,-0.2149529513057256,-0.004018140790928437,3.4541195979675976e-05,0.394927284953978,-1.128168944620946,-1.0521982310185067,0.045629762082060786,003300
18,대한항공,2020,Q2,산업재,-0.006374697562021692,-0.006374697562021692,-0.025455190342344003,-0.19348781369315193,-0.025027596038011746,-0.28115303481567055,-3.62063399429948,0.17104100964740387,003490
18,영진약품,2020,Q2,헬스케어,-0.05310060968676805,-0.05310060968676805,0.005724018011520782,0.04954610522319047,-0.002678616605089834,-0.10770911554286078,-0.4528952932480107,0.1597521371336741,003520
18,LG,2020,Q2,정보기술,0.1995391026549494,0.1995391026549494,0.010724531070863685,0.10185997781906786,0.06822056686462297,-0.8712895609020094,-0.9499680368904563,-0.20502896673582985,003550
18,S&T중공업,2020,Q2,산업재,-0.32487189387740756,-0.32487189387740756,-0.03864329169999481,0.00878834666409034,0.00794580245908505,-0.06041326517776302,-0.11637619158451007,0.03300732817132775,003570
18,쌍용차,2020,Q2,경기소비재,1.1475752829593002,1.1475752829593002,-0.0597914429605686,0.015617971817980969,0.09614393424300038,0.0876408755396636,0.18790433837330212,0.05434615790742354,003620
18,남양유업,2020,Q2,생활소비재,-0.30531429207768973,-0.30531429207768973,0.0009698339840733539,-0.011066878427484994,-0.0028507803170039203,0.05267397802485996,-0.40876556119439555,-0.14968522266609224,003920
18,삼성정밀화학,2020,Q2,에너지_화학,0.07734609223837191,0.07734609223837191,0.01869515836707558,0.06495205901652645,-0.08444120223751772,-0.1673397755745658,-0.35375131411339134,0.08257021447887561,004000
18,현대제철,2020,Q2,철강_소재,0.15544475063156044,0.15544475063156044,-0.0036801440610029212,-0.00032206911679077965,0.015531426210499744,-0.11237570136979935,-1.4305365827997414,0.10119407250287302,004020
18,한솔홀딩스,2020,Q2,경기소비재,0.0,0.0,0.007072017542589348,0.026603638613871272,-0.31858159835837474,0.25338630824833097,-0.6338662017099281,-0.06821692492436532,004150
18,신세계,2020,Q2,경기소비재,-0.3411164959296861,-0.3411164959296861,0.04477643733519865,0.04692362375769066,0.22252781870467486,0.06866736725228195,-0.3665550608275313,-0.01335102321451399,004170
18,농심,2020,Q2,생활소비재,-0.11604480348318336,-0.11604480348318336,0.004094684939472515,0.010727759668617054,-0.012073510854176406,-0.05285593670939259,-0.6566805588362483,-0.2445679544314452,004370
18,세방전지,2020,Q2,경기소비재,-0.23055813537132558,-0.23055813537132558,0.036787129463959456,0.021092587661114326,0.09614518529907778,-0.1255009889905534,-0.07409981496132279,0.033279213579657234,004490
18,조광피혁,2020,Q2,경기소비재,-0.03116321254671417,-0.03116321254671417,0.06900924091902572,0.012467904423434373,0.5715169794941886,-0.00351059214015359,-0.25373772145801665,-0.03951025331075196,004700
18,한솔테크닉스,2020,Q2,정보기술,0.06737267835909072,0.06737267835909072,-0.006781676077403542,0.38300249481115545,0.020956214070046775,0.1538146184395548,-0.44505575825443,-0.10782605210019207,004710
18,효성,2020,Q2,에너지_화학,-0.17931420695976708,-0.17931420695976708,0.0038526332339505753,0.00238059563649462,-0.0077581815773064555,0.8801492075317205,-1.9250090048933495,0.05722045444459716,004800
18,삼광글라스,2020,Q2,철강_소재,-0.03189288561042025,-0.03189288561042025,-0.05667386289425824,0.0005341644199530204,0.3637799777073951,-0.283391758563477,-0.7460883045521678,0.025553002934539888,005090
18,빙그레,2020,Q2,생활소비재,-0.3558246598915814,-0.3558246598915814,0.013873631265773234,3.4036851365432383,0.11038464035270135,0.34394583574111515,4.013490465844318,-0.11754045855149031,005180
18,롯데칠성,2020,Q2,생활소비재,-0.3106751524525341,-0.3106751524525341,0.030255573108542322,0.009506645878278208,0.5143225777809641,0.16682715145103622,2.671349939689471,-0.13971310350803715,005300
18,현대차,2020,Q2,경기소비재,0.5815536658709104,0.5815536658709104,0.00754007063277351,0.00960252752191959,0.24405818081861685,0.07593327340705724,0.6298924370673025,0.0024384504696965334,005380
18,현대그린푸드,2020,Q2,생활소비재,-0.24762132839533246,-0.24762132839533246,0.0028625098850532105,0.011936416749589451,0.04727384043546112,-0.07662129334234713,-0.16543631871913755,-0.11535265720144208,005440
18,POSCO,2020,Q2,철강_소재,-0.03363830006980109,-0.03363830006980109,-0.0015574923696880516,-0.0025247546360125384,-0.14098308970281626,-0.1556750096145707,-1.236787272958943,0.10712055818630567,005490
18,삼립식품,2020,Q2,생활소비재,-0.3618402881216224,-0.3618402881216224,0.017612624181661207,-0.07236352181272265,-0.008602855930692321,0.010596931361124717,0.12172232399941563,0.02835369520253319,005610
18,크라운제과,2020,Q2,생활소비재,-0.3335905535503235,-0.3335905535503235,-0.0005942772048845857,-0.0016227767530949677,0.02620721683248628,-0.5751678055446751,-0.9641477677550768,0.007250828637337864,005740
18,에스엘,2020,Q2,경기소비재,0.0,0.0,0.00789339676289269,0.0030525765884390488,0.03003704670465157,-0.16180424576693941,-0.3470726331240679,0.17871246884897807,005850
18,삼성전자,2020,Q2,정보기술,-0.053462503730239364,-0.053462503730239364,0.02165825939255228,0.00649075788766762,0.10816993804911079,-0.05447621041331163,0.5327995546677933,0.05408192697705689,005930
18,SK케미칼,2020,Q2,에너지_화학,1.5260486958428354,1.5260486958428354,0.0032144696846276855,-0.0035412725354283525,-0.018824821850147,-0.019665848664502716,-1.1228383757543372,-0.277069844076192,006120
18,LS,2020,Q2,산업재,-0.019981619898667646,-0.019981619898667646,0.01092322890682662,0.012557034194700334,-0.016880127991239058,-0.03765935787315,3.3993875765529307,0.29306525221584595,006260
18,녹십자,2020,Q2,헬스케어,0.6001770903150403,0.6001770903150403,0.041366453402271075,0.016473488684242366,-0.24575909414624897,0.1524340561295845,0.4749876243808804,0.28649081150276556,006280
18,삼성SDI,2020,Q2,정보기술,0.26047152241687693,0.26047152241687693,0.009189291521865872,0.01775321963205445,0.0189345923426818,0.1632316546734498,-3.179073107634878,0.06431956717818749,006400
18,대한유화,2020,Q2,에너지_화학,-0.32922377240158424,-0.32922377240158424,-0.016661131218147274,0.0396892754532443,0.10431115905280874,-0.11488038956832236,-2.5106380882736383,0.8742711770353646,006650
18,GS리테일,2020,Q2,생활소비재,-0.45561649556391937,-0.45561649556391937,-0.0002797833180397946,0.024977998301916493,0.001777595023680023,0.036972109445917445,-0.2528650906679898,-0.060562225089484875,007070
18,오뚜기,2020,Q2,생활소비재,-0.14873510765277545,-0.14873510765277545,-0.0038189239145404175,0.027195091789897985,0.13557851845787283,-0.013160742360676436,-0.1635214515692175,-0.10735955595426544,007310
18,동아타이어,2020,Q2,경기소비재,-0.26810690946718485,-0.26810690946718485,0.006400297960332368,0.006572911058945197,0.07959200717209303,-0.14559161918893548,-0.31620720289340765,-0.07814674985982636,007340
18,일양약품,2020,Q2,헬스케어,1.1250055987211747,1.1250055987211747,-0.015153874259025923,0.05051842188417477,0.02920933783939872,0.03478672016709461,0.35683879750658765,-0.20526474287899468,007570
