,name,year,quarter,sector,Relative Return,Relative Return,비유동자산 변화율,이익잉여금 변화율,비유동부채 변화율,매출액 변화율,영업이익 변화율,Label,Code
25,경방,2018,Q3,경기소비재,-0.07696262658426821,-0.07696262658426821,0.004259322682718114,0.008435571417007237,0.6713314452576229,-0.08114584122550939,-0.014053596538883828,-0.1629344263704438,000050
25,하이트진로,2018,Q3,생활소비재,-0.037858348509401896,-0.037858348509401896,-0.005494126268979604,0.02897530044795049,0.06509937278518274,0.009322625068508117,0.05539764138111525,0.15274857846813358,000080
25,유한양행,2018,Q3,헬스케어,0.11696122797582623,0.11696122797582623,0.05403965900885077,0.002199391186204158,-0.14870158641871123,-0.020292248110793,-0.8168575344427329,0.03716151888866581,000100
25,CJ대한통운,2018,Q3,산업재,0.11571023203286286,0.11571023203286286,0.07200074222122677,0.10819306457302669,-0.09745488516310497,0.005236459958047002,-0.3418961138365897,0.07043111948977278,000120
25,두산,2018,Q3,산업재,0.2813772335036169,0.2813772335036169,0.0062391754067658844,-0.0038799256558410544,0.016608332920113877,0.021093928329787293,-0.2819633680692615,-0.30989866906136915,000150
25,대림산업,2018,Q3,건설,0.10832945931949682,0.10832945931949682,0.005461379407374123,0.0954106636885157,-0.12935115221113647,-0.17762621278964574,0.05421065651469781,0.15289343413165826,000210
25,일동제약,2018,Q3,헬스케어,-0.008675498648981941,-0.008675498648981941,0.012707395553600342,0.007490586328543047,0.015442945154965804,0.03396140470943232,-0.13864789210286188,-0.05472955194698993,000230
25,한국타이어월드와이드,2018,Q3,경기소비재,-0.07805195120300458,-0.07805195120300458,-0.0021965880749692523,0.010720329519449345,0.04617332158799359,0.006233880596930641,0.08358765545400715,-0.0506737404824085,000240
25,기아차,2018,Q3,경기소비재,-0.05644701293139966,-0.05644701293139966,0.017401596091479066,-0.003598526050155759,0.02378563682911139,-0.1085591834889238,-1.3751309368692675,0.22795072871432775,000270
25,조선내화,2018,Q3,철강_소재,0.060034130245770104,0.060034130245770104,0.04897840727037406,0.021014121050420442,-0.12849725385843436,-0.022489216885257735,1.654659311305367,-0.025609331002890156,000480
25,동아쏘시오홀딩스,2018,Q3,헬스케어,0.010793714972808392,0.010793714972808392,0.002899413398567585,0.01348808036151028,-0.00821686284921419,0.9935936061990285,-14.838760082962835,0.08551818455140023,000640
25,SK하이닉스,2018,Q3,정보기술,0.017395274679003904,0.017395274679003904,0.05038276581506862,0.1421800767848882,0.035655263194535936,0.10544827720045191,0.1662657428018044,0.013620315698057415,000660
25,영풍,2018,Q3,철강_소재,0.01968765964791773,0.01968765964791773,0.0014975515738893108,-0.009274575163597198,-0.023222067654639078,-0.09156337497093014,2.444001657176542,0.12218307211157567,000670
25,현대건설,2018,Q3,건설,-0.060928753437617986,-0.060928753437617986,-0.05421040638977426,0.008337607418246407,-0.030474606318600106,0.038436250526985294,-0.17589990770177422,0.00930155204081681,000720
25,한화,2018,Q3,에너지_화학,-0.00021630305485643986,-0.00021630305485643986,0.002286463293995844,0.025919664881461912,-0.10118530282249327,0.22175720830106904,-0.02236815323470487,-0.0020263470074288192,000880
25,CJ,2018,Q3,생활소비재,-0.07831231994398848,-0.07831231994398848,0.004808694719706352,0.002320086147986844,0.013721652492711067,0.004153715414155323,-0.011584521347804189,0.04888600235897958,001040
25,LG상사,2018,Q3,산업재,-0.22248022226883024,-0.22248022226883024,0.028415872805860998,0.026123876346038966,-0.041242485260941764,0.14063880098115744,-1.039242608435361,-0.02870096063856419,001120
25,동국제강,2018,Q3,철강_소재,0.02612876541294519,0.02612876541294519,-0.013525878750608733,-0.006474887996020695,-0.15981936181078416,-0.0050210825001894,1.0934867357106364,-0.062160127067464835,001230
25,세아베스틸,2018,Q3,철강_소재,-0.15861426534196105,-0.15861426534196105,-0.005065451991801417,-0.0009494716715194862,0.029471880362411662,-0.019749552039205698,-0.7734824308864257,0.20357265642570999,001430
25,대상,2018,Q3,생활소비재,0.031081823228511114,0.031081823228511114,-0.008705667760779745,0.033293930257491944,0.010521727962042648,0.1070340763486346,0.13574740742596259,0.17822628547450303,001680
