,name,year,quarter,sector,Relative Return,Relative Return,비유동자산 변화율,이익잉여금 변화율,비유동부채 변화율,매출액 변화율,영업이익 변화율,Label,Code
12,경방,2021,Q4,경기소비재,0.11458560288894182,0.11458560288894182,-0.010648589230879746,0.008360731976974733,-0.004303690272457028,0.2798948555327285,2.2265154741641244,0.11273574077530271,000050
12,하이트진로,2021,Q4,생활소비재,0.20334813704858318,0.20334813704858318,-0.017496724090179328,-0.01539016242601654,-0.10778592211798232,-0.024782293011089473,-0.21041849634010934,-0.012106847679306795,000080
12,유한양행,2021,Q4,헬스케어,0.13205388132662688,0.13205388132662688,0.0017577134795114802,0.04145997332955509,-0.5442433236128442,-0.061447627684376616,0.555000114876266,0.011350218745230758,000100
12,CJ대한통운,2021,Q4,산업재,0.03823905401086618,0.03823905401086618,-0.0008698663939948892,6.189275717805032e-05,-0.021633063865422186,0.07553287157585675,0.04998913937171445,0.020972223829352588,000120
12,두산,2021,Q4,산업재,-0.04979934996693024,-0.04979934996693024,0.052358933107452765,-0.017168454771196107,-0.19401880024717888,-0.13508326815020755,-2.3179010128955255,-0.2643159535326171,000150
12,대림산업,2021,Q4,건설,0.016286275246006884,0.016286275246006884,0.017072759320268638,-0.009170287232970531,0.10401204579725531,0.6657415766444117,0.07453537583599856,0.09273574716054264,000210
12,일동제약,2021,Q4,헬스케어,0.07268899017813357,0.07268899017813357,0.015752261669091938,0.04950641431642322,0.6025489768462522,-0.0628746665665213,-0.8370963974954677,2.520681320410893,000230
12,한국타이어월드와이드,2021,Q4,경기소비재,-0.10970540170367923,-0.10970540170367923,-0.004323119692427713,0.010123839998829709,-0.02417628331826327,0.20681644756552675,0.07172629797769736,0.0625080874675382,000240
12,기아차,2021,Q4,경기소비재,-0.09352931069547588,-0.09352931069547588,0.04719493643300621,0.044341816803188605,-0.016099412070608055,0.22389506974412532,4.795099280038177,0.2489395792675664,000270
12,조선내화,2021,Q4,철강_소재,-0.015945313905378677,-0.015945313905378677,-0.01694162761828122,0.0157225608294993,-0.2943191106867249,0.038395108141321854,-0.7611544523729367,0.0629350071393891,000480
12,동아쏘시오홀딩스,2021,Q4,헬스케어,0.05740492497456121,0.05740492497456121,-0.007940999890097555,-0.033815740770788305,0.17841690655666498,-0.8421792117234876,-1.1416580816749982,0.043360283530845124,000640
12,SK하이닉스,2021,Q4,정보기술,0.2123586794240616,0.2123586794240616,0.14885338640131773,0.06676227955549985,0.29305030877923466,0.032584508096590525,-0.012495842887817576,-0.03328729167223377,000660
12,영풍,2021,Q4,철강_소재,0.051367048840005515,0.051367048840005515,0.004590116820756274,-0.027788829568474616,-0.01924875812214255,-0.017830720113273912,-0.4277841458054782,-0.001544456997103285,000670
12,현대건설,2021,Q4,건설,0.06602718996731899,0.06602718996731899,0.09127882831184198,0.01863721533039575,0.0379147986466426,0.264208675335603,-0.0009419853555265867,-0.1054703706981916,000720
12,한화,2021,Q4,에너지_화학,0.023345682662620472,0.023345682662620472,0.006524349602990975,0.022178773968796195,-0.04245693026686714,0.47293392690352865,-0.05159002516586597,-0.015352976835334521,000880
12,CJ,2021,Q4,생활소비재,-0.049183820687011576,-0.049183820687011576,-0.0007903595871687763,0.005618432515553717,0.005331462099485984,0.0063778852955898024,-0.3170238126470596,0.08096572305841608,001040
12,LG상사,2021,Q4,산업재,0.22057431134612354,0.22057431134612354,0.014081025284972792,0.06261109790107455,-0.04745486482739758,-0.08644919353448588,0.7860926788122049,0.2859988574797939,001120
12,동국제강,2021,Q4,철강_소재,0.06570784103928433,0.06570784103928433,-0.06784128617375729,-0.07990805703506254,0.03125762498988682,0.05366686471406101,-0.4167351550502236,0.09972054546315418,001230
12,세아베스틸,2021,Q4,철강_소재,-0.04342548840018298,-0.04342548840018298,0.0030883187734054296,0.02106933281334089,-0.054327228416520934,0.03969014409219085,-0.3362419755990026,-0.03918363838167925,001430
12,대상,2021,Q4,생활소비재,0.017341955966959574,0.017341955966959574,0.04067889098868993,0.057306155020289795,-0.01806669354966317,0.016078588369014435,-0.44789828906794027,0.13444508417465725,001680
12,SK네트웍스,2021,Q4,경기소비재,-0.04370239017890018,-0.04370239017890018,-0.037454571586136964,-0.021777773578640858,-0.06202253855699591,-0.012767552378976754,66.04054054054055,0.09862704115316222,001740
12,오리온,2021,Q4,생활소비재,-0.041456974598205895,-0.041456974598205895,7.716800276091895e-05,0.10134816901972954,-0.06980858259304012,0.0882933446530414,0.6787995507065689,0.05552237888351503,001800
12,고려제강,2021,Q4,철강_소재,0.024999428476657454,0.024999428476657454,-0.017231188688242804,0.023222675259117143,-0.1159021505265756,0.11564150724778322,-0.24739026753696103,0.26182065319179265,002240
12,넥센타이어,2021,Q4,경기소비재,-0.0898671681252067,-0.0898671681252067,-0.0020539624625161013,-0.007354105169196323,-0.05200012325765535,-0.016889174547766173,1.2989382001479401,0.10555340955375839,002350
12,KCC,2021,Q4,건설,0.09321642013939833,0.09321642013939833,-0.008604962377954273,-0.0022566628465829908,0.11891414188587279,0.10411392878255032,-0.2102363722063837,0.0737975786631034,002380
12,아모레G,2021,Q4,생활소비재,-0.00833068060234668,-0.00833068060234668,-0.0016863648177930513,-0.028702787116539508,0.002873976094922792,-0.013959591676065752,0.5511813540535162,0.058838877200013344,002790
12,한국쉘석유,2021,Q4,에너지_화학,-0.0027251104801802872,-0.0027251104801802872,0.021320550967243834,0.06626866098358342,0.08748150090384388,0.07392162920185075,-0.02945584060500428,0.042623182591799494,002960
12,부광약품,2021,Q4,헬스케어,0.07304964992850684,0.07304964992850684,0.15915362439476266,0.003724010284038126,0.26844540848963105,0.1289407144526853,0.8470230976450543,-0.12076654497997773,003000
12,세아제강,2021,Q4,철강_소재,0.0568436038234696,0.0568436038234696,0.020135821900746365,0.013458459982058635,0.3748360490170102,1.2398874677636633,-1.9576465321769039,0.13846068597161285,003030
12,일신방직,2021,Q4,경기소비재,0.12097536289771937,0.12097536289771937,0.05359304299080336,0.0175011071716229,0.1113036543351551,0.24900066236080542,1.8266238594457307,0.10034451327086681,003200
12,태광산업,2021,Q4,에너지_화학,0.10881816546633931,0.10881816546633931,0.06781018118680793,0.02822836777577664,-0.01834155054138653,0.09085078187597673,-0.5487410468954668,0.020915546732076327,003240
12,한일시멘트,2021,Q4,건설,0.09613034129676085,0.09613034129676085,-0.0983012467246479,-0.001250353062719256,-0.006544187720160188,-0.8840299898973057,-0.47569231182425364,0.06601474266625923,003300
12,대한항공,2021,Q4,산업재,0.02508918020116732,0.02508918020116732,-0.022019473850831583,-44.10797542275274,-0.01487969078285356,0.26896317269862124,0.60610578922734,0.03388881178450802,003490
12,영진약품,2021,Q4,헬스케어,0.22966702290136187,0.22966702290136187,0.10790873411163049,0.12750656998425058,-0.12624344261344822,0.09025691688962434,-0.31812494337066843,-0.09475173631426428,003520
12,LG,2021,Q4,정보기술,-0.08444885092536092,-0.08444885092536092,-0.029044838128328143,-0.023566498138112735,-0.07791965410516821,-0.16144863208232607,-0.5548230605096823,0.0503284681564553,003550
12,S&T중공업,2021,Q4,산업재,-0.056292676079695354,-0.056292676079695354,-0.006222020552674956,-0.00042441629200729025,-0.06704367157758606,0.6623387001991343,1.7673549898563712,0.16440219473170126,003570
12,쌍용차,2021,Q4,경기소비재,0.0,0.0,-0.01822560674457052,-0.023091254206008327,0.11838908413657978,0.057148102480729435,-0.6520269122846523,0.0,003620
12,남양유업,2021,Q4,생활소비재,0.0018168583606366084,0.0018168583606366084,-0.006942762646226841,-0.010582437376386533,-0.10985991829670982,0.02258594563756322,-0.12980994264356815,0.0018108270868471901,003920
12,삼성정밀화학,2021,Q4,에너지_화학,0.011192482323128389,0.011192482323128389,0.006377196024473397,0.056292280337912004,-0.1490277941794066,0.062428768673907564,0.20617471181659908,0.09203436602249784,004000
12,현대제철,2021,Q4,철강_소재,0.042357343369467206,0.042357343369467206,0.003169850571882238,0.028025516299934106,-0.0016359724774931417,0.11137805997345085,-0.05336372844655546,0.05920767539639432,004020
12,한솔홀딩스,2021,Q4,경기소비재,-0.012721652324512722,-0.012721652324512722,-0.0008666409037156875,0.007566556263487234,-0.15527915134834247,0.01047716595484327,-0.6687000579962992,0.09200862643828282,004150
12,신세계,2021,Q4,경기소비재,0.142305225934181,0.142305225934181,-0.016291819960941423,0.00015214855143241834,0.11031198864558878,0.2203817263980099,0.7698469952477791,0.028396106334845624,004170
12,농심,2021,Q4,생활소비재,0.10709349271989102,0.10709349271989102,0.004937094539328557,0.01368804531618606,0.01669080952966917,0.08610621082229097,0.3584061506397491,0.08963650623354918,004370
