video_id,published_at,view_count
vmhoNBCCOoE,2024-08-13T23:56:46Z,3975
ISHNCVK6VMs,2024-08-13T09:40:56Z,6270
rkbE07QnS1E,2024-08-13T09:37:46Z,6083
JouqOlQGtmg,2024-08-13T09:36:24Z,1448
MfJFf30PKb0,2024-08-13T07:24:45Z,5524
dwgBdFaYJ5Q,2024-08-13T07:21:50Z,3897
dMsY2gZMlN4,2024-08-13T07:17:28Z,1659
XipUr2jknJI,2024-08-13T05:39:05Z,7851
y1pthowVIBQ,2024-08-13T04:54:14Z,2679
bwaEZgVNls0,2024-08-13T04:54:58Z,1503
VCQss7rd7EE,2024-08-13T03:15:24Z,2604
HNfPZ-DCjjY,2024-08-13T03:09:35Z,1243
aRW5nMpmchk,2024-08-13T03:10:06Z,8874
Bhtr8cCuLE8,2024-08-13T03:07:56Z,1208
sK-NmA_QDgg,2024-08-12T23:58:00Z,4268
NfO5GFYQVgI,2024-08-12T10:01:01Z,2056
yuQ3pc5Tamk,2024-08-12T09:59:08Z,9027
XStC1PnTGa4,2024-08-12T09:59:49Z,3399
vb4QB1uTWkk,2024-08-12T09:58:45Z,2520
mmizVBu83l0,2024-08-12T09:56:25Z,1600
GcCCYNoGSFg,2024-08-12T08:09:35Z,3184
8vPmbjjdwJ0,2024-08-12T07:27:17Z,3474
ZKTfhM6EsnI,2024-08-12T07:25:38Z,9965
ungW1k5JfT8,2024-08-12T07:25:11Z,4139
peMQKniD_Rc,2024-08-12T06:00:32Z,8263
NgMWhd707fU,2024-08-12T04:57:18Z,2340
hjGeVwxw2es,2024-08-12T04:55:49Z,3518
9DmO1A4Bcqo,2024-08-12T01:58:15Z,1904
5-Khwz98e2I,2024-08-11T22:00:04Z,4557
zGWVZN_zBl0,2024-08-10T03:09:33Z,1442
uubBCFpPloU,2024-08-10T03:02:28Z,2016
VpyWwHy5VZ4,2024-08-10T03:03:02Z,1118
kuCrzM0M5iI,2024-08-09T10:48:29Z,23335
-L18THNw-Rk,2024-08-09T10:33:37Z,4694
W2gS4GO3Kpg,2024-08-09T10:31:05Z,1035
yV3KprxIatg,2024-08-09T08:59:36Z,35307
hY7l_io3dHk,2024-08-09T07:28:19Z,8786
yr329CFiY10,2024-08-09T07:25:04Z,2667
-PeEemwDJT4,2024-08-09T07:20:23Z,1506
vaKzouJIhhQ,2024-08-09T05:50:53Z,6145
VWhrxjMCovs,2024-08-09T03:19:31Z,1863
1ywLRqNepGw,2024-08-09T03:13:35Z,1866
otuy2uCEB5A,2024-08-09T03:10:56Z,1066
XzgIJcve76g,2024-08-09T03:11:45Z,2497
DIDRfV7RWRs,2024-08-09T01:29:30Z,3086
fSTxFxugo0s,2024-08-09T01:02:54Z,1222
OkdYoao9n-I,2024-08-08T10:06:33Z,4577
bw9MkQN2n3A,2024-08-08T10:04:38Z,13471
jJ4s5RUxk38,2024-08-08T10:02:19Z,1099
aHSAl-IsbsU,2024-08-08T10:02:21Z,2343
402l95hQTuw,2024-08-08T07:55:24Z,3136
k_Cb7R6TIiA,2024-08-08T07:53:07Z,1476
2t4kgAZ0qH8,2024-08-08T07:51:41Z,2139
-BbQiRRRQDI,2024-08-08T07:49:13Z,2265
Q1LYNmw28fc,2024-08-08T07:48:14Z,2602
_cADgK2usBQ,2024-08-08T07:05:24Z,1878
SvwnSvUfNZo,2024-08-08T07:02:06Z,4680
XLRgiyIQvDE,2024-08-08T03:11:27Z,1893
aCLSS5XlpVI,2024-08-08T00:53:02Z,5701
SzRGXTF2EFw,2024-08-08T00:52:33Z,1903
FsVtx8oO7kY,2024-08-08T00:47:22Z,1871
FNm9ZWxYkqA,2024-08-08T00:06:59Z,2377
zSDMaExkDUk,2024-08-08T00:02:54Z,2081
QKYaHyKnkHs,2024-08-07T23:32:47Z,4287
mbEVjlST5kw,2024-08-07T09:52:47Z,1366
crGUTRj6rHI,2024-08-07T09:50:33Z,2608
