,name,year,quarter,sector,Relative Return,이익잉여금 변화율,매출액 변화율,부채총계 변화율,유동부채 변화율,유동자산 변화율,금리 변화율,Label,Code
28,조선내화,2017,Q4,철강_소재,0.017869906518189704,-0.03240712164204507,-0.3173780088069069,-0.04557723451651319,-0.012986691129184602,-0.008646883777524206,0.094065934065934,0.007037621851439391,000480
28,영풍,2017,Q4,철강_소재,-0.05246661892109041,0.002435228563165248,0.054214485282229496,-0.058757533884563284,-0.12789936355210862,-0.06439633936502254,0.094065934065934,-0.027564313265343393,000670
28,동국제강,2017,Q4,철강_소재,-0.0005269813131925025,0.006352793246475752,-0.03453867881574213,-0.05117072869042538,-0.05973495481638513,-0.0408703270735582,0.094065934065934,0.08776384366769185,001230
28,세아베스틸,2017,Q4,철강_소재,-0.10925485369160348,0.010930510885672762,-0.024682704292828705,-0.20943749432758596,-0.3499517320645089,-0.2065014170420102,0.094065934065934,0.05553319362687495,001430
28,고려제강,2017,Q4,철강_소재,-0.002723470692834566,-0.003339446843215632,0.029962330557362193,-0.02941017813961888,-0.019388338119262438,-0.038996024218481584,0.094065934065934,-0.030799811837928508,002240
28,세아제강,2017,Q4,철강_소재,-0.01768133366025288,-0.04825119487297069,-0.05718581991106675,-0.057412475223023285,-0.08858198790827188,-0.09154783500615249,0.094065934065934,0.10013072101741091,003030
28,현대제철,2017,Q4,철강_소재,-0.05167098592746001,0.02129648500190462,0.021350120299514552,0.01878701295539753,0.11079421488996077,0.03704577201487269,0.094065934065934,0.3402138495149612,004020
28,삼광글라스,2017,Q4,철강_소재,0.1914579202423202,-0.11486751946117268,0.011680655479943569,-0.03292215737735538,-0.1103863436642516,-0.2563290244632762,0.094065934065934,-0.033373232376618975,005090
28,POSCO,2017,Q4,철강_소재,0.08341217757263861,0.0073185046297366,-0.021786604229348305,0.04195904588896204,0.4716333004080202,0.07729151567007952,0.094065934065934,0.13645240657106558,005490
28,무림P&P,2017,Q4,철강_소재,0.5399634807658368,0.06781272213241074,0.0717813848360076,-0.007099230328169948,0.0174901328561492,0.0972644616346936,0.094065934065934,0.11432067015732855,009580
28,고려아연,2017,Q4,철강_소재,-0.01724401903186206,0.018192570372095096,0.031308199580105,-0.14054865871931366,-0.17734130626096734,-0.0055516809269471334,0.094065934065934,-0.051965645577934316,010130
28,풍산,2017,Q4,철강_소재,-0.11710753599660606,-0.006374895405326209,0.29167902712237503,0.0075878790553800535,-0.0038463908472867736,-0.020044570362744873,0.094065934065934,0.08335828385377464,103140
28,한국철강,2017,Q4,철강_소재,0.011178623263612596,-0.3903065498916751,0.049325053383809214,-0.15819384066100062,0.01992247711961803,0.022748414372167902,0.094065934065934,0.1848574580313291,104700
