code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
50,경방,경기소비재,2022,Q2,2022-08-12,"75,492,808,724","1,126,424,517,885","1,201,917,326,609","162,446,597,261","273,191,470,799","435,638,068,060","783,461,761,124","766,279,258,549",67146620500.0,4151403278.0,-92706689.0,57627124.0,57627124.0,"13,707,635,000",,,,,,,,,,,,
80,하이트진로,생활소비재,2022,Q2,2022-08-12,"943,993,668,635","2,269,540,654,519","3,213,534,323,154","1,444,040,862,779","651,063,352,899","2,095,104,215,678","329,084,377,791","1,118,430,107,476",566196528811.0,53082450665.0,45800682826.0,32582497758.0,32582497758.0,"368,842,230,000",,,,,,,,,,,,
100,유한양행,헬스케어,2022,Q2,2022-08-16,"1,131,114,034,312","1,143,932,129,846","2,275,046,164,158","328,524,795,729","50,289,553,401","378,814,349,130","1,810,573,359,692","1,896,231,815,028",468031215535.0,10795183500.0,26207785118.0,19180741322.0,19180741322.0,"74,412,416,000",,,,,,,,,,,,
120,CJ대한통운,산업재,2022,Q2,2022-08-16,"1,439,848,636,299","5,802,864,817,099","7,242,713,453,398","1,751,134,308,359","2,089,357,892,029","3,840,492,200,388","669,559,197,116","3,402,221,253,010",2103841229919.0,78329402776.0,58408462825.0,44817975286.0,44817975286.0,"114,061,720,000",,,,,,,,,,,,
150,두산,산업재,2022,Q2,2022-08-16,"837,667,450,836","4,603,265,501,430","5,440,932,952,266","1,091,313,508,609","1,286,281,348,132","2,377,594,856,741","3,274,113,543,186","3,063,338,095,525",,48617788939.0,47692896282.0,35343450519.0,35343450519.0,"123,738,105,000",,,,,,,,,,,,
210,대림산업,건설,2022,Q2,2022-08-16,"288,868,004,223","3,468,709,074,587","3,757,577,078,810","350,613,076,806","290,788,353,878","641,401,430,684","5,663,946,184,710","3,116,175,648,126",46032811832.0,39989795236.0,36948465561.0,27947555847.0,27947555847.0,"138,709,995,000",,,,,,,,,,,,
230,일동제약,헬스케어,2022,Q2,2022-08-16,"15,840,379,468","248,917,970,775","264,758,350,243","42,876,444,665","45,444,205,689","88,320,650,354","46,414,147,091","176,437,699,889",4782474959.0,524828160.0,123172639.0,-469950267.0,-469950267.0,"11,540,400,000",,,,,,,,,,,,
240,한국타이어월드와이드,경기소비재,2022,Q2,2022-08-16,"562,303,604,068","2,413,958,354,803","2,976,261,958,871","217,972,695,581","57,564,817,443","275,537,513,024","953,597,700,808","2,700,724,445,847",196037885073.0,17012076198.0,23887280281.0,18573367947.0,18573367947.0,"47,467,620,000",,,,,,,,,,,,
270,기아차,경기소비재,2022,Q2,2022-08-16,"17,676,514,000,000","27,934,289,000,000","45,610,803,000,000","14,000,955,000,000","6,123,162,000,000","20,124,117,000,000","21,918,917,000,000","25,486,686,000,000",11205842000000.0,689741000000.0,732086000000.0,546310000000.0,546310000000.0,,,,,,,,,,,,,
480,조선내화,철강_소재,2022,Q2,2022-08-12,"186,785,525,798","834,232,492,255","1,021,018,018,053","352,102,623,898","98,198,667,031","450,301,290,929","482,961,953,759","570,716,727,124",120813629251.0,1610099444.0,18816575805.0,14803281816.0,14803281816.0,"20,000,000,000",,,,,,,,,,,,
640,동아쏘시오홀딩스,헬스케어,2022,Q2,2022-08-16,"61,646,138,237","917,314,406,655","978,960,544,892","205,874,859,727","112,126,390,605","318,001,250,332","434,679,194,761","660,959,294,560",2618113617.0,-3662286972.0,-8008187325.0,-6707215567.0,-6707215567.0,"31,744,565,000",,,,,,,,,,,,
660,SK하이닉스,정보기술,2022,Q2,2022-08-16,"17,957,926,000,000","73,312,598,000,000","91,270,524,000,000","12,278,587,000,000","16,039,053,000,000","28,317,640,000,000","57,205,272,000,000","62,952,884,000,000",12101714000000.0,4263282000000.0,4380679000000.0,3309553000000.0,3309553000000.0,"3,657,652,000,000",,,,,,,,,,,,
670,영풍,철강_소재,2022,Q2,2022-08-16,"995,092,153,165","1,674,558,483,493","2,669,650,636,658","472,093,759,665","297,230,390,170","769,324,149,835","1,909,996,819,407","1,900,326,486,823",484394324595.0,28487905070.0,13060591773.0,9400582677.0,9400582677.0,"9,210,200,000",,,,,,,,,,,,
720,현대건설,건설,2022,Q2,2022-08-16,"9,296,904,000,000","4,408,972,000,000","13,705,876,000,000","5,325,042,000,000","2,040,496,000,000","7,365,538,000,000","4,802,823,000,000","6,340,338,000,000",2967544000000.0,101016000000.0,202498000000.0,143659000000.0,143659000000.0,"562,052,000,000",,,,,,,,,,,,
880,한화,에너지_화학,2022,Q2,2022-08-12,"2,170,700,000,000","6,402,092,000,000","8,572,792,000,000","2,949,311,000,000","2,040,571,000,000","4,989,882,000,000","2,530,719,000,000","3,582,910,000,000",799408000000.0,17935000000.0,27367000000.0,27075000000.0,27075000000.0,"489,550,000,000",,,,,,,,,,,,
