,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동자산 변화율,GDP 변화율,소비자물가지수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 수 변화율,Label,Code
30,S_hynix,전기·전자,2017,Q1,0.07518172570827412,-0.06255930479739469,-0.02479110869132395,-0.011192800453106333,-0.5158067335463936,0.0504695477689161,-0.057041764111210425,-0.05350506128693744,0.0,-0.056540909650475424,0.04669376335435012,000660
30,SEBANG_Global_Battery,전기·전자,2017,Q1,0.004802767074276487,-0.011481618738855559,0.020025695471652005,-0.011192800453106333,-0.5158067335463936,-0.057480472296529195,-0.057480472296529195,-0.057480472296529195,-0.057480472296529195,-0.057480472296529195,-0.09779785675738173,004490
31,Hansol_Technics,전기·전자,2017,Q1,-0.05110484513745009,-0.015971676509116683,-9.126589514130146e-06,-0.011192800453106333,-0.5158067335463936,0.0,-0.057486240031012104,-0.057486240031012326,0.0,0.0,0.008569919074492172,004710
31,Samsung_Electronics,전기·전자,2017,Q1,0.11732795035842752,0.007041103592100528,-0.07024115043363444,-0.011192800453106333,-0.5158067335463936,-0.01756738649089007,-0.019718446893382202,-0.05400885917324194,-0.055758786580610176,-0.007891451528041937,0.0632827435761369,005930
31,Samsung_SDI,전기·전자,2017,Q1,0.12410634982457402,0.014264801836723184,-0.0062489515557069275,-0.011192800453106333,-0.5158067335463936,-0.05617853967210773,-0.05617853967210751,-0.05617853967210751,0.0,-0.05617853967210773,0.2515354765759516,006400
30,Dong-A_Tire,전기·전자,2017,Q1,-0.003904702834429269,0.00983500849203256,-0.026587188328510036,-0.011192800453106333,-0.5158067335463936,-0.057482412763074864,-0.057482412763074864,-0.057482412763074864,-0.057482412763074864,-0.057482412763074864,-0.05962243554826379,007340
31,Samsung_Electro-Mechanics,전기·전자,2017,Q1,0.031643993906192956,0.004523413158312839,-0.04360221137906661,-0.011192800453106333,-0.5158067335463936,-0.057437715497375086,-0.057437715497375086,-0.057437715497375086,-0.057437715497375086,-0.057437715497374864,0.29717039721087224,009150
30,LS_Electric,전기·전자,2017,Q1,-0.05210591949619969,0.006143305845060842,-0.0049711297739316596,-0.011192800453106333,-0.5158067335463936,-0.05744903203840401,-0.05744903203840401,-0.05744903203840401,-0.05744903203840401,-0.05744903203840401,0.1009305537557597,010120
30,LG_Innotek,전기·전자,2017,Q1,0.12995549427807188,-0.02715125841874344,0.015537757684139453,-0.011192800453106333,-0.5158067335463936,-0.057129920878256524,-0.0571299208782563,-0.057129920878256524,-0.057129920878256524,-0.0571299208782563,0.47998704026778993,011070
30,Iljin_Materials,전기·전자,2017,Q1,-0.14608740760210445,-0.04628633346467437,-0.003548355992671892,-0.011192800453106333,-0.5158067335463936,-0.05748663314234692,-0.0574866331423467,-0.0574866331423467,-0.05748663314234692,-0.0574866331423467,0.18783463840702835,020150
30,Korea_Electric_Terminal,전기·전자,2017,Q1,0.026831461907974884,-0.023206268102985872,-0.026039091275176895,-0.011192800453106333,-0.5158067335463936,-0.057482587337547075,-0.057482587337547075,-0.05748258733754685,-0.05748258733754685,-0.05748258733754685,-0.1554954425261238,025540
31,Sindoh,전기·전자,2017,Q1,0.09607329197333436,0.012391801370758904,0.004186438853408192,-0.011192800453106333,-0.5158067335463936,-0.057481440357799674,-0.057481440357799674,-0.057481440357799674,-0.057481440357799674,-0.057481440357799674,-0.15634331130283627,029530
30,LG_Display,전기·전자,2017,Q1,0.10550595607482394,-0.027103382491869832,-0.05135168041648308,-0.011192800453106333,-0.5158067335463936,-0.07385472252760605,-0.05810306882677008,-0.06118551091259006,-0.07385380227545135,-0.07385380227545157,-0.11224379614291471,034220
30,LG_Electronics,전기·전자,2017,Q1,0.06861271106047129,-0.027180229838689396,0.0024118100277183974,-0.011192800453106333,-0.5158067335463936,-0.057350688558846175,-0.05559367085835887,-0.06060775248028527,0.0,-0.05710945520599986,0.22901295405342909,066570
