,name,sector,year,quarter,자본총계변화율,비유동부채변화율,비유동자산변화율,매출액변화율,자산총계변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,전체 주주 수변화율,특정 증권 등 소유 증감 수변화율,전체 주식 수변화율,Label,Code
27,S_hynix,전기·전자,2017,Q4,-0.09588897945534725,0.16714173765889118,-0.04352044640071373,-0.11496335056343177,-0.11721252225299783,0.23455254135338352,0.0,-0.027037848866718228,-0.14315240002448504,-0.047251740841398604,-0.12429532064161825,000660
27,SEBANG_Global_Battery,전기·전자,2017,Q4,-0.023037599839371925,0.22081128497126212,-0.024522581938823507,-0.08269396038122823,-0.013272907526842959,-0.11620452697616054,-0.0516291987100399,-0.02444401951114261,-0.025265670237685445,-0.018477838323746054,0.002009912765791832,004490
28,Hansol_Technics,전기·전자,2017,Q4,0.018587323702726977,-0.16055463891899668,0.011305150489280491,0.08186798983641574,0.02447281963648318,0.020128520160010217,0.0,0.016358039393076784,0.0,0.01706411964001897,-0.08036051279397756,004710
28,Samsung_Electronics,전기·전자,2017,Q4,-0.05050062074026207,0.11328876625178186,-0.04112108219745059,0.021890273249071,-0.04995442760848512,0.06751494736842112,-0.03503979750986175,-0.04246988307235333,-0.046714424140423816,-0.0469326069967253,-0.05571547383269363,005930
28,Samsung_SDI,전기·전자,2017,Q4,-0.017343478510699395,-0.057183933367373374,-0.02004533363017935,-0.06097035715603916,-0.014922446283525348,0.14200576744186053,0.0,-0.01736620915595144,-0.020887032537900918,-0.017567319171674978,-0.003348800026739462,006400
27,Dong-A_Tire,전기·전자,2017,Q4,-0.10332594247189819,-1.5724973845957115,-0.07265798610698604,2.592064842116436,0.5429387849871488,-0.1222930768881832,0.47169173817901544,0.5408458684452164,0.4716917381790158,0.5430330760634301,-0.1848474101876963,007340
28,Samsung_Electro-Mechanics,전기·전자,2017,Q4,0.0750429159545426,-5.928135833108513,0.03002383908436712,0.0638358463119606,0.06672690451662433,-0.007137891625615705,0.04184732742070418,0.1224993484130712,0.04186167537761343,0.11273101170672384,-0.04455438770908876,009150
27,LS_Electric,전기·전자,2017,Q4,-0.015200295598661873,0.1690454190749059,-0.00772660547839199,0.012183986436541505,0.025180321892762758,-0.04252994982078847,0.06033645740502269,0.010156343066271556,0.06030773821184643,0.00598103890363455,0.1925892093155659,010120
27,LG_Innotek,전기·전자,2017,Q4,-0.06410112857299355,-0.08832522466992132,-0.13706816748830786,-0.5736807961894173,-0.15056269337100137,-0.0730396097560975,0.3941804089937656,-1.449916670303816,0.39411410940692526,-1.2484209150103593,-0.05709557848235555,011070
27,Iljin_Materials,전기·전자,2017,Q4,0.01780758379588454,0.15013597824348102,0.0512293987917517,0.11600025187330776,0.013625176581936627,0.10357403036572563,0.050216347048027576,0.0284242154554869,0.02328318370230964,0.021830533605645575,0.07118294136648644,020150
27,Korea_Electric_Terminal,전기·전자,2017,Q4,-0.030389553904083266,0.02718493449787096,-0.019899973540922877,0.0213743306729276,-0.010425948398601559,0.02826979694019477,-0.04169632365677711,0.000869488280477837,-0.0416061122009006,-0.008207987741322809,-0.0980503773222858,025540
28,Sindoh,전기·전자,2017,Q4,-0.011007790689969044,0.2630465230717103,0.00978361150783369,0.012637231341930621,0.0011465832756106797,0.11315645855379194,-0.007201471271075066,-0.00418186887612948,-0.007132890434117023,-0.004249120883335511,-0.0075734056262905,029530
27,LG_Display,전기·전자,2017,Q4,-0.03817194174604954,0.06024548949151487,-0.08258375805945462,0.02476324213827419,-0.023641877754525087,-0.19303046942800783,-0.047104413346349405,-0.021249062144515163,-0.04710497064464625,-0.02593271774232342,-0.033579345800252736,034220
27,LG_Electronics,전기·전자,2017,Q4,-0.005459585133470002,0.02367041936083847,-0.03157425534783842,0.023564755162078455,-0.0070709375055768575,0.012811621890547324,0.0,-0.010940214324627773,-0.008197029008750079,-0.01091214600364343,0.31924949036024125,066570
