,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동자산 변화율,GDP 변화율,소비자물가지수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 수 변화율,Label,Code
8,S_hynix,전기·전자,2022,Q3,-0.06624782872825283,-0.030361960859489834,0.050520866822916344,-0.003895125891120621,-0.09093510066157107,-0.0120540643482554,-0.027107073620598943,-0.028534586074862034,0.0,-0.03023322289486341,0.0018108090406613736,000660
8,SEBANG_Global_Battery,전기·전자,2022,Q3,-0.06559133767294348,-0.013196424464957168,-0.20904838291395844,-0.003895125891120621,-0.09093510066157107,-0.027787460470293457,-0.027787460470293457,-0.027787460470293457,-0.027787460470293457,-0.02778746047029368,-0.15569418596433365,004490
9,Hansol_Technics,전기·전자,2022,Q3,-0.08535508627481675,-0.07948440442278204,0.003402260033873672,-0.003895125891120621,-0.09093510066157107,0.0,-0.027791955617070263,-0.027791955617070485,0.0,0.0,-0.05179346145165466,004710
9,Samsung_Electronics,전기·전자,2022,Q3,-0.02388172161394428,-0.015355748678268055,-0.023518305001695605,-0.003895125891120621,-0.09093510066157107,-0.007952615011330932,-0.018705692167865884,-0.025702169509620676,-0.008506000733979224,-0.012824488102693765,0.02184016457089563,005930
9,Samsung_SDI,전기·전자,2022,Q3,0.057669308748206666,-0.0226758466116046,0.01489565018650607,-0.003895125891120621,-0.09093510066157107,-0.0277677446540725,-0.0277677446540725,-0.0277677446540725,0.0,-0.0277677446540725,0.11493978532753239,006400
8,Dong-A_Tire,전기·전자,2022,Q3,-0.06230971339773245,-0.02630255322827768,-0.0008882679176158703,-0.003895125891120621,-0.09093510066157107,-0.027791406024856302,-0.02779140602485608,-0.027791406024856302,-0.027791406024856524,-0.027791406024856302,0.20873293820518726,007340
9,Samsung_Electro-Mechanics,전기·전자,2022,Q3,-0.04586046889135173,-0.05760124933978128,-0.020066650376263206,-0.003895125891120621,-0.09093510066157107,-0.02791935967032133,-0.02791935967032133,-0.02791935967032111,-0.02791935967032111,-0.02791935967032111,-0.059664977530182225,009150
8,LS_Electric,전기·전자,2022,Q3,0.444564997520815,-0.0029157578701324294,-0.00266658621847915,-0.003895125891120621,-0.09093510066157107,-0.027784363771106824,-0.0277843637711066,-0.027784363771106824,-0.027784363771106824,-0.0277843637711066,-0.10620359035304837,010120
8,LG_Innotek,전기·전자,2022,Q3,0.04443094342911853,-0.08938137790950762,-0.03773469874045543,-0.003895125891120621,-0.09093510066157107,-0.028766181831754833,-0.028766181831754833,-0.028766181831754833,-0.028766181831755055,-0.028766181831754833,-0.12091357640048707,011070
8,Iljin_Materials,전기·전자,2022,Q3,-0.11618410494190132,-0.010143193294971153,0.0037546727479180753,-0.003895125891120621,-0.09093510066157107,-0.027790155972497566,-0.027790155972497566,-0.027790155972497566,-0.027790155972497566,-0.027790155972497566,-0.1835823078710802,020150
8,Korea_Electric_Terminal,전기·전자,2022,Q3,0.0034586702235291367,-0.024105922323694795,0.003702210369055714,-0.003895125891120621,-0.09093510066157107,-0.027791440201835105,-0.027791440201835105,-0.027791440201834883,-0.027791440201835105,-0.027791440201834883,0.25093742868966906,025540
9,Sindoh,전기·전자,2022,Q3,0.12491849287285137,-0.014387390899899266,-0.6629889447155959,-0.003895125891120621,-0.09093510066157107,-0.027790848963278325,-0.027790848963278325,-0.027790848963278325,-0.027790848963278547,-0.027790848963278325,0.10464963687948921,029530
8,LG_Display,전기·전자,2022,Q3,-0.13252886030212604,0.10857898298044266,-0.08147091593399369,-0.003895125891120621,-0.09093510066157107,-0.07009482983798065,-0.041523309925322716,-0.044014935602748606,-0.07009234800270714,-0.07009234800270692,-0.07803014795860956,034220
8,LG_Electronics,전기·전자,2022,Q3,-0.10511347261481721,-0.003948625521051685,-0.017826283044284574,-0.003895125891120621,-0.09093510066157107,-0.02789734279632672,-0.027526409499711857,-0.028550548009061538,0.0,-0.027847213084285727,-0.028229936730421484,066570
