,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동자산 변화율,GDP 변화율,소비자물가지수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 수 변화율,Label,Code
34,S_hynix,전기·전자,2016,Q1,0.0,-0.0035251600812571393,-0.04892689614390866,-0.0038272110826311767,0.03306613361493349,-0.17886121465701166,-0.02626480489552585,-0.05712705327193279,0.0,0.00902607655120069,-0.1059730268930863,000660
34,SEBANG_Global_Battery,전기·전자,2016,Q1,0.0,-0.014954171244455639,-0.0102282087165817,-0.0038272110826311767,0.03306613361493349,0.02438379803030233,0.02438379803030233,0.024383798030302217,0.024383798030302217,0.024383798030302106,0.027109635652520173,004490
35,Hansol_Technics,전기·전자,2016,Q1,0.0,0.0007566600080445296,0.012102868319031734,-0.0038272110826311767,0.03306613361493349,0.0,0.02437862949033609,0.02437862949033609,0.0,0.0,-0.3228574801028436,004710
35,Samsung_Electronics,전기·전자,2016,Q1,0.0,0.02653961967042673,0.03077684254038604,-0.0038272110826311767,0.03306613361493349,0.08954266967895363,-0.020015778064595535,-0.02210316257698408,0.2894907999279678,-0.015375218682420089,0.013856552510961195,005930
35,Samsung_SDI,전기·전자,2016,Q1,0.0,0.09847028751890452,0.09065998911413464,-0.0038272110826311767,0.03306613361493349,0.025823989933499547,0.025823989933499547,0.025823989933499547,0.0,0.025823989933499547,-0.17027043161602293,006400
34,Dong-A_Tire,전기·전자,2016,Q1,0.0,-0.009441599951959478,-0.05881347716188223,-0.0038272110826311767,0.03306613361493349,0.024375984549884544,0.024375984549884544,0.024375984549884433,0.024375984549884433,0.024375984549884433,0.13688557995987816,007340
35,Samsung_Electro-Mechanics,전기·전자,2016,Q1,0.0,0.020206391906374965,-0.0039046385619108115,-0.0038272110826311767,0.03306613361493349,0.024580465076482927,0.024580465076482927,0.024580465076482927,0.024580465076482927,0.024580465076482927,-0.09259611864759232,009150
34,LS_Electric,전기·전자,2016,Q1,0.0,0.014628285524661111,0.01066895557683567,-0.0038272110826311767,0.03306613361493349,0.024394113496328917,0.024394113496328806,0.024394113496328695,0.024394113496328917,0.024394113496328917,0.008456276458511231,010120
34,LG_Innotek,전기·전자,2016,Q1,0.0,0.02560319917486964,0.006512849521508546,-0.0038272110826311767,0.03306613361493349,0.024900200252269356,0.024900200252269244,0.024900200252269356,0.024900200252269467,0.024900200252269356,-0.22233714662690038,011070
34,Iljin_Materials,전기·전자,2016,Q1,0.0,-0.013534023255531658,-0.0037923935420955956,-0.0038272110826311767,0.03306613361493349,0.024377721633631277,0.024377721633631277,0.024377721633631277,0.024377721633631277,0.024377721633631277,-0.011446210569579663,020150
34,Korea_Electric_Terminal,전기·전자,2016,Q1,0.0,-0.01872191132728651,-0.005360399768115753,-0.0038272110826311767,0.03306613361493349,0.024377775169523663,0.024377775169523663,0.024377775169523552,0.024377775169523663,0.024377775169523663,-0.047041387932433794,025540
35,Sindoh,전기·전자,2016,Q1,0.0,0.004000346082671191,-0.016532676614405384,-0.0038272110826311767,0.03306613361493349,0.02437576487263604,0.02437576487263604,0.024375764872636152,0.02437576487263593,0.02437576487263604,-0.005100915533727945,029530
34,LG_Display,전기·전자,2016,Q1,0.0,0.020669516256688336,0.0028363398870462353,-0.0038272110826311767,0.03306613361493349,-0.16643130415334495,-0.015085423730148095,-0.017911902749174313,-0.16640988140600643,-0.16640988140600665,0.05834894406217628,034220
34,LG_Electronics,전기·전자,2016,Q1,0.0,0.01416090531769354,0.0004573928267916916,-0.0038272110826311767,0.03306613361493349,0.01582483516917843,0.027416743411312283,-0.006575566387706289,0.0,0.017436201556667807,0.11544385409826277,066570
