,name,sector,year,quarter,자본총계변화율,비유동부채변화율,비유동자산변화율,매출액변화율,자산총계변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,전체 주주 수변화율,특정 증권 등 소유 증감 수변화율,전체 주식 수변화율,Label,Code
12,S_hynix,전기·전자,2021,Q3,-0.06438399186199928,-0.03964633943247575,-0.07735460361172852,-0.15286303504958987,-0.07082611379679538,-0.12848629463536287,0.0,-0.01723012971580018,-0.09693067380040254,-0.029775359040554727,-0.10625904720558875,000660
12,SEBANG_Global_Battery,전기·전자,2021,Q3,-0.013809007542230356,0.017708649042048608,-0.020613914889676233,0.039324029374169234,-0.0018130592874272544,0.18326945169529346,-0.034945672812333406,-0.012484401397105271,-0.02777191775978105,-0.008675244167578366,-0.033936895204292356,004490
13,Hansol_Technics,전기·전자,2021,Q3,0.024215907403950077,-0.0025489393260622606,0.00638878432584189,-0.09988130060236133,-0.005821192253499197,-0.1901351871702275,0.0,-0.0057674570770602784,0.0,0.0012702427099796632,-0.15152012756771172,004710
13,Samsung_Electronics,전기·전자,2021,Q3,-0.03328995363464893,0.006598062156857654,-0.01240430756157651,-0.1780952868289667,-0.056432278956488835,-0.07421751993180556,-0.05183221229740087,-0.013795230401934644,-0.05794940073407928,-0.02576965830281397,0.006394709949447186,005930
13,Samsung_SDI,전기·전자,2021,Q3,-0.025119585578956105,-0.0316517914818788,-0.011945170802732052,-0.017711508667703102,-0.006964494976570812,-0.010608293337504342,0.0,-0.010637728229381693,-0.018119148695096232,-0.011865165835696079,0.10868983833153209,006400
12,Dong-A_Tire,전기·전자,2021,Q3,-0.7184521675117588,0.17305126990085573,-0.4995485257144807,0.0899249881769475,-0.5628406613736425,0.2886411243141219,-1.238764107020336,-0.38353118310568246,-1.2387641070203363,-0.44510295887445306,0.20426077938630563,007340
13,Samsung_Electro-Mechanics,전기·전자,2021,Q3,-0.05689696073916006,-0.21884892037936132,-0.004699703334897443,-0.1116099286517549,-0.0892235737903937,-0.12326547984590722,-0.034266681168134694,-0.12490498888013235,-0.034380692584262684,-0.10549081654296444,0.0858978155395093,009150
12,LS_Electric,전기·전자,2021,Q3,0.0007979239277063899,-0.0077804034817023915,0.022308622688893442,-0.008100604098079112,0.023450805918522555,-0.13750572109234716,0.04972053794771947,0.01582872067766028,0.049739686292951446,0.014553479708755979,0.283384350548486,010120
12,LG_Innotek,전기·전자,2021,Q3,-0.0881310932895274,0.029069616109404395,-0.05350537046650983,-0.626221162701277,-0.2672297357685214,0.006983084689226607,1.0119835384047997,-1.0015863458213277,1.0121546877259668,-1.1998226113641928,0.018783721579777757,011070
12,Iljin_Materials,전기·전자,2021,Q3,-0.019050121931064368,-0.04366184069312817,-0.03110748354158277,-0.0659979288232373,-0.008047420544682993,0.011740603577338353,-0.026383497824501,-0.021264488078914123,-0.0181664199757674,-0.017249798911108227,0.5105553497860846,020150
12,Korea_Electric_Terminal,전기·전자,2021,Q3,-0.027721788419462712,-0.03112741351976367,-0.02573338260192415,0.0030159260576773095,-0.00714131602577206,0.3445577849845782,-0.05783296399872584,0.0058689281731780785,-0.05772276817603017,-0.006067441549337804,-0.17194532171539267,025540
13,Sindoh,전기·전자,2021,Q3,-0.08695936121618142,-0.15754995183725762,-0.0033791908595863784,0.039430617336311924,-0.10386565702828188,0.08879667517541281,-0.15861320724744887,-0.10639386774159743,-0.15749842392718416,-0.10776240641483126,0.02775828065578837,029530
12,LG_Display,전기·전자,2021,Q3,-0.02225920038034679,0.09286558597037686,-0.018404916614343403,-0.05556687564715501,-0.06477390917685288,0.017527427773453973,-0.1582882906885663,-0.09807763037624517,-0.15832377580952373,-0.07974908188194707,-0.1437718858283053,034220
12,LG_Electronics,전기·전자,2021,Q3,0.0019178623817566187,0.007894540318006071,0.004301588831245651,-0.030812720523810233,0.002964456013989869,0.005853089070842275,0.0,0.004056259488238734,0.0020590879917956606,0.0038092989538516253,-0.13666316007024681,066570
