,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동자산 변화율,GDP 변화율,소비자물가지수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 수 변화율,Label,Code
16,S_hynix,전기·전자,2020,Q3,-0.15924965846836467,-0.018702415962917662,-0.006875559435074008,-0.022088428967425466,-29.267844017171594,0.09141630237839715,-0.023558553919023062,-0.021226856602015065,0.0,-0.031371602863139,-0.1252993926687252,000660
16,SEBANG_Global_Battery,전기·전자,2020,Q3,-0.001672815307226877,-0.018595172418989003,0.08062812243631279,-0.022088428967425466,-29.267844017171594,-0.12126967108374997,-0.12126967108374975,-0.12126967108374997,-0.12126967108374975,-0.12126967108374975,-0.20271874750743488,004490
17,Hansol_Technics,전기·전자,2020,Q3,0.2022095376339496,0.013137157237831154,0.030191119222303886,-0.022088428967425466,-29.267844017171594,0.0,-0.12128367706298815,-0.12128367706298815,0.0,0.0,0.208523394464758,004710
17,Samsung_Electronics,전기·전자,2020,Q3,-0.08304019893085547,-0.01587236328278796,-0.008416021463130807,-0.022088428967425466,-29.267844017171594,-0.07074118869228241,-0.033320459206180875,-0.04428719030885708,-0.13259279156933834,-0.040297995232599026,-0.0031536877031579647,005930
17,Samsung_SDI,전기·전자,2020,Q3,0.31879287096728287,-0.012079433307689014,0.0018557771290109715,-0.022088428967425466,-29.267844017171594,-0.11854923359154612,-0.1185492335915459,-0.11854923359154612,0.0,-0.11854923359154612,0.07858029346902545,006400
16,Dong-A_Tire,전기·전자,2020,Q3,-0.20757631933768445,-0.0027833600889437538,-0.01908792034927642,-0.022088428967425466,-29.267844017171594,-0.12128094292826375,-0.12128094292826375,-0.12128094292826397,-0.12128094292826397,-0.12128094292826397,-0.19149731371505857,007340
17,Samsung_Electro-Mechanics,전기·전자,2020,Q3,0.13961326434202415,-0.01603700556945431,0.01748363257651664,-0.022088428967425466,-29.267844017171594,-0.12105710251107715,-0.12105710251107693,-0.12105710251107715,-0.12105710251107715,-0.12105710251107715,-0.027907228535737932,009150
16,LS_Electric,전기·전자,2020,Q3,0.19867824214632224,-0.012615115275282918,-0.00016153785932693232,-0.022088428967425466,-29.267844017171594,-0.1212160725760516,-0.12121607257605183,-0.12121607257605183,-0.1212160725760516,-0.12121607257605183,0.07915784197188516,010120
16,LG_Innotek,전기·전자,2020,Q3,0.3349112920199145,-0.00841603818953418,-0.01821270964040722,-0.022088428967425466,-29.267844017171594,-0.1213782295238055,-0.1213782295238055,-0.12137822952380573,-0.12137822952380573,-0.1213782295238055,-0.21485435931406927,011070
16,Iljin_Materials,전기·전자,2020,Q3,0.40420953763394957,-0.014075102080667312,-0.002737185335866199,-0.022088428967425466,-29.267844017171594,-0.12128125907438925,-0.12128125907438925,-0.12128125907438925,-0.12128125907438947,-0.12128125907438947,-0.19363893771434915,020150
16,Korea_Electric_Terminal,전기·전자,2020,Q3,0.12786098991610728,-0.02066231885431269,-0.0020307902112339793,-0.022088428967425466,-29.267844017171594,-0.12127932647657746,-0.12127932647657769,-0.12127932647657746,-0.12127932647657769,-0.12127932647657746,0.3160495809383129,025540
17,Sindoh,전기·전자,2020,Q3,-0.10386221124497418,-0.003515881589893688,-0.00025865355994536543,-0.022088428967425466,-29.267844017171594,-0.12127337123567128,-0.12127337123567128,-0.12127337123567128,-0.1212733712356715,-0.12127337123567128,-0.21627365138491939,029530
16,LG_Display,전기·전자,2020,Q3,-0.15449604108354098,0.007153668093874299,0.018254182955126486,-0.022088428967425466,-29.267844017171594,-0.12320844695575084,-0.113093279480172,-0.12171826009905651,-0.12321017060896966,-0.12321017060896966,0.2246887730826597,034220
16,LG_Electronics,전기·전자,2020,Q3,0.11405409721944182,-0.03411965005604545,0.002702631721994808,-0.022088428967425466,-29.267844017171594,-0.12096481939467196,-0.1181964741766397,-0.12622466487778006,0.0,-0.12058191602190949,0.3397711718474038,066570
