,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동자산 변화율,GDP 변화율,소비자물가지수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 비율 변화율,특정 증권 등 소유 수 변화율,Label,Code
28,S_hynix,전기·전자,2017,Q3,0.2193154352917352,-0.10881110754950951,-0.06287909420980986,-0.013797360660917635,-0.15372330132051748,1.6688303129577289,-0.0751595622361394,-0.0716536000375545,0.0,-0.05364613463044021,0.23455254135338352,000660
28,SEBANG_Global_Battery,전기·전자,2017,Q3,-0.03313189392724755,-0.02036132205070218,-0.05953370310020145,-0.013797360660917635,-0.15372330132051748,-0.0342432091623015,-0.034243209162301724,-0.0342432091623015,-0.0342432091623015,-0.034243209162301724,-0.11620452697616054,004490
29,Hansol_Technics,전기·전자,2017,Q3,-0.10745621825157188,-0.02351160673677377,-0.0015772394764155262,-0.013797360660917635,-0.15372330132051748,0.0,-0.0342446379370025,-0.034244637937002276,0.0,0.0,0.020128520160010217,004710
29,Samsung_Electronics,전기·전자,2017,Q3,0.04085296049238947,-0.03315868433484215,-0.03371614034137527,-0.013797360660917635,-0.15372330132051748,-0.05774954189628145,-0.0430148190883195,-0.03669091966391402,-0.03753086978681508,-0.05380275844305715,0.06751494736842112,005930
29,Samsung_SDI,전기·전자,2017,Q3,0.1352974049368339,0.0014852049628781838,0.009967305032854146,-0.013797360660917635,-0.15372330132051748,-0.03375604100929297,-0.03375604100929297,-0.03375604100929319,0.0,-0.03375604100929319,0.14200576744186053,006400
28,Dong-A_Tire,전기·전자,2017,Q3,-0.03861607766255237,0.5790146101196731,0.5679395638582181,-0.013797360660917635,-0.15372330132051748,-0.0342375014022398,-0.03423750140223958,-0.03423750140223958,-0.03423750140223958,-0.03423750140223958,-0.1222930768881832,007340
29,Samsung_Electro-Mechanics,전기·전자,2017,Q3,0.34968663889128526,0.013803860043424154,-0.014439548713898187,-0.013797360660917635,-0.15372330132051748,-0.03413358675645228,-0.03413358675645228,-0.03413358675645228,-0.03413358675645228,-0.03413358675645206,-0.007137891625615705,009150
28,LS_Electric,전기·전자,2017,Q3,0.07349616270080907,-0.03582339908479515,0.007804979785774879,-0.013797360660917635,-0.15372330132051748,-0.03423181904374273,-0.03423181904374273,-0.03423181904374273,-0.03423181904374273,-0.03423181904374295,-0.04252994982078847,010120
28,LG_Innotek,전기·전자,2017,Q3,0.0711152103198567,-0.022694658174722937,-0.15551657765891003,-0.013797360660917635,-0.15372330132051748,-0.034652536396466926,-0.034652536396466926,-0.034652536396466704,-0.034652536396466704,-0.034652536396466704,-0.0730396097560975,011070
28,Iljin_Materials,전기·전자,2017,Q3,0.7610427246659757,-0.7479856474238065,-0.13864779933035298,-0.013797360660917635,-0.15372330132051748,-0.034256042381112906,-0.034256042381112906,-0.03425604238111313,-0.03425604238111313,-0.03425604238111313,0.10357403036572563,020150
28,Korea_Electric_Terminal,전기·전자,2017,Q3,-0.12262863204467533,-0.01668871766991642,-0.03258567225077824,-0.013797360660917635,-0.15372330132051748,-0.03424583011334392,-0.03424583011334392,-0.03424583011334392,-0.03424583011334392,-0.03424583011334392,0.02826979694019477,025540
29,Sindoh,전기·전자,2017,Q3,0.0005987915716108294,-0.008850218428491319,0.05335289440995605,-0.013797360660917635,-0.15372330132051748,-0.03424405497348704,-0.03424405497348726,-0.03424405497348704,-0.03424405497348704,-0.03424405497348704,0.11315645855379194,029530
28,LG_Display,전기·전자,2017,Q3,0.11295092816454315,-0.021360129843164488,-0.06894692701115912,-0.013797360660917635,-0.15372330132051748,-0.05502848370096247,-0.04212942773514472,-0.04146935612552127,-0.055026531564127845,-0.055026531564127845,-0.19303046942800783,034220
28,LG_Electronics,전기·전자,2017,Q3,0.06505840163146905,-0.01491752069653507,0.009174323494721803,-0.013797360660917635,-0.15372330132051748,-0.033980277965454775,-0.032307843668987646,-0.03705243802307012,0.0,-0.033751291007707795,0.012811621890547324,066570
