,p1,p2,p3,p4,Average
CAGR,0.8137556047112073,-0.031388693983093297,-0.04086788071017722,0.003037895758241538,0.1861342314440446
Sharpe Ratio,2.088931361172603,-0.02401131022663651,-0.054139841158356225,0.1367367392021602,0.5368792372474427
MDD_model,0.157626569518534,0.07728511260772906,0.091221283365502,0.11379574488967376,0.1099821775953597
