code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
80,Hite_Jinro,음식료·담배,2020,Q4,"730,899,228,438","2,370,128,927,364","3,101,028,155,802","1,293,888,958,698","718,288,164,786","2,012,177,123,484","299,505,302,633","1,088,851,032,318",466720044946.0,23514759805.0,-42167450886.0,-38228859003.0,-38228859003.0,"368,842,230,000",,,,,,,,,,
1680,Daesang,음식료·담배,2020,Q4,"1,071,090,999,506","1,258,134,496,209","2,329,225,495,715","649,132,893,559","604,649,516,068","1,253,782,409,627","830,476,766,958","1,075,443,086,088",611321865701.0,-1046418887.0,-7794645798.0,-8540789561.0,-8540789561.0,"36,018,248,000",,,,,,,,,,
3920,Namyang_Dairy_Products,음식료·담배,2020,Q4,"470,266,318,954","591,229,520,424","1,061,495,839,378","96,807,648,940","112,724,728,536","209,532,377,476","869,013,500,053","851,963,461,902",225456926321.0,-26907855069.0,-22353537087.0,-15945375902.0,-15945375902.0,"4,433,310,000",,,,,,,,,,
4370,Nongshim,음식료·담배,2020,Q4,"701,908,303,950","1,792,259,359,883","2,494,167,663,833","444,662,502,868","66,864,787,104","511,527,289,972","1,903,661,825,602","1,982,640,373,861",507323176322.0,10935067920.0,19550640575.0,15080044127.0,15080044127.0,"30,413,210,000",,,,,,,,,,
5180,Binggrae,음식료·담배,2020,Q4,"265,902,100,797","447,857,434,444","713,759,535,241","101,168,074,639","22,802,993,508","123,971,068,147","42,189,215,079","589,788,467,094",193263853652.0,-5314804853.0,-9244567664.0,-6809358390.0,-6809358390.0,"49,756,205,000",,,,,,,,,,
5300,Lotte_Chilsung_Beverage,음식료·담배,2020,Q4,"827,250,488,391","2,556,073,711,603","3,383,324,199,994","804,266,652,244","1,278,934,716,527","2,083,201,368,771","1,806,237,613,051","1,300,122,831,223",480981680723.0,6623924531.0,-78363587456.0,-63437072765.0,-63437072765.0,"4,875,216,500",,,,,,,,,,
5610,SPC_Samlip,음식료·담배,2020,Q4,"208,818,247,569","736,819,910,651","945,638,158,220","401,876,587,363","245,480,439,038","647,357,026,401","279,832,700,755","298,281,131,819",344477318673.0,22626073322.0,17336074406.0,10057963214.0,10057963214.0,"43,145,045,000",,,,,,,,,,
7310,Ottogi,음식료·담배,2020,Q4,"560,392,534,612","1,345,419,226,846","1,905,811,761,458","424,521,402,054","178,512,701,497","603,034,103,551","1,244,408,933,660","1,302,777,657,907",551939738945.0,20528524746.0,26507185942.0,7633896663.0,7633896663.0,"18,359,905,000",,,,,,,,,,
33780,KT&G,음식료·담배,2020,Q4,"4,708,230,783,467","5,171,312,859,967","9,879,543,643,434","1,717,954,707,436","107,646,746,067","1,825,601,453,503","1,060,221,437,118","8,053,942,189,931",957225616373.0,363654743555.0,405436846320.0,298357715805.0,298357715805.0,"954,959,485,000",,,,,,,,,,
33920,Muhak,음식료·담배,2020,Q4,"83,311,410,388","509,974,267,613","593,285,678,001","67,575,323,100","4,938,241,792","72,513,564,892","509,453,809,160","520,772,113,109",35079284480.0,493351221.0,24995919668.0,18558998790.0,18558998790.0,"5,700,000,000",,,,,,,,,,
36580,Farmsco,음식료·담배,2020,Q4,"329,329,659,160","451,685,461,537","781,015,120,697","447,982,303,273","15,653,088,952","463,635,392,225","221,140,771,075","317,379,728,472",309080410140.0,10163493419.0,1372097907.0,-4403675642.0,-4403675642.0,"18,363,971,500",,,,,,,,,,
49770,Dongwon_F&B,음식료·담배,2020,Q4,"479,583,631,347","757,935,914,002","1,237,519,545,349","195,650,885,180","426,323,072,650","621,973,957,830","53,222,708,954","615,545,587,519",382879907824.0,10102139109.0,3694707092.0,2306779453.0,2306779453.0,"19,295,620,000",,,,,,,,,,
97950,CJ_CheilJedang,음식료·담배,2020,Q4,"1,643,758,376,000","7,895,040,010,000","9,538,798,386,000","1,984,431,943,000","2,631,371,521,000","4,615,803,464,000","3,356,393,446,000","4,922,994,922,000",1429911702000.0,13758017000.0,-178458598000.0,-137983566000.0,-137983566000.0,"81,908,095,000",,,,,,,,,,
145990,Samyang_Foods,음식료·담배,2020,Q4,"694,107,000,000","1,303,987,000,000","1,998,094,000,000","312,376,000,000","590,228,000,000","902,604,000,000","218,531,000,000","1,095,490,000,000",399417000000.0,-1238000000.0,-6810000000.0,-5016000000.0,-5016000000.0,"53,417,000,000",,,,,,,,,,
