접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160330000652,Y,00125150,SGC에너지,-,-,-,-,-,-,2015-12-31,2015,Q4
20160330000652,Y,00125150,SGC에너지,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331003318,Y,00125150,SGC에너지,-,-,-,-,-,-,2016-12-31,2016,Q4
20181105000418,Y,00125150,SGC에너지,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401003837,Y,00125150,SGC에너지,-,-,-,-,-,-,2018-12-31,2018,Q4
20200313000766,Y,00125150,SGC에너지,-,-,-,-,-,-,2019-12-31,2019,Q4
20210318001407,Y,00125150,SGC에너지,2020.10.31,-,보통주,"9,822,586","5,000","49,112,930,000",2020-12-31,2020,Q4
20220812000745,Y,00125150,SGC에너지,2020.10.30,-,보통주,"9,822,586","5,000","49,112,930,000",2021-12-31,2021,Q4
20220812000745,Y,00125150,SGC에너지,-,-,-,-,-,-,2021-12-31,2021,Q4
20230309000859,Y,00125150,SGC에너지,2020.10.30,-,보통주,"9,822,586","5,000","49,112,930,000",2022-12-31,2022,Q4
20230309000859,Y,00125150,SGC에너지,-,-,-,-,-,-,2022-12-31,2022,Q4
20240313001769,Y,00125150,SGC에너지,2020.10.30,-,보통주,"9,822,586","5,000","49,112,930,000",2023-12-31,2023,Q4
20240313001769,Y,00125150,SGC에너지,-,-,-,-,-,-,2023-12-31,2023,Q4
20250312001090,Y,00125150,SGC에너지,2020.10.30,-,보통주,"9,822,586","5,000","49,112,930,000",2024-12-31,2024,Q4
20250312001090,Y,00125150,SGC에너지,-,-,-,-,-,-,2024-12-31,2024,Q4
