접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160513005066,Y,00138242,KG모빌리티,2011.01.04,출자전환,보통주,"5,193","5,000","15,000",2015-12-31,2015,Q4
20160513005066,Y,00138242,KG모빌리티,2011.02.09,유상증자(제3자배정),보통주,"85,419,047","5,000","5,000",2015-12-31,2015,Q4
20160513005066,Y,00138242,KG모빌리티,2012.05.19,유상증자(제3자배정),보통주,"644,550","5,000","5,540",2015-12-31,2015,Q4
20160513005066,Y,00138242,KG모빌리티,2012.08.15,유상증자(제3자배정),보통주,"68,250","5,000","5,080",2015-12-31,2015,Q4
20160513005066,Y,00138242,KG모빌리티,2013.05.23,유상증자(제3자배정),보통주,"14,545,455","5,000","5,500",2015-12-31,2015,Q4
20170331004093,Y,00138242,KG모빌리티,2011.01.04,출자전환,보통주,"5,193","5,000","15,000",2016-12-31,2016,Q4
20170331004093,Y,00138242,KG모빌리티,2011.02.09,유상증자(제3자배정),보통주,"85,419,047","5,000","5,000",2016-12-31,2016,Q4
20170331004093,Y,00138242,KG모빌리티,2012.05.19,유상증자(제3자배정),보통주,"644,550","5,000","5,540",2016-12-31,2016,Q4
20170331004093,Y,00138242,KG모빌리티,2012.08.15,유상증자(제3자배정),보통주,"68,250","5,000","5,080",2016-12-31,2016,Q4
20170331004093,Y,00138242,KG모빌리티,2013.05.23,유상증자(제3자배정),보통주,"14,545,455","5,000","5,500",2016-12-31,2016,Q4
20180402004729,Y,00138242,KG모빌리티,2012.05.19,유상증자(제3자배정),보통주,"644,550","5,000","5,540",2017-12-31,2017,Q4
20180402004729,Y,00138242,KG모빌리티,2012.08.15,유상증자(제3자배정),보통주,"68,250","5,000","5,080",2017-12-31,2017,Q4
20180402004729,Y,00138242,KG모빌리티,2013.05.23,유상증자(제3자배정),보통주,"14,545,455","5,000","5,500",2017-12-31,2017,Q4
20180402004729,Y,00138242,KG모빌리티,2017.03.04,유상증자(제3자배정),보통주,"729,300","5,000","7,040",2017-12-31,2017,Q4
20190401003283,Y,00138242,KG모빌리티,2012.05.19,유상증자(제3자배정),보통주,"644,550","5,000","5,540",2018-12-31,2018,Q4
20190401003283,Y,00138242,KG모빌리티,2012.08.15,유상증자(제3자배정),보통주,"68,250","5,000","5,080",2018-12-31,2018,Q4
20190401003283,Y,00138242,KG모빌리티,2013.05.23,유상증자(제3자배정),보통주,"14,545,455","5,000","5,500",2018-12-31,2018,Q4
20190401003283,Y,00138242,KG모빌리티,2017.03.03,유상증자(제3자배정),보통주,"729,300","5,000","7,040",2018-12-31,2018,Q4
20200330002307,Y,00138242,KG모빌리티,2012.05.19,유상증자(제3자배정),보통주,"644,550","5,000","5,540",2019-12-31,2019,Q4
20200330002307,Y,00138242,KG모빌리티,2012.08.15,유상증자(제3자배정),보통주,"68,250","5,000","5,080",2019-12-31,2019,Q4
20200330002307,Y,00138242,KG모빌리티,2013.05.23,유상증자(제3자배정),보통주,"14,545,455","5,000","5,500",2019-12-31,2019,Q4
20200330002307,Y,00138242,KG모빌리티,2017.03.03,유상증자(제3자배정),보통주,"729,300","5,000","7,040",2019-12-31,2019,Q4
20200330002307,Y,00138242,KG모빌리티,2019.01.26,유상증자(제3자배정),보통주,"11,890,606","5,000","4,205",2019-12-31,2019,Q4
20210323000883,Y,00138242,KG모빌리티,2019.01.26,유상증자(제3자배정),보통주,"11,890,606","5,000","4,205",2020-12-31,2020,Q4
20210323000883,Y,00138242,KG모빌리티,2017.03.03,유상증자(제3자배정),보통주,"729,300","5,000","7,040",2020-12-31,2020,Q4
20220427000218,Y,00138242,KG모빌리티,2019.01.26,유상증자(제3자배정),보통주,"11,890,606","5,000","4,205",2021-12-31,2021,Q4
20220427000218,Y,00138242,KG모빌리티,2017.03.03,유상증자(제3자배정),보통주,"729,300","5,000","7,040",2021-12-31,2021,Q4
20230314001136,Y,00138242,KG모빌리티,2019.01.26,유상증자(제3자배정),보통주,"11,890,606","5,000","4,205",2022-12-31,2022,Q4
20230314001136,Y,00138242,KG모빌리티,2022.12.20,유상증자(제3자배정),보통주,"20,000,000","5,000","5,000",2022-12-31,2022,Q4
20230314001136,Y,00138242,KG모빌리티,2022.09.02,무상감자,보통주,"100,669,598","5,000",-,2022-12-31,2022,Q4
20230314001136,Y,00138242,KG모빌리티,2022.09.03,출자전환,보통주,"93,316,700","5,000","5,000",2022-12-31,2022,Q4
20230314001136,Y,00138242,KG모빌리티,2022.09.19,무상감자,보통주,"97,420,918","5,000",-,2022-12-31,2022,Q4
