접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20180710000623,Y,00164830,HD한국조선해양,-,-,-,-,-,-,2015-12-31,2015,Q4
20180710000633,Y,00164830,HD한국조선해양,-,-,-,-,-,-,2016-12-31,2016,Q4
20180710000643,Y,00164830,HD한국조선해양,2017.04.05,주식분할,보통주,"19,334,574","5,000,000",-,2017-12-31,2017,Q4
20190401004390,Y,00164830,HD한국조선해양,2017.04.05,-,보통주,"19,334,574","5,000",-,2018-12-31,2018,Q4
20190401004390,Y,00164830,HD한국조선해양,2018.03.17,유상증자(주주배정),보통주,"12,500,000","5,000","98,800",2018-12-31,2018,Q4
20190401004390,Y,00164830,HD한국조선해양,2018.12.03,-,보통주,"1,607,690","5,000","108,891",2018-12-31,2018,Q4
20200330003961,Y,00164830,HD한국조선해양,2017.04.05,-,보통주,"19,334,574","5,000",-,2019-12-31,2019,Q4
20200330003961,Y,00164830,HD한국조선해양,2018.03.17,유상증자(주주배정),보통주,"12,500,000","5,000","98,800",2019-12-31,2019,Q4
20200330003961,Y,00164830,HD한국조선해양,2018.12.03,-,보통주,"1,607,690","5,000","108,891",2019-12-31,2019,Q4
20210316001006,Y,00164830,HD한국조선해양,2017.04.05,-,보통주,"19,334,574","5,000",-,2020-12-31,2020,Q4
20210316001006,Y,00164830,HD한국조선해양,2018.03.17,유상증자(주주배정),보통주,"12,500,000","5,000","98,800",2020-12-31,2020,Q4
20210316001006,Y,00164830,HD한국조선해양,2018.12.03,-,보통주,"1,607,690","5,000","108,891",2020-12-31,2020,Q4
20220314000893,Y,00164830,HD한국조선해양,2017.04.05,-,보통주,"19,334,574","5,000",-,2021-12-31,2021,Q4
20220314000893,Y,00164830,HD한국조선해양,2018.03.17,유상증자(주주배정),보통주,"12,500,000","5,000","98,800",2021-12-31,2021,Q4
20220314000893,Y,00164830,HD한국조선해양,2018.12.03,-,보통주,"1,607,690","5,000","108,891",2021-12-31,2021,Q4
20230320000758,Y,00164830,HD한국조선해양,2017.04.05,-,보통주,"19,334,574","5,000",-,2022-12-31,2022,Q4
20230320000758,Y,00164830,HD한국조선해양,2018.03.17,유상증자(주주배정),보통주,"12,500,000","5,000","98,800",2022-12-31,2022,Q4
20230320000758,Y,00164830,HD한국조선해양,2018.12.03,-,보통주,"1,607,690","5,000","108,891",2022-12-31,2022,Q4
20240321000061,Y,00164830,HD한국조선해양,2017.04.05,-,보통주,"19,334,574","5,000",-,2023-12-31,2023,Q4
20240321000061,Y,00164830,HD한국조선해양,2018.03.17,유상증자(주주배정),보통주,"12,500,000","5,000","98,800",2023-12-31,2023,Q4
20240321000061,Y,00164830,HD한국조선해양,2018.12.03,-,보통주,"1,607,690","5,000","108,891",2023-12-31,2023,Q4
20250318001131,Y,00164830,HD한국조선해양,-,-,-,-,-,-,2024-12-31,2024,Q4
