종목명,CODE,YEAR,QUARTER,공시일,시가,종가,수익률,LLM 예측,판단
대우인터내셔널,047050,2024,Q3,2024-11-14,47550,57000,0.1987,irrelevant,excluded
한국항공우주,047810,2016,Q1,2016-05-16,64800,80900,0.2485,irrelevant,excluded
한국항공우주,047810,2016,Q2,2016-08-16,80800,69500,-0.1399,irrelevant,excluded
한국항공우주,047810,2016,Q3,2016-11-14,69100,56600,-0.1809,down,true
한국항공우주,047810,2016,Q4,2017-03-31,57200,63900,0.1171,up,true
한국항공우주,047810,2017,Q1,2017-05-15,64100,38650,-0.397,,excluded
한국항공우주,047810,2017,Q2,2017-08-14,38200,50500,0.322,irrelevant,excluded
한국항공우주,047810,2017,Q3,2017-11-14,50100,49950,-0.003,up,false
한국항공우주,047810,2017,Q4,2018-04-02,50100,43150,-0.1387,irrelevant,excluded
한국항공우주,047810,2018,Q1,2018-05-15,43400,37850,-0.1279,down,true
한국항공우주,047810,2018,Q2,2018-08-14,38050,32000,-0.159,irrelevant,excluded
한국항공우주,047810,2018,Q3,2018-11-14,32150,35350,0.0995,up,true
한국항공우주,047810,2018,Q4,2019-04-01,35200,30600,-0.1307,irrelevant,excluded
한국항공우주,047810,2019,Q1,2019-05-15,30700,38300,0.2476,irrelevant,excluded
한국항공우주,047810,2019,Q2,2019-08-14,38500,37750,-0.0195,up,false
한국항공우주,047810,2019,Q3,2019-11-14,37550,20900,-0.4434,irrelevant,excluded
한국항공우주,047810,2019,Q4,2020-03-30,20250,23400,0.1556,down,false
한국항공우주,047810,2020,Q1,2020-05-15,23450,24950,0.064,up,true
한국항공우주,047810,2020,Q2,2020-08-14,25000,23700,-0.052,irrelevant,excluded
한국항공우주,047810,2020,Q3,2020-11-16,23850,36050,0.5115,irrelevant,excluded
한국항공우주,047810,2020,Q4,2021-03-17,36300,31250,-0.1391,up,false
한국항공우주,047810,2021,Q1,2021-05-17,31350,32450,0.0351,down,false
한국항공우주,047810,2021,Q2,2021-08-17,32600,29650,-0.0905,down,true
한국항공우주,047810,2021,Q3,2021-11-15,30300,39850,0.3152,up,true
한국항공우주,047810,2021,Q4,2022-03-22,39850,47300,0.187,up,true
한국항공우주,047810,2022,Q1,2022-05-16,48050,55500,0.155,up,true
한국항공우주,047810,2022,Q2,2022-08-16,56100,48300,-0.139,up,false
한국항공우주,047810,2022,Q3,2022-11-14,48300,43650,-0.0963,irrelevant,excluded
한국항공우주,047810,2022,Q4,2023-03-21,44250,52000,0.1751,up,true
한국항공우주,047810,2023,Q1,2023-05-15,50100,49300,-0.016,down,true
한국항공우주,047810,2023,Q2,2023-08-14,49300,45600,-0.0751,up,false
한국항공우주,047810,2023,Q3,2023-11-14,45800,50100,0.0939,down,false
한국항공우주,047810,2023,Q4,2024-03-20,50600,54500,0.0771,irrelevant,excluded
한국항공우주,047810,2024,Q1,2024-05-16,54900,55900,0.0182,irrelevant,excluded
한국항공우주,047810,2024,Q2,2024-08-14,56500,66200,0.1717,irrelevant,excluded
한국항공우주,047810,2024,Q3,2024-11-14,67000,95000,0.4179,up,true
한전KPS,051600,2016,Q1,2016-05-16,73800,71000,-0.0379,,excluded
한전KPS,051600,2016,Q2,2016-08-16,71300,55800,-0.2174,,excluded
한전KPS,051600,2016,Q3,2016-11-14,55400,62700,0.1318,,excluded
한전KPS,051600,2016,Q4,2017-03-31,62700,56000,-0.1069,,excluded
한전KPS,051600,2017,Q1,2017-05-15,56000,48250,-0.1384,,excluded
한전KPS,051600,2017,Q2,2017-08-14,47950,39300,-0.1804,,excluded
한전KPS,051600,2017,Q3,2017-11-14,39250,45500,0.1592,,excluded
한전KPS,051600,2017,Q4,2018-04-02,45500,44000,-0.033,,excluded
한전KPS,051600,2018,Q1,2018-05-15,44400,36000,-0.1892,,excluded
한전KPS,051600,2018,Q2,2018-08-14,35750,27700,-0.2252,down,true
한전KPS,051600,2018,Q3,2018-11-14,27950,34800,0.2451,,excluded
한전KPS,051600,2018,Q4,2019-04-01,34750,34050,-0.0201,,excluded
한전KPS,051600,2019,Q1,2019-05-15,34050,30950,-0.091,,excluded
한전KPS,051600,2019,Q2,2019-08-14,31000,32950,0.0629,,excluded
한전KPS,051600,2019,Q3,2019-11-14,32950,30000,-0.0895,,excluded
한전KPS,051600,2019,Q4,2020-03-30,28400,31200,0.0986,,excluded
한전KPS,051600,2020,Q1,2020-05-15,31300,31000,-0.0096,down,true
한전KPS,051600,2020,Q2,2020-08-14,30800,29200,-0.0519,up,false
한전KPS,051600,2020,Q3,2020-11-16,29200,28800,-0.0137,irrelevant,excluded
한전KPS,051600,2020,Q4,2021-03-19,28400,38700,0.3627,,excluded
한전KPS,051600,2021,Q1,2021-05-17,39200,39950,0.0191,up,true
한전KPS,051600,2021,Q2,2021-08-17,39950,44400,0.1114,,excluded
한전KPS,051600,2021,Q3,2021-11-15,44800,42200,-0.058,,excluded
한전KPS,051600,2021,Q4,2022-03-21,42400,36800,-0.1321,irrelevant,excluded
한전KPS,051600,2022,Q1,2022-05-16,37050,41800,0.1282,,excluded
한전KPS,051600,2022,Q2,2022-08-16,42000,34350,-0.1821,up,false
한전KPS,051600,2022,Q3,2022-11-14,34400,36850,0.0712,up,true
한전KPS,051600,2022,Q4,2023-03-20,36550,36850,0.0082,irrelevant,excluded
한전KPS,051600,2023,Q1,2023-05-15,36800,33950,-0.0774,irrelevant,excluded
한전KPS,051600,2023,Q2,2023-08-14,33950,34000,0.0015,up,true
한전KPS,051600,2023,Q3,2023-11-14,34200,35950,0.0512,,excluded
한전KPS,051600,2023,Q4,2024-03-20,36200,36100,-0.0028,down,true
한전KPS,051600,2024,Q1,2024-05-14,36150,41500,0.148,irrelevant,excluded
한전KPS,051600,2024,Q2,2024-08-14,41750,43750,0.0479,up,true
한전KPS,051600,2024,Q3,2024-11-14,43750,43500,-0.0057,up,false
현대글로비스,086280,2016,Q1,2016-05-16,92785,84283,-0.0916,irrelevant,excluded
현대글로비스,086280,2016,Q2,2016-08-16,84283,78781,-0.0653,,excluded
현대글로비스,086280,2016,Q3,2016-11-14,79031,73779,-0.0665,,excluded
현대글로비스,086280,2016,Q4,2017-03-31,73529,76530,0.0408,,excluded
현대글로비스,086280,2017,Q1,2017-05-15,77030,83032,0.0779,,excluded
현대글로비스,086280,2017,Q2,2017-08-14,83782,75529,-0.0985,,excluded
현대글로비스,086280,2017,Q3,2017-11-14,75279,78781,0.0465,,excluded
현대글로비스,086280,2017,Q4,2018-03-28,79281,84533,0.0662,,excluded
현대글로비스,086280,2018,Q1,2018-04-30,84533,64275,-0.2396,up,false
현대글로비스,086280,2018,Q2,2018-08-14,64274,59523,-0.0739,down,true
현대글로비스,086280,2018,Q3,2018-11-14,60023,64275,0.0708,irrelevant,excluded
현대글로비스,086280,2018,Q4,2019-04-01,64524,76530,0.1861,down,false
현대글로비스,086280,2019,Q1,2019-05-15,76029,76780,0.0099,,excluded
현대글로비스,086280,2019,Q2,2019-08-14,77030,75780,-0.0162,,excluded
현대글로비스,086280,2019,Q3,2019-11-14,75529,44267,-0.4139,down,true
현대글로비스,086280,2019,Q4,2020-03-30,42666,49969,0.1712,irrelevant,excluded
현대글로비스,086280,2020,Q1,2020-05-15,50269,61524,0.2239,up,true
현대글로비스,086280,2020,Q2,2020-08-14,61774,96288,0.5587,up,true
현대글로비스,086280,2020,Q3,2020-11-16,97538,97788,0.0026,irrelevant,excluded
현대글로비스,086280,2020,Q4,2021-03-16,98038,93036,-0.051,irrelevant,excluded
현대글로비스,086280,2021,Q1,2021-05-17,93786,93787,0.0,up,true
현대글로비스,086280,2021,Q2,2021-08-17,94036,78531,-0.1649,up,false
현대글로비스,086280,2021,Q3,2021-11-15,79281,84033,0.0599,up,true
현대글로비스,086280,2021,Q4,2022-03-15,82781,104041,0.2568,irrelevant,excluded
현대글로비스,086280,2022,Q1,2022-05-16,104540,95037,-0.0909,up,false
현대글로비스,086280,2022,Q2,2022-08-16,96037,90035,-0.0625,up,false
현대글로비스,086280,2022,Q3,2022-11-14,90785,76980,-0.1521,up,false
현대글로비스,086280,2022,Q4,2023-03-21,77430,81982,0.0588,irrelevant,excluded
현대글로비스,086280,2023,Q1,2023-05-15,81632,85183,0.0435,irrelevant,excluded
현대글로비스,086280,2023,Q2,2023-08-14,85283,85583,0.0035,down,false
현대글로비스,086280,2023,Q3,2023-11-14,86433,93286,0.0793,irrelevant,excluded
현대글로비스,086280,2023,Q4,2024-03-12,93987,94087,0.0011,irrelevant,excluded
현대글로비스,086280,2024,Q1,2024-05-16,94886,109100,0.1498,up,true
현대글로비스,086280,2024,Q2,2024-08-14,110400,113700,0.0299,up,true
현대글로비스,086280,2024,Q3,2024-11-14,114700,121300,0.0575,up,true
